from,biomass,coal,gas,hydro,imports,nuclear,other,solar,wind
2023-09-01T13:00Z,3.2,1.2,49.6,0.7,6.5,16.5,0.0,14.5,7.7
2023-09-01T13:30Z,3.2,1.5,48.3,0.7,7.7,16.5,0.0,13.9,8.2
2023-09-01T14:00Z,3.7,1.4,49.0,0.9,7.7,16.4,0.0,12.7,8.3
2023-09-01T14:30Z,4.3,1.3,49.2,1.1,7.2,16.7,0.0,11.5,8.6
2023-09-01T15:00Z,4.4,1.3,50.6,1.2,7.2,16.6,0.0,9.8,8.8
2023-09-01T15:30Z,4.3,1.2,51.8,1.4,8.1,16.5,0.0,8.3,8.5
2023-09-01T16:00Z,4.2,1.3,53.6,1.6,8.1,16.3,0.0,6.5,8.4
2023-09-01T16:30Z,4.3,1.4,53.8,2.1,9.0,16.3,0.0,4.9,8.3
2023-09-01T17:00Z,4.3,1.4,55.2,2.6,7.9,16.6,0.0,3.4,8.6
2023-09-01T17:30Z,4.4,1.5,55.7,2.7,7.8,16.9,0.0,2.0,9.1
2023-09-01T18:00Z,4.5,1.5,56.6,2.6,7.7,17.1,0.0,0.7,9.2
2023-09-01T18:30Z,4.6,1.4,58.3,2.5,6.9,17.3,0.0,0.1,9.2
2023-09-01T19:00Z,4.7,1.0,59.5,1.9,5.9,17.6,0.0,0.1,9.4
2023-09-01T19:30Z,4.9,0.8,58.8,1.7,5.5,18.5,0.0,0.0,9.9
2023-09-01T20:00Z,5.0,0.8,58.0,1.6,5.6,19.0,0.0,0.1,10.0
2023-09-01T20:30Z,5.1,0.4,58.1,1.3,6.3,19.2,0.0,0.0,9.6
2023-09-01T21:00Z,5.3,0.0,58.2,1.1,6.5,19.8,0.0,0.0,9.2
2023-09-01T21:30Z,5.5,0.0,58.3,0.9,5.7,20.9,0.0,0.0,8.8
2023-09-01T22:00Z,5.8,0.0,57.0,0.7,5.9,21.7,0.0,0.1,8.9
2023-09-01T22:30Z,5.8,0.0,56.3,0.6,6.0,22.1,0.0,0.0,9.3
2023-09-01T23:00Z,5.9,0.0,55.3,0.5,6.1,22.5,0.0,0.0,9.6
2023-09-01T23:30Z,6.3,0.0,53.3,0.6,6.7,23.7,0.0,0.0,9.5
2023-09-02T00:00Z,6.4,0.0,52.8,0.5,6.9,24.3,0.0,0.1,8.9
2023-09-02T00:30Z,6.3,0.0,53.2,0.4,7.9,23.9,0.0,0.0,8.4
2023-09-02T01:00Z,6.4,0.0,52.5,0.4,8.1,24.3,0.0,0.0,8.4
2023-09-02T01:30Z,6.5,0.0,51.0,0.4,9.3,24.4,0.0,0.0,8.3
2023-09-02T02:00Z,6.5,0.0,51.5,0.4,9.4,24.6,0.0,0.0,7.5
2023-09-02T02:30Z,6.5,0.0,52.4,0.4,9.1,24.8,0.0,0.0,6.8
2023-09-02T03:00Z,6.4,0.0,52.5,0.4,9.2,25.0,0.0,0.2,6.3
2023-09-02T03:30Z,6.4,0.0,53.9,0.5,8.4,24.8,0.0,0.0,5.9
2023-09-02T04:00Z,6.3,0.0,54.1,0.9,8.4,24.6,0.0,0.2,5.5
2023-09-02T04:30Z,6.4,0.0,52.3,1.4,10.3,24.6,0.0,0.0,5.0
2023-09-02T05:00Z,6.2,0.0,52.9,1.7,10.3,24.2,0.0,0.2,4.6
2023-09-02T05:30Z,6.2,0.0,52.1,1.6,11.6,24.0,0.0,0.2,4.3
2023-09-02T06:00Z,6.1,0.0,51.9,1.7,11.5,23.6,0.0,1.3,4.0
2023-09-02T06:30Z,5.7,0.0,46.5,1.9,17.1,22.1,0.0,2.9,3.8
2023-09-02T07:00Z,5.5,0.0,45.8,1.7,17.2,21.3,0.0,4.8,3.7
2023-09-02T07:30Z,5.2,0.0,43.7,1.2,19.0,20.3,0.0,6.9,3.7
2023-09-02T08:00Z,5.1,0.0,42.6,1.0,18.7,19.9,0.0,8.7,4.0
2023-09-02T08:30Z,5.0,0.0,40.8,0.9,18.3,19.4,0.0,11.3,4.3
2023-09-02T09:00Z,4.9,0.0,38.6,0.8,18.0,19.1,0.0,13.8,4.8
2023-09-02T09:30Z,4.9,0.0,36.4,0.7,18.0,19.2,0.0,15.7,5.1
2023-09-02T10:00Z,4.8,0.0,34.3,0.6,17.9,19.0,0.0,17.6,5.7
2023-09-02T10:30Z,4.8,0.0,31.1,0.6,18.2,19.1,0.0,19.5,6.6
2023-09-02T11:00Z,4.8,0.0,28.7,0.5,18.2,19.2,0.0,21.2,7.4
2023-09-02T11:30Z,4.9,0.0,27.0,0.5,18.2,19.1,0.0,22.2,8.1
2023-09-02T12:00Z,4.6,0.0,25.2,0.5,18.4,19.4,0.0,23.0,8.9
2023-09-02T12:30Z,4.6,0.0,25.2,0.5,18.3,19.6,0.0,23.0,8.9
