from,biomass,coal,gas,hydro,imports,nuclear,other,solar,wind
2023-04-12T06:30Z,4.4,0.0,27.9,1.3,7.6,14.2,0.0,4.0,40.7
2023-04-12T07:00Z,4.2,0.0,27.1,1.4,7.3,13.8,0.0,6.2,39.9
2023-04-12T07:30Z,4.2,0.0,27.2,1.4,4.2,13.6,0.0,8.6,40.7
2023-04-12T08:00Z,4.1,0.0,25.2,1.3,4.1,13.4,0.0,10.8,41.1
2023-04-12T08:30Z,4.0,0.0,23.3,1.5,4.7,13.0,0.0,12.0,41.5
2023-04-12T09:00Z,4.0,0.0,21.3,1.5,4.8,13.0,0.0,12.3,43.0
2023-04-12T09:30Z,4.1,0.0,18.5,1.3,7.1,13.2,0.0,12.7,43.2
2023-04-12T10:00Z,4.0,0.0,18.9,1.2,7.2,13.0,0.0,12.0,43.6
2023-04-12T10:30Z,4.0,0.0,17.0,1.3,9.9,12.8,0.0,12.6,42.4
2023-04-12T11:00Z,4.0,0.0,16.3,1.2,10.1,12.9,0.0,12.2,43.3
2023-04-12T11:30Z,3.9,0.0,14.4,1.0,13.1,12.7,0.0,12.9,42.0
2023-04-12T12:00Z,3.9,0.0,13.9,0.8,13.2,12.7,0.0,12.7,42.8
2023-04-12T12:30Z,4.0,0.0,12.4,0.8,12.7,13.1,0.0,11.6,45.4
2023-04-12T13:00Z,4.1,0.0,12.5,1.2,11.7,13.4,0.0,11.1,45.9
2023-04-12T13:30Z,3.9,0.0,12.4,1.5,11.5,13.6,0.0,10.2,46.8
2023-04-12T14:00Z,4.0,0.0,12.1,1.8,13.5,13.2,0.0,9.6,45.7
2023-04-12T14:30Z,3.8,0.0,14.2,2.5,12.1,13.4,0.0,8.5,45.4
2023-04-12T15:00Z,3.7,0.0,16.8,3.7,11.7,13.1,0.0,7.0,43.8
2023-04-12T15:30Z,3.8,0.0,21.4,5.3,7.2,13.0,0.0,6.1,43.2
2023-04-12T16:00Z,4.0,0.0,22.0,5.9,7.0,13.1,0.0,5.1,42.8
2023-04-12T16:30Z,4.0,0.0,22.8,6.2,6.8,13.3,0.0,3.8,43.0
2023-04-12T17:00Z,4.1,0.0,24.3,6.4,6.8,13.4,0.0,2.5,42.5
2023-04-12T17:30Z,4.1,0.0,24.1,6.4,8.7,13.4,0.0,1.3,42.0
2023-04-12T18:00Z,4.2,0.0,25.6,6.1,9.1,13.8,0.0,0.5,40.8
2023-04-12T18:30Z,4.5,0.0,26.3,5.2,11.1,13.9,0.0,0.0,39.0
2023-04-12T19:00Z,4.7,0.0,26.0,3.9,11.3,14.2,0.0,0.0,39.8
2023-04-12T19:30Z,5.4,0.0,25.3,2.8,10.0,14.6,0.0,0.0,41.8
2023-04-12T20:00Z,6.3,0.0,23.5,2.0,10.7,15.2,0.0,0.1,42.1
2023-04-12T20:30Z,6.9,0.0,22.6,1.3,10.3,16.0,0.0,0.0,42.9
2023-04-12T21:00Z,7.3,0.0,19.7,1.1,10.7,16.7,0.0,0.0,44.5
2023-04-12T21:30Z,6.9,0.0,14.5,1.1,12.8,17.3,0.0,0.0,47.3
2023-04-12T22:00Z,5.7,0.0,12.6,1.1,13.1,17.9,0.0,0.1,49.4
2023-04-12T22:30Z,6.5,0.0,11.1,1.1,11.8,18.5,0.0,0.0,51.0
2023-04-12T23:00Z,7.0,0.0,10.5,1.1,12.2,18.4,0.0,0.0,50.9
2023-04-12T23:30Z,7.8,0.0,11.9,1.0,10.5,18.2,0.0,0.0,50.7
2023-04-13T00:00Z,8.0,0.0,12.7,1.0,10.4,18.2,0.0,0.0,49.8
2023-04-13T00:30Z,7.8,0.0,13.1,1.0,11.6,17.9,0.0,0.0,48.7
2023-04-13T01:00Z,7.9,0.0,11.0,1.0,11.7,18.3,0.0,0.3,49.8
2023-04-13T01:30Z,7.5,0.0,10.3,1.0,11.7,18.5,0.0,0.0,50.9
2023-04-13T02:00Z,7.0,0.0,10.2,1.0,11.6,18.4,0.0,0.0,51.9
2023-04-13T02:30Z,7.3,0.0,11.5,1.0,8.8,18.5,0.0,0.0,53.0
2023-04-13T03:00Z,7.3,0.0,10.7,1.0,8.6,18.6,0.0,0.0,53.8
2023-04-13T03:30Z,6.7,0.0,13.5,1.1,7.0,18.1,0.0,0.0,53.6
2023-04-13T04:00Z,6.7,0.0,13.5,1.3,7.0,18.0,0.0,0.0,53.5
2023-04-13T04:30Z,6.9,0.0,20.2,1.8,4.8,17.2,0.0,0.0,49.2
2023-04-13T05:00Z,6.7,0.0,22.7,2.2,5.2,16.5,0.0,0.0,46.7
2023-04-13T05:30Z,6.7,0.0,22.9,2.5,5.4,16.0,0.0,0.0,46.5
2023-04-13T06:00Z,7.1,0.0,22.7,2.3,6.5,15.5,0.0,0.0,45.8
