from,biomass,coal,gas,hydro,imports,nuclear,other,solar,wind
2023-10-04T14:30Z,6.4,0.0,18.1,4.1,4.1,12.3,0.0,8.0,47.1
2023-10-04T15:00Z,6.2,0.0,22.7,4.4,3.9,11.8,0.0,6.2,44.8
2023-10-04T15:30Z,5.9,0.0,28.2,4.4,3.7,11.3,0.0,3.9,42.4
2023-10-04T16:00Z,5.9,0.0,30.6,4.5,3.8,11.3,0.0,2.3,41.6
2023-10-04T16:30Z,5.9,0.0,32.4,4.4,3.7,11.3,0.0,0.9,41.4
2023-10-04T17:00Z,5.9,0.0,32.7,4.4,3.7,11.3,0.0,0.1,41.9
2023-10-04T17:30Z,6.0,0.0,32.0,4.2,3.8,11.5,0.0,0.1,42.3
2023-10-04T18:00Z,6.0,0.0,32.0,3.7,3.9,11.7,0.0,0.1,42.6
2023-10-04T18:30Z,6.1,0.0,31.8,3.3,3.9,11.9,0.0,0.0,43.0
2023-10-04T19:00Z,6.3,0.0,30.4,3.1,4.0,12.2,0.0,0.1,43.8
2023-10-04T19:30Z,6.5,0.0,29.6,3.1,4.1,12.5,0.0,0.0,44.2
2023-10-04T20:00Z,6.8,0.0,27.0,2.6,4.4,13.2,0.0,0.0,45.9
2023-10-04T20:30Z,7.3,0.0,22.8,2.5,4.7,14.1,0.0,0.0,48.5
2023-10-04T21:00Z,7.9,0.0,18.9,2.3,5.0,15.1,0.0,0.1,50.7
2023-10-04T21:30Z,7.9,0.0,14.3,2.0,6.1,16.2,0.0,0.0,53.5
2023-10-04T22:00Z,6.5,0.0,13.6,2.3,6.4,16.8,0.0,0.0,54.4
2023-10-04T22:30Z,6.8,0.0,16.0,2.3,6.2,16.4,0.0,0.0,52.2
2023-10-04T23:00Z,7.9,0.0,14.5,2.4,6.3,16.7,0.0,0.1,52.1
2023-10-04T23:30Z,7.6,0.0,13.9,2.2,6.1,17.1,0.0,0.0,53.1
2023-10-05T00:00Z,8.2,0.0,14.5,2.0,6.0,17.0,0.0,0.1,52.1
2023-10-05T00:30Z,6.2,0.0,15.2,2.1,7.5,17.6,0.0,0.0,51.4
2023-10-05T01:00Z,6.6,0.0,15.4,2.1,7.7,17.8,0.0,0.0,50.3
2023-10-05T01:30Z,5.4,0.0,15.8,2.2,7.8,18.3,0.0,0.0,50.6
2023-10-05T02:00Z,5.5,0.0,16.6,2.5,7.9,18.7,0.0,0.0,48.8
2023-10-05T02:30Z,7.4,0.0,18.8,2.6,6.3,18.9,0.0,0.0,46.1
2023-10-05T03:00Z,8.5,0.0,21.4,2.5,6.2,18.8,0.0,0.0,42.6
2023-10-05T03:30Z,8.9,0.0,25.8,2.5,6.5,18.0,0.0,0.0,38.3
2023-10-05T04:00Z,8.1,0.0,30.4,2.6,6.1,17.1,0.0,0.0,35.6
2023-10-05T04:30Z,7.7,0.0,39.7,2.6,5.2,15.1,0.0,0.0,29.7
2023-10-05T05:00Z,7.3,0.0,44.8,2.6,4.9,14.1,0.0,0.2,26.2
2023-10-05T05:30Z,7.1,0.0,45.0,2.7,4.8,13.7,0.0,0.0,26.6
2023-10-05T06:00Z,7.0,0.0,44.2,3.0,4.8,13.4,0.0,0.2,27.5
2023-10-05T06:30Z,7.2,0.0,43.6,2.4,5.5,13.6,0.0,0.2,27.5
2023-10-05T07:00Z,7.5,0.0,43.5,2.2,5.8,13.7,0.0,0.9,26.3
2023-10-05T07:30Z,7.4,0.0,42.3,2.5,6.4,13.5,0.0,2.3,25.5
2023-10-05T08:00Z,7.4,0.0,40.7,2.4,6.4,13.3,0.0,4.2,25.7
2023-10-05T08:30Z,7.3,0.0,38.1,2.0,6.1,13.2,0.0,6.4,26.8
2023-10-05T09:00Z,7.3,0.0,36.0,1.9,5.8,13.1,0.0,8.3,27.5
2023-10-05T09:30Z,7.3,0.0,33.3,1.9,6.0,13.0,0.0,9.6,28.9
2023-10-05T10:00Z,7.2,0.0,31.2,1.8,5.9,12.9,0.0,10.3,30.6
2023-10-05T10:30Z,7.1,0.0,30.1,1.8,5.8,12.8,0.0,10.2,32.3
2023-10-05T11:00Z,7.0,0.0,28.8,1.7,5.4,12.6,0.0,10.5,33.9
2023-10-05T11:30Z,6.9,0.0,29.0,1.8,4.2,12.3,0.0,10.4,35.4
2023-10-05T12:00Z,6.9,0.0,27.5,1.7,4.1,12.3,0.0,10.6,36.8
2023-10-05T12:30Z,6.8,0.0,25.8,1.7,5.0,12.2,0.0,10.3,38.2
2023-10-05T13:00Z,6.8,0.0,25.8,1.5,5.0,12.2,0.0,10.4,38.2
2023-10-05T13:30Z,6.4,0.0,27.3,1.5,4.1,12.2,0.0,9.3,39.3
2023-10-05T14:00Z,6.5,0.0,25.9,1.5,4.1,12.5,0.0,8.4,41.1
