from,biomass,coal,gas,hydro,imports,nuclear,other,solar,wind
2023-05-10T10:30Z,3.8,0.0,41.6,0.1,13.2,10.9,0.0,17.1,13.3
2023-05-10T11:00Z,3.8,0.0,40.4,0.3,13.2,11.0,0.0,17.8,13.5
2023-05-10T11:30Z,3.8,0.0,40.4,0.2,12.2,11.1,0.0,18.1,14.2
2023-05-10T12:00Z,3.9,0.0,39.7,0.2,12.2,11.2,0.0,17.9,14.9
2023-05-10T12:30Z,3.8,0.0,38.9,0.2,12.4,11.1,0.0,17.9,15.6
2023-05-10T13:00Z,3.9,0.0,38.3,0.2,12.5,11.1,0.0,17.6,16.6
2023-05-10T13:30Z,3.9,0.0,37.7,0.2,12.8,11.2,0.0,16.5,17.7
2023-05-10T14:00Z,3.9,0.0,38.5,0.2,12.9,11.2,0.0,15.0,18.4
2023-05-10T14:30Z,3.7,0.0,39.0,0.2,15.0,10.9,0.0,13.6,17.6
2023-05-10T15:00Z,3.7,0.0,41.4,0.4,15.0,10.8,0.0,12.0,16.8
2023-05-10T15:30Z,3.6,0.0,47.1,0.6,11.6,10.6,0.0,10.2,16.3
2023-05-10T16:00Z,3.5,0.0,47.3,2.2,11.3,10.4,0.0,8.8,16.6
2023-05-10T16:30Z,3.7,0.0,49.2,3.1,10.2,10.7,0.0,7.5,15.7
2023-05-10T17:00Z,3.7,0.0,50.5,4.7,10.3,10.8,0.0,5.8,14.1
2023-05-10T17:30Z,3.8,0.0,51.8,5.1,11.4,10.9,0.0,4.1,13.0
2023-05-10T18:00Z,3.9,0.0,53.4,4.7,11.8,11.3,0.0,2.6,12.3
2023-05-10T18:30Z,4.0,0.0,53.9,5.2,11.7,11.4,0.0,1.3,12.6
2023-05-10T19:00Z,4.0,0.0,53.8,5.4,11.8,11.4,0.0,0.4,13.2
2023-05-10T19:30Z,4.1,0.0,54.7,4.7,12.8,11.7,0.0,0.0,12.2
2023-05-10T20:00Z,4.3,0.0,56.7,2.4,13.0,12.1,0.0,0.0,11.4
2023-05-10T20:30Z,4.6,0.0,60.3,2.1,8.8,12.9,0.0,0.0,11.3
2023-05-10T21:00Z,4.8,0.0,61.2,1.3,9.0,13.4,0.0,0.0,10.3
2023-05-10T21:30Z,5.2,0.0,61.6,1.0,8.8,14.3,0.0,0.0,9.0
2023-05-10T22:00Z,5.4,0.0,61.6,0.5,9.0,15.1,0.0,0.0,8.4
2023-05-10T22:30Z,5.4,0.0,62.6,0.4,8.2,15.2,0.0,0.0,8.2
2023-05-10T23:00Z,5.4,0.0,63.1,0.2,8.2,15.2,0.0,0.0,7.9
2023-05-10T23:30Z,5.3,0.0,60.1,0.2,12.6,14.8,0.0,0.0,6.9
2023-05-11T00:00Z,5.3,0.0,59.8,0.2,13.0,14.9,0.0,0.0,6.8
2023-05-11T00:30Z,5.3,0.0,58.6,0.2,14.0,15.0,0.0,0.0,6.8
2023-05-11T01:00Z,5.3,0.0,58.1,0.2,14.4,15.3,0.0,0.0,6.7
2023-05-11T01:30Z,5.5,0.0,58.7,0.2,14.1,15.5,0.0,0.0,6.1
2023-05-11T02:00Z,5.5,0.0,58.7,0.2,14.2,15.6,0.0,0.0,5.7
2023-05-11T02:30Z,5.5,0.0,61.0,0.2,12.6,15.4,0.0,0.0,5.3
2023-05-11T03:00Z,5.5,0.0,61.6,0.2,12.3,15.4,0.0,0.2,4.8
2023-05-11T03:30Z,5.6,0.0,65.5,0.2,8.3,15.7,0.0,0.0,4.7
2023-05-11T04:00Z,5.5,0.0,65.3,0.4,8.3,15.6,0.0,0.2,4.7
2023-05-11T04:30Z,5.3,0.0,62.9,0.8,11.7,14.8,0.0,0.2,4.2
2023-05-11T05:00Z,4.9,0.0,63.0,2.0,11.2,13.9,0.0,1.3,3.8
2023-05-11T05:30Z,4.7,0.0,62.5,2.2,11.2,13.2,0.0,2.6,3.5
2023-05-11T06:00Z,4.7,0.0,61.3,2.5,10.9,12.9,0.0,4.4,3.2
2023-05-11T06:30Z,4.5,0.0,58.2,2.1,13.5,12.2,0.0,6.4,3.1
2023-05-11T07:00Z,4.4,0.0,57.3,1.5,13.4,11.9,0.0,8.5,2.9
2023-05-11T07:30Z,4.3,0.0,56.0,1.0,13.8,11.7,0.0,10.4,2.7
2023-05-11T08:00Z,4.2,0.0,54.8,1.1,13.6,11.6,0.0,12.2,2.5
2023-05-11T08:30Z,4.2,0.0,54.8,1.3,12.2,11.6,0.0,13.3,2.5
2023-05-11T09:00Z,4.2,0.0,54.7,1.6,12.2,11.6,0.0,13.2,2.5
2023-05-11T09:30Z,4.0,0.0,54.5,1.4,10.9,11.3,0.0,15.3,2.6
2023-05-11T10:00Z,3.8,0.0,51.4,1.3,12.5,11.2,0.0,16.9,2.8
