from,biomass,coal,gas,hydro,imports,nuclear,other,solar,wind
2023-06-12T07:30Z,1.3,0.2,48.8,0.5,15.4,11.6,0.0,12.3,9.9
2023-06-12T08:00Z,2.4,0.2,47.4,0.5,14.1,11.3,0.0,14.5,9.6
2023-06-12T08:30Z,2.3,0.3,45.8,0.5,14.1,11.0,0.0,16.4,9.7
2023-06-12T09:00Z,2.3,0.2,45.3,0.5,13.1,10.9,0.0,18.5,9.4
2023-06-12T09:30Z,2.3,0.5,45.0,0.4,10.8,11.0,0.0,20.6,9.5
2023-06-12T10:00Z,2.2,0.7,43.1,0.4,13.5,10.5,0.0,20.8,8.9
2023-06-12T10:30Z,2.2,0.7,43.7,0.5,11.4,10.7,0.0,22.0,8.8
2023-06-12T11:00Z,2.2,0.7,44.2,0.3,10.4,10.8,0.0,22.3,9.1
2023-06-12T11:30Z,2.2,0.6,42.7,0.1,12.7,10.6,0.0,21.9,9.2
2023-06-12T12:00Z,2.2,0.6,41.8,0.1,12.6,10.7,0.0,22.3,9.7
2023-06-12T12:30Z,2.2,0.6,41.3,0.1,12.6,10.5,0.0,22.0,10.7
2023-06-12T13:00Z,2.1,0.6,40.6,0.1,13.0,10.3,0.0,21.5,11.8
2023-06-12T13:30Z,2.1,0.5,39.7,0.1,13.5,10.2,0.0,20.3,13.6
2023-06-12T14:00Z,2.1,0.5,40.3,0.1,13.7,10.1,0.0,18.8,14.4
2023-06-12T14:30Z,2.1,0.4,41.6,0.1,13.9,10.0,0.0,17.5,14.5
2023-06-12T15:00Z,2.1,0.1,41.9,0.2,14.2,10.0,0.0,15.6,15.8
2023-06-12T15:30Z,2.1,0.1,42.4,0.6,14.4,10.2,0.0,13.5,16.8
2023-06-12T16:00Z,2.1,0.1,43.0,1.1,14.5,10.3,0.0,11.4,17.4
2023-06-12T16:30Z,2.2,0.2,44.4,1.3,14.8,10.5,0.0,9.2,17.4
2023-06-12T17:00Z,2.2,0.3,45.2,1.4,15.2,10.8,0.0,7.1,17.7
2023-06-12T17:30Z,2.4,0.3,47.8,1.4,13.2,11.5,0.0,5.5,17.8
2023-06-12T18:00Z,2.4,0.3,47.5,1.4,16.1,11.4,0.0,3.7,17.1
2023-06-12T18:30Z,2.4,0.3,48.6,1.3,16.5,11.6,0.0,2.2,17.0
2023-06-12T19:00Z,2.5,0.2,48.8,1.0,16.9,11.9,0.0,1.2,17.5
2023-06-12T19:30Z,2.5,0.0,48.3,0.8,16.2,12.0,0.0,0.4,19.8
2023-06-12T20:00Z,2.5,0.0,48.8,0.7,15.6,12.1,0.0,0.0,20.4
2023-06-12T20:30Z,2.6,0.0,49.2,0.5,16.2,12.4,0.0,0.0,19.1
2023-06-12T21:00Z,2.7,0.0,50.1,0.3,16.8,12.9,0.0,0.0,17.2
2023-06-12T21:30Z,3.0,0.0,55.7,0.2,10.4,14.1,0.0,0.0,16.7
2023-06-12T22:00Z,3.1,0.0,55.6,0.2,10.4,14.6,0.0,0.0,16.1
2023-06-12T22:30Z,3.2,0.0,58.1,0.1,7.0,14.9,0.0,0.0,16.7
2023-06-12T23:00Z,3.2,0.0,56.9,0.1,6.8,15.1,0.0,0.0,17.9
2023-06-12T23:30Z,3.2,0.0,54.0,0.1,8.6,15.2,0.0,0.0,18.8
2023-06-13T00:00Z,3.2,0.0,53.2,0.1,8.6,15.3,0.0,0.0,19.6
2023-06-13T00:30Z,3.3,0.0,52.1,0.1,8.1,15.4,0.0,0.0,21.0
2023-06-13T01:00Z,3.3,0.0,51.5,0.1,7.9,15.5,0.0,0.0,21.6
2023-06-13T01:30Z,3.3,0.0,53.8,0.1,5.4,15.6,0.0,0.0,21.7
2023-06-13T02:00Z,3.3,0.0,54.1,0.1,5.5,15.8,0.0,0.0,21.1
2023-06-13T02:30Z,3.4,0.0,54.7,0.1,6.6,15.9,0.0,0.0,19.4
2023-06-13T03:00Z,3.4,0.0,55.5,0.1,6.8,16.1,0.0,0.0,18.1
2023-06-13T03:30Z,3.3,0.0,58.6,0.2,5.2,15.8,0.0,0.0,16.9
2023-06-13T04:00Z,3.3,0.0,58.8,0.3,5.4,15.4,0.0,0.3,16.4
2023-06-13T04:30Z,3.1,0.0,53.5,0.5,11.2,14.8,0.0,1.4,15.5
2023-06-13T05:00Z,3.1,0.0,53.3,0.7,11.2,14.8,0.0,1.4,15.5
2023-06-13T05:30Z,3.1,0.0,54.2,0.7,11.6,13.9,0.0,2.3,14.2
2023-06-13T06:00Z,2.7,0.0,56.2,0.8,11.3,13.3,0.0,3.2,12.6
2023-06-13T06:30Z,2.8,0.0,53.6,0.8,12.1,13.3,0.0,4.6,12.8
2023-06-13T07:00Z,2.8,0.0,50.3,0.8,13.4,13.5,0.0,6.2,13.0
