from,intensity.forecast,intensity.actual
2023-04-06T19:00Z,186,
2023-04-06T19:30Z,179,
2023-04-06T20:00Z,171,
2023-04-06T20:30Z,160,
2023-04-06T21:00Z,147,
2023-04-06T21:30Z,133,
2023-04-06T22:00Z,121,
2023-04-06T22:30Z,119,
2023-04-06T23:00Z,121,
2023-04-06T23:30Z,119,
2023-04-07T00:00Z,119,
2023-04-07T00:30Z,120,
2023-04-07T01:00Z,120,
2023-04-07T01:30Z,124,
2023-04-07T02:00Z,124,
2023-04-07T02:30Z,120,
2023-04-07T03:00Z,122,
2023-04-07T03:30Z,124,
2023-04-07T04:00Z,126,
2023-04-07T04:30Z,132,
2023-04-07T05:00Z,140,
2023-04-07T05:30Z,152,
2023-04-07T06:00Z,165,
2023-04-07T06:30Z,169,
2023-04-07T07:00Z,169,
2023-04-07T07:30Z,165,
2023-04-07T08:00Z,159,
2023-04-07T08:30Z,158,
2023-04-07T09:00Z,155,
2023-04-07T09:30Z,152,
2023-04-07T10:00Z,152,
2023-04-07T10:30Z,151,
2023-04-07T11:00Z,146,
2023-04-07T11:30Z,142,
2023-04-07T12:00Z,139,
2023-04-07T12:30Z,137,
2023-04-07T13:00Z,140,
2023-04-07T13:30Z,145,
2023-04-07T14:00Z,149,
2023-04-07T14:30Z,164,
2023-04-07T15:00Z,176,
2023-04-07T15:30Z,184,
2023-04-07T16:00Z,197,
2023-04-07T16:30Z,209,
2023-04-07T17:00Z,216,
2023-04-07T17:30Z,220,
2023-04-07T18:00Z,224,
2023-04-07T18:30Z,230,
2023-04-07T19:00Z,235,
2023-04-07T19:30Z,235,
2023-04-07T20:00Z,235,
2023-04-07T20:30Z,235,
2023-04-07T21:00Z,232,
2023-04-07T21:30Z,224,
2023-04-07T22:00Z,214,
2023-04-07T22:30Z,203,
2023-04-07T23:00Z,197,
2023-04-07T23:30Z,196,
2023-04-08T00:00Z,197,
2023-04-08T00:30Z,195,
2023-04-08T01:00Z,193,
2023-04-08T01:30Z,195,
2023-04-08T02:00Z,196,
2023-04-08T02:30Z,190,
2023-04-08T03:00Z,187,
2023-04-08T03:30Z,188,
2023-04-08T04:00Z,189,
2023-04-08T04:30Z,188,
2023-04-08T05:00Z,188,
2023-04-08T05:30Z,192,
2023-04-08T06:00Z,190,
2023-04-08T06:30Z,189,
2023-04-08T07:00Z,185,
2023-04-08T07:30Z,180,
2023-04-08T08:00Z,170,
2023-04-08T08:30Z,159,
2023-04-08T09:00Z,153,
2023-04-08T09:30Z,146,
2023-04-08T10:00Z,143,
2023-04-08T10:30Z,136,
2023-04-08T11:00Z,127,
2023-04-08T11:30Z,124,
2023-04-08T12:00Z,124,
2023-04-08T12:30Z,119,
2023-04-08T13:00Z,118,
2023-04-08T13:30Z,118,
2023-04-08T14:00Z,121,
2023-04-08T14:30Z,123,
2023-04-08T15:00Z,128,
2023-04-08T15:30Z,136,
2023-04-08T16:00Z,146,
2023-04-08T16:30Z,159,
2023-04-08T17:00Z,169,
2023-04-08T17:30Z,177,
2023-04-08T18:00Z,179,
2023-04-08T18:30Z,181,
