from,intensity.forecast,intensity.actual
2023-03-15T04:30Z,229,
2023-03-15T05:00Z,242,
2023-03-15T05:30Z,260,
2023-03-15T06:00Z,277,
2023-03-15T06:30Z,281,
2023-03-15T07:00Z,279,
2023-03-15T07:30Z,274,
2023-03-15T08:00Z,266,
2023-03-15T08:30Z,259,
2023-03-15T09:00Z,253,
2023-03-15T09:30Z,249,
2023-03-15T10:00Z,250,
2023-03-15T10:30Z,247,
2023-03-15T11:00Z,244,
2023-03-15T11:30Z,242,
2023-03-15T12:00Z,240,
2023-03-15T12:30Z,239,
2023-03-15T13:00Z,235,
2023-03-15T13:30Z,231,
2023-03-15T14:00Z,228,
2023-03-15T14:30Z,223,
2023-03-15T15:00Z,219,
2023-03-15T15:30Z,215,
2023-03-15T16:00Z,210,
2023-03-15T16:30Z,208,
2023-03-15T17:00Z,206,
2023-03-15T17:30Z,202,
2023-03-15T18:00Z,201,
2023-03-15T18:30Z,193,
2023-03-15T19:00Z,179,
2023-03-15T19:30Z,164,
2023-03-15T20:00Z,145,
2023-03-15T20:30Z,131,
2023-03-15T21:00Z,120,
2023-03-15T21:30Z,116,
2023-03-15T22:00Z,107,
2023-03-15T22:30Z,105,
2023-03-15T23:00Z,100,
2023-03-15T23:30Z,95,
2023-03-16T00:00Z,92,
2023-03-16T00:30Z,90,
2023-03-16T01:00Z,89,
2023-03-16T01:30Z,88,
2023-03-16T02:00Z,86,
2023-03-16T02:30Z,82,
2023-03-16T03:00Z,82,
2023-03-16T03:30Z,83,
2023-03-16T04:00Z,84,
2023-03-16T04:30Z,85,
2023-03-16T05:00Z,86,
2023-03-16T05:30Z,89,
2023-03-16T06:00Z,94,
2023-03-16T06:30Z,92,
2023-03-16T07:00Z,90,
2023-03-16T07:30Z,88,
2023-03-16T08:00Z,86,
2023-03-16T08:30Z,83,
2023-03-16T09:00Z,80,
2023-03-16T09:30Z,80,
2023-03-16T10:00Z,79,
2023-03-16T10:30Z,79,
2023-03-16T11:00Z,78,
2023-03-16T11:30Z,77,
2023-03-16T12:00Z,76,
2023-03-16T12:30Z,77,
2023-03-16T13:00Z,78,
2023-03-16T13:30Z,80,
2023-03-16T14:00Z,80,
2023-03-16T14:30Z,81,
2023-03-16T15:00Z,81,
2023-03-16T15:30Z,80,
2023-03-16T16:00Z,84,
2023-03-16T16:30Z,89,
2023-03-16T17:00Z,94,
2023-03-16T17:30Z,98,
2023-03-16T18:00Z,100,
2023-03-16T18:30Z,102,
2023-03-16T19:00Z,97,
2023-03-16T19:30Z,92,
2023-03-16T20:00Z,90,
2023-03-16T20:30Z,88,
2023-03-16T21:00Z,89,
2023-03-16T21:30Z,89,
2023-03-16T22:00Z,88,
2023-03-16T22:30Z,90,
2023-03-16T23:00Z,90,
2023-03-16T23:30Z,93,
2023-03-17T00:00Z,94,
2023-03-17T00:30Z,96,
2023-03-17T01:00Z,98,
2023-03-17T01:30Z,99,
2023-03-17T02:00Z,101,
2023-03-17T02:30Z,103,
2023-03-17T03:00Z,105,
2023-03-17T03:30Z,106,
2023-03-17T04:00Z,107,
