from,intensity.forecast,intensity.actual
2023-03-25T13:00Z,56,
2023-03-25T13:30Z,58,
2023-03-25T14:00Z,61,
2023-03-25T14:30Z,65,
2023-03-25T15:00Z,78,
2023-03-25T15:30Z,95,
2023-03-25T16:00Z,106,
2023-03-25T16:30Z,123,
2023-03-25T17:00Z,138,
2023-03-25T17:30Z,149,
2023-03-25T18:00Z,157,
2023-03-25T18:30Z,169,
2023-03-25T19:00Z,176,
2023-03-25T19:30Z,175,
2023-03-25T20:00Z,186,
2023-03-25T20:30Z,178,
2023-03-25T21:00Z,178,
2023-03-25T21:30Z,178,
2023-03-25T22:00Z,172,
2023-03-25T22:30Z,166,
2023-03-25T23:00Z,163,
2023-03-25T23:30Z,150,
2023-03-26T00:00Z,152,
2023-03-26T00:30Z,148,
2023-03-26T01:00Z,148,
2023-03-26T01:30Z,146,
2023-03-26T02:00Z,144,
2023-03-26T02:30Z,139,
2023-03-26T03:00Z,135,
2023-03-26T03:30Z,130,
2023-03-26T04:00Z,133,
2023-03-26T04:30Z,132,
2023-03-26T05:00Z,128,
2023-03-26T05:30Z,126,
2023-03-26T06:00Z,122,
2023-03-26T06:30Z,122,
2023-03-26T07:00Z,118,
2023-03-26T07:30Z,115,
2023-03-26T08:00Z,112,
2023-03-26T08:30Z,109,
2023-03-26T09:00Z,106,
2023-03-26T09:30Z,103,
2023-03-26T10:00Z,103,
2023-03-26T10:30Z,101,
2023-03-26T11:00Z,101,
2023-03-26T11:30Z,101,
2023-03-26T12:00Z,103,
2023-03-26T12:30Z,105,
2023-03-26T13:00Z,104,
2023-03-26T13:30Z,104,
2023-03-26T14:00Z,103,
2023-03-26T14:30Z,103,
2023-03-26T15:00Z,99,
2023-03-26T15:30Z,103,
2023-03-26T16:00Z,103,
2023-03-26T16:30Z,108,
2023-03-26T17:00Z,114,
2023-03-26T17:30Z,126,
2023-03-26T18:00Z,125,
2023-03-26T18:30Z,130,
2023-03-26T19:00Z,136,
2023-03-26T19:30Z,137,
2023-03-26T20:00Z,136,
2023-03-26T20:30Z,137,
2023-03-26T21:00Z,128,
2023-03-26T21:30Z,122,
2023-03-26T22:00Z,114,
2023-03-26T22:30Z,120,
2023-03-26T23:00Z,122,
2023-03-26T23:30Z,129,
2023-03-27T00:00Z,136,
2023-03-27T00:30Z,146,
2023-03-27T01:00Z,156,
2023-03-27T01:30Z,161,
2023-03-27T02:00Z,165,
2023-03-27T02:30Z,165,
2023-03-27T03:00Z,171,
2023-03-27T03:30Z,179,
2023-03-27T04:00Z,185,
2023-03-27T04:30Z,199,
2023-03-27T05:00Z,213,
2023-03-27T05:30Z,225,
2023-03-27T06:00Z,231,
2023-03-27T06:30Z,236,
2023-03-27T07:00Z,233,
2023-03-27T07:30Z,232,
2023-03-27T08:00Z,227,
2023-03-27T08:30Z,222,
2023-03-27T09:00Z,219,
2023-03-27T09:30Z,215,
2023-03-27T10:00Z,209,
2023-03-27T10:30Z,206,
2023-03-27T11:00Z,205,
2023-03-27T11:30Z,203,
2023-03-27T12:00Z,203,
2023-03-27T12:30Z,202,
