from,regions.regionid,regions.intensity.forecast,biomass,coal,gas,hydro,imports,nuclear,other,solar,wind
2023-04-09T10:30Z,1,0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,98.1
2023-04-09T10:30Z,2,6,0.8,0.0,1.3,0.5,0.0,25.1,0.0,3.3,68.9
2023-04-09T10:30Z,3,5,0.2,0.0,1.1,0.1,0.1,53.0,0.0,3.4,42.0
2023-04-09T10:30Z,4,4,0.5,0.0,0.6,0.3,9.0,43.8,0.0,4.7,41.1
2023-04-09T10:30Z,5,104,49.7,0.0,11.2,0.1,1.5,14.0,0.0,5.0,18.6
2023-04-09T10:30Z,6,7,0.2,0.0,1.6,1.1,0.0,19.3,0.0,20.1,57.6
2023-04-09T10:30Z,7,194,0.1,0.0,49.1,0.0,0.2,2.1,0.0,27.5,20.9
2023-04-09T10:30Z,8,17,1.3,0.0,3.6,0.4,3.7,30.0,0.0,21.7,39.2
2023-04-09T10:30Z,9,136,24.9,0.0,24.6,0.0,4.8,6.4,0.0,26.8,12.5
2023-04-09T10:30Z,10,262,0.0,0.0,25.9,0.0,34.7,0.0,0.0,35.2,4.2
2023-04-09T10:30Z,11,58,0.0,0.0,14.5,0.0,3.2,0.0,0.0,74.3,8.1
2023-04-09T10:30Z,12,76,0.0,0.0,16.7,0.0,38.4,0.0,0.0,44.4,0.4
2023-04-09T10:30Z,13,58,0.0,0.0,8.1,0.1,73.0,0.0,0.0,17.2,1.6
2023-04-09T10:30Z,14,56,0.0,0.0,7.4,0.1,75.7,0.0,0.0,15.1,1.6
2023-04-09T10:30Z,15,92,8.3,0.0,13.2,0.1,19.1,14.8,0.0,26.1,18.3
2023-04-09T10:30Z,16,9,0.7,0.0,2.0,0.8,0.0,20.2,0.0,2.8,73.6
2023-04-09T10:30Z,17,74,0.2,0.0,18.6,1.0,0.0,7.1,0.0,17.7,55.4
2023-04-09T10:30Z,18,79,6.8,0.0,12.0,0.3,15.3,15.1,0.0,22.4,28.1
2023-04-09T11:00Z,1,0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,98.1
2023-04-09T11:00Z,2,6,0.7,0.0,1.2,0.5,0.0,24.0,0.0,3.2,70.4
2023-04-09T11:00Z,3,7,0.2,0.0,1.7,0.1,0.0,51.0,0.0,3.4,43.6
2023-04-09T11:00Z,4,3,0.5,0.0,0.6,0.3,6.1,41.6,0.0,5.0,45.8
2023-04-09T11:00Z,5,101,47.7,0.0,11.1,0.1,1.0,14.6,0.0,5.3,20.2
2023-04-09T11:00Z,6,7,0.2,0.0,1.7,0.9,0.0,17.9,0.0,19.5,59.8
2023-04-09T11:00Z,7,181,0.1,0.0,45.8,0.0,0.2,3.0,0.0,28.8,22.1
2023-04-09T11:00Z,8,19,1.3,0.0,3.9,0.4,3.5,29.0,0.0,21.4,40.4
2023-04-09T11:00Z,9,133,23.1,0.0,24.3,0.0,4.3,6.4,0.0,28.4,13.5
2023-04-09T11:00Z,10,253,0.0,0.0,24.3,0.0,33.9,0.0,0.0,36.2,5.5
2023-04-09T11:00Z,11,58,0.0,0.0,14.5,0.0,4.0,0.0,0.0,73.7,7.7
2023-04-09T11:00Z,12,74,0.0,0.0,16.2,0.0,38.1,0.0,0.0,45.1,0.5
2023-04-09T11:00Z,13,61,0.0,0.0,8.3,0.2,71.3,0.0,0.0,18.0,2.3
2023-04-09T11:00Z,14,56,0.0,0.0,7.4,0.2,74.4,0.0,0.0,15.8,2.2
2023-04-09T11:00Z,15,90,7.9,0.0,13.0,0.2,18.3,14.5,0.0,26.5,19.6
2023-04-09T11:00Z,16,6,0.6,0.0,1.2,0.6,0.0,19.4,0.0,2.7,75.5
2023-04-09T11:00Z,17,64,0.2,0.0,16.3,1.1,0.0,7.1,0.0,17.5,57.8
2023-04-09T11:00Z,18,77,6.5,0.0,11.7,0.3,14.7,14.7,0.0,22.8,29.4
2023-04-09T11:30Z,1,0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,97.9
2023-04-09T11:30Z,2,5,0.6,0.0,1.0,0.6,0.0,23.8,0.0,3.1,70.9
2023-04-09T11:30Z,3,8,0.1,0.0,1.9,0.2,0.0,50.4,0.0,3.3,44.0
2023-04-09T11:30Z,4,3,0.5,0.0,0.6,0.4,0.0,42.7,0.0,5.4,50.5
2023-04-09T11:30Z,5,96,42.0,0.0,11.5,0.1,0.0,15.8,0.0,6.0,24.6
2023-04-09T11:30Z,6,6,0.2,0.0,1.4,0.7,0.0,18.1,0.0,18.7,61.0
2023-04-09T11:30Z,7,165,0.1,0.0,41.8,0.0,0.4,3.3,0.0,29.5,24.8
2023-04-09T11:30Z,8,16,0.9,0.0,3.4,0.3,4.0,29.6,0.0,20.7,41.2
2023-04-09T11:30Z,9,120,18.6,0.0,21.9,0.0,4.7,7.2,0.0,32.0,15.5
2023-04-09T11:30Z,10,261,0.0,0.0,20.8,0.0,37.1,0.0,0.0,35.4,6.7
