from,intensity.forecast,intensity.actual
2023-05-08T23:00Z,147,133
2023-05-08T23:30Z,139,127
2023-05-09T00:00Z,137,133
2023-05-09T00:30Z,130,142
2023-05-09T01:00Z,132,135
2023-05-09T01:30Z,146,135
2023-05-09T02:00Z,143,145
2023-05-09T02:30Z,136,156
2023-05-09T03:00Z,136,153
2023-05-09T03:30Z,148,167
2023-05-09T04:00Z,158,186
2023-05-09T04:30Z,190,199
2023-05-09T05:00Z,205,217
2023-05-09T05:30Z,217,213
2023-05-09T06:00Z,226,218
2023-05-09T06:30Z,224,215
2023-05-09T07:00Z,222,214
2023-05-09T07:30Z,217,211
2023-05-09T08:00Z,214,210
2023-05-09T08:30Z,210,205
2023-05-09T09:00Z,208,203
2023-05-09T09:30Z,207,200
2023-05-09T10:00Z,206,196
2023-05-09T10:30Z,202,199
2023-05-09T11:00Z,200,198
2023-05-09T11:30Z,202,197
2023-05-09T12:00Z,198,192
2023-05-09T12:30Z,199,192
2023-05-09T13:00Z,194,194
2023-05-09T13:30Z,196,203
2023-05-09T14:00Z,198,206
2023-05-09T14:30Z,218,204
2023-05-09T15:00Z,223,209
2023-05-09T15:30Z,212,210
2023-05-09T16:00Z,215,215
2023-05-09T16:30Z,217,220
2023-05-09T17:00Z,220,223
2023-05-09T17:30Z,222,219
2023-05-09T18:00Z,227,224
2023-05-09T18:30Z,226,223
2023-05-09T19:00Z,229,222
2023-05-09T19:30Z,227,225
2023-05-09T20:00Z,229,226
2023-05-09T20:30Z,228,240
2023-05-09T21:00Z,224,236
2023-05-09T21:30Z,235,198
2023-05-09T22:00Z,225,183
2023-05-09T22:30Z,193,187
