from,intensity.forecast,intensity.actual
2023-03-14T14:30Z,91,115.0
2023-03-14T15:00Z,105,128.0
2023-03-14T15:30Z,116,138.0
2023-03-14T16:00Z,144,144.0
2023-03-14T16:30Z,156,152.0
2023-03-14T17:00Z,152,170.0
2023-03-14T17:30Z,164,186.0
2023-03-14T18:00Z,170,199.0
2023-03-14T18:30Z,188,205.0
2023-03-14T19:00Z,190,206.0
2023-03-14T19:30Z,207,209.0
2023-03-14T20:00Z,200,211.0
2023-03-14T20:30Z,208,217.0
2023-03-14T21:00Z,199,215.0
2023-03-14T21:30Z,216,213.0
2023-03-14T22:00Z,206,211.0
2023-03-14T22:30Z,211,205.0
2023-03-14T23:00Z,207,191.0
2023-03-14T23:30Z,197,186.0
2023-03-15T00:00Z,185,185.0
2023-03-15T00:30Z,178,189.0
2023-03-15T01:00Z,178,186.0
2023-03-15T01:30Z,188,185.0
2023-03-15T02:00Z,197,186.0
2023-03-15T02:30Z,189,186.0
2023-03-15T03:00Z,191,185.0
2023-03-15T03:30Z,200,187.0
2023-03-15T04:00Z,218,201.0
2023-03-15T04:30Z,195,205.0
2023-03-15T05:00Z,210,232.0
2023-03-15T05:30Z,217,244.0
2023-03-15T06:00Z,250,246.0
2023-03-15T06:30Z,246,252.0
2023-03-15T07:00Z,248,241.0
2023-03-15T07:30Z,253,242.0
2023-03-15T08:00Z,244,247.0
2023-03-15T08:30Z,241,247.0
2023-03-15T09:00Z,241,242.0
2023-03-15T09:30Z,246,234.0
2023-03-15T10:00Z,241,231.0
2023-03-15T10:30Z,236,226.0
2023-03-15T11:00Z,228,215.0
2023-03-15T11:30Z,228,212.0
2023-03-15T12:00Z,217,208.0
2023-03-15T12:30Z,215,209.0
2023-03-15T13:00Z,211,212.0
2023-03-15T13:30Z,211,212.0
2023-03-15T14:00Z,209,
