from,intensity.forecast,intensity.actual
2023-07-11T22:30Z,152,153.0
2023-07-11T23:00Z,147,155.0
2023-07-11T23:30Z,156,162.0
2023-07-12T00:00Z,153,165.0
2023-07-12T00:30Z,159,162.0
2023-07-12T01:00Z,159,152.0
2023-07-12T01:30Z,159,149.0
2023-07-12T02:00Z,150,144.0
2023-07-12T02:30Z,147,146.0
2023-07-12T03:00Z,140,144.0
2023-07-12T03:30Z,145,148.0
2023-07-12T04:00Z,138,154.0
2023-07-12T04:30Z,147,162.0
2023-07-12T05:00Z,152,162.0
2023-07-12T05:30Z,158,157.0
2023-07-12T06:00Z,157,158.0
2023-07-12T06:30Z,144,161.0
2023-07-12T07:00Z,145,158.0
2023-07-12T07:30Z,147,153.0
2023-07-12T08:00Z,143,148.0
2023-07-12T08:30Z,131,144.0
2023-07-12T09:00Z,124,140.0
2023-07-12T09:30Z,113,136.0
2023-07-12T10:00Z,112,131.0
2023-07-12T10:30Z,107,128.0
2023-07-12T11:00Z,106,126.0
2023-07-12T11:30Z,105,123.0
2023-07-12T12:00Z,78,120.0
2023-07-12T12:30Z,79,118.0
2023-07-12T13:00Z,78,116.0
2023-07-12T13:30Z,106,121.0
2023-07-12T14:00Z,102,123.0
2023-07-12T14:30Z,107,133.0
2023-07-12T15:00Z,116,149.0
2023-07-12T15:30Z,121,151.0
2023-07-12T16:00Z,124,156.0
2023-07-12T16:30Z,143,162.0
2023-07-12T17:00Z,152,171.0
2023-07-12T17:30Z,155,178.0
2023-07-12T18:00Z,170,185.0
2023-07-12T18:30Z,178,189.0
2023-07-12T19:00Z,180,192.0
2023-07-12T19:30Z,191,189.0
2023-07-12T20:00Z,188,193.0
2023-07-12T20:30Z,186,192.0
2023-07-12T21:00Z,192,179.0
2023-07-12T21:30Z,188,181.0
2023-07-12T22:00Z,164,
