from,intensity.forecast,intensity.actual
2023-04-12T08:00Z,111,108
2023-04-12T08:30Z,109,103
2023-04-12T09:00Z,92,95
2023-04-12T09:30Z,96,85
2023-04-12T10:00Z,87,87
2023-04-12T10:30Z,80,80
2023-04-12T11:00Z,78,77
2023-04-12T11:30Z,74,70
2023-04-12T12:00Z,76,68
2023-04-12T12:30Z,69,61
2023-04-12T13:00Z,68,61
2023-04-12T13:30Z,70,61
2023-04-12T14:00Z,62,61
2023-04-12T14:30Z,61,70
2023-04-12T15:00Z,63,80
2023-04-12T15:30Z,71,98
2023-04-12T16:00Z,82,101
2023-04-12T16:30Z,100,105
2023-04-12T17:00Z,107,110
2023-04-12T17:30Z,107,109
2023-04-12T18:00Z,112,114
2023-04-12T18:30Z,107,116
2023-04-12T19:00Z,117,115
2023-04-12T19:30Z,115,114
2023-04-12T20:00Z,96,109
2023-04-12T20:30Z,101,106
2023-04-12T21:00Z,93,95
2023-04-12T21:30Z,110,75
2023-04-12T22:00Z,99,66
2023-04-12T22:30Z,98,62
2023-04-12T23:00Z,64,61
2023-04-12T23:30Z,62,67
2023-04-13T00:00Z,60,71
2023-04-13T00:30Z,66,72
2023-04-13T01:00Z,70,65
2023-04-13T01:30Z,72,61
2023-04-13T02:00Z,73,59
2023-04-13T02:30Z,75,64
2023-04-13T03:00Z,60,61
2023-04-13T03:30Z,67,71
2023-04-13T04:00Z,67,81
2023-04-13T04:30Z,69,105
2023-04-13T05:00Z,87,116
2023-04-13T05:30Z,95,119
2023-04-13T06:00Z,108,115
2023-04-13T06:30Z,99,108
2023-04-13T07:00Z,99,106
2023-04-13T07:30Z,109,107
