Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2019-04-01T00:00Z,158,203,low
2019-04-01T00:30Z,161,196,moderate
2019-04-01T01:00Z,166,188,moderate
2019-04-01T01:30Z,171,183,moderate
2019-04-01T02:00Z,170,181,moderate
2019-04-01T02:30Z,168,182,moderate
2019-04-01T03:00Z,163,184,moderate
2019-04-01T03:30Z,162,184,moderate
2019-04-01T04:00Z,169,184,moderate
2019-04-01T04:30Z,183,184,moderate
2019-04-01T05:00Z,198,183,moderate
2019-04-01T05:30Z,215,182,moderate
2019-04-01T06:00Z,230,182,moderate
2019-04-01T06:30Z,240,183,moderate
2019-04-01T07:00Z,240,189,moderate
2019-04-01T07:30Z,235,200,moderate
2019-04-01T08:00Z,232,213,moderate
2019-04-01T08:30Z,226,214,moderate
2019-04-01T09:00Z,216,226,moderate
2019-04-01T09:30Z,208,218,moderate
2019-04-01T10:00Z,201,209,moderate
2019-04-01T10:30Z,196,194,moderate
2019-04-01T11:00Z,193,194,moderate
2019-04-01T11:30Z,190,192,moderate
2019-04-01T12:00Z,187,183,moderate
2019-04-01T12:30Z,188,181,moderate
2019-04-01T13:00Z,193,186,moderate
2019-04-01T13:30Z,198,188,moderate
2019-04-01T14:00Z,205,191,moderate
2019-04-01T14:30Z,209,200,moderate
2019-04-01T15:00Z,222,209,moderate
2019-04-01T15:30Z,229,216,moderate
2019-04-01T16:00Z,241,229,moderate
2019-04-01T16:30Z,250,241,moderate
2019-04-01T17:00Z,255,250,moderate
2019-04-01T17:30Z,263,259,high
2019-04-01T18:00Z,269,261,high
2019-04-01T18:30Z,271,267,high
2019-04-01T19:00Z,274,271,high
2019-04-01T19:30Z,275,274,high
2019-04-01T20:00Z,279,277,high
2019-04-01T20:30Z,273,281,high
2019-04-01T21:00Z,253,281,moderate
2019-04-01T21:30Z,237,269,moderate
2019-04-01T22:00Z,229,243,moderate
2019-04-01T22:30Z,221,232,moderate
2019-04-01T23:00Z,218,225,moderate
2019-04-01T23:30Z,222,219,moderate
2019-04-02T00:00Z,230,214,moderate
2019-04-02T00:30Z,239,225,moderate
2019-04-02T01:00Z,242,227,moderate
2019-04-02T01:30Z,242,240,moderate
2019-04-02T02:00Z,254,251,moderate
2019-04-02T02:30Z,258,253,moderate
2019-04-02T03:00Z,256,258,moderate
2019-04-02T03:30Z,254,256,moderate
2019-04-02T04:00Z,255,251,moderate
2019-04-02T04:30Z,262,251,high
2019-04-02T05:00Z,272,257,high
2019-04-02T05:30Z,279,268,high
2019-04-02T06:00Z,286,279,high
2019-04-02T06:30Z,288,287,high
2019-04-02T07:00Z,286,289,high
2019-04-02T07:30Z,279,294,high
2019-04-02T08:00Z,278,279,high
2019-04-02T08:30Z,270,270,high
2019-04-02T09:00Z,262,264,high
2019-04-02T09:30Z,267,261,high
2019-04-02T10:00Z,268,265,high
2019-04-02T10:30Z,262,268,high
2019-04-02T11:00Z,261,263,high
2019-04-02T11:30Z,260,265,high
2019-04-02T12:00Z,259,261,moderate
2019-04-02T12:30Z,254,260,moderate
2019-04-02T13:00Z,252,258,moderate
2019-04-02T13:30Z,248,253,moderate
