Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2021-04-01T00:00Z,116,133,low
2021-04-01T00:30Z,111,127,low
2021-04-01T01:00Z,111,123,low
2021-04-01T01:30Z,111,111,low
2021-04-01T02:00Z,110,106,low
2021-04-01T02:30Z,107,108,low
2021-04-01T03:00Z,105,110,low
2021-04-01T03:30Z,101,109,low
2021-04-01T04:00Z,113,111,low
2021-04-01T04:30Z,126,112,low
2021-04-01T05:00Z,139,116,low
2021-04-01T05:30Z,153,135,moderate
2021-04-01T06:00Z,171,150,moderate
2021-04-01T06:30Z,174,153,moderate
2021-04-01T07:00Z,171,162,moderate
2021-04-01T07:30Z,172,167,moderate
2021-04-01T08:00Z,164,170,moderate
2021-04-01T08:30Z,166,163,moderate
2021-04-01T09:00Z,164,157,moderate
2021-04-01T09:30Z,161,149,moderate
2021-04-01T10:00Z,158,149,moderate
2021-04-01T10:30Z,156,150,moderate
2021-04-01T11:00Z,156,143,moderate
2021-04-01T11:30Z,153,142,moderate
2021-04-01T12:00Z,153,144,moderate
2021-04-01T12:30Z,155,144,moderate
2021-04-01T13:00Z,158,147,moderate
2021-04-01T13:30Z,159,149,moderate
2021-04-01T14:00Z,166,153,moderate
2021-04-01T14:30Z,169,163,moderate
2021-04-01T15:00Z,176,173,moderate
2021-04-01T15:30Z,184,177,moderate
2021-04-01T16:00Z,188,184,moderate
2021-04-01T16:30Z,191,191,moderate
2021-04-01T17:00Z,193,197,moderate
2021-04-01T17:30Z,194,193,moderate
2021-04-01T18:00Z,193,194,moderate
2021-04-01T18:30Z,193,197,moderate
2021-04-01T19:00Z,197,192,moderate
2021-04-01T19:30Z,196,190,moderate
2021-04-01T20:00Z,196,186,moderate
2021-04-01T20:30Z,187,186,moderate
2021-04-01T21:00Z,184,184,moderate
2021-04-01T21:30Z,170,170,moderate
2021-04-01T22:00Z,168,174,moderate
2021-04-01T22:30Z,164,166,moderate
2021-04-01T23:00Z,160,158,moderate
2021-04-01T23:30Z,156,160,moderate
2021-04-02T00:00Z,157,165,moderate
2021-04-02T00:30Z,162,172,moderate
2021-04-02T01:00Z,161,164,moderate
2021-04-02T01:30Z,158,159,moderate
2021-04-02T02:00Z,157,159,moderate
2021-04-02T02:30Z,153,158,moderate
2021-04-02T03:00Z,153,157,moderate
2021-04-02T03:30Z,152,156,moderate
2021-04-02T04:00Z,157,157,moderate
2021-04-02T04:30Z,162,161,moderate
2021-04-02T05:00Z,167,171,moderate
2021-04-02T05:30Z,175,177,moderate
2021-04-02T06:00Z,181,181,moderate
2021-04-02T06:30Z,188,175,moderate
2021-04-02T07:00Z,186,187,moderate
2021-04-02T07:30Z,184,185,moderate
2021-04-02T08:00Z,182,189,moderate
2021-04-02T08:30Z,177,183,moderate
