Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2018-05-01T00:00Z,212,200,moderate
2018-05-01T00:30Z,208,199,moderate
2018-05-01T01:00Z,208,201,moderate
2018-05-01T01:30Z,206,205,moderate
2018-05-01T02:00Z,208,204,moderate
2018-05-01T02:30Z,214,203,moderate
2018-05-01T03:00Z,215,202,moderate
2018-05-01T03:30Z,215,204,moderate
2018-05-01T04:00Z,214,205,moderate
2018-05-01T04:30Z,223,208,moderate
2018-05-01T05:00Z,241,213,moderate
2018-05-01T05:30Z,249,216,moderate
2018-05-01T06:00Z,255,224,moderate
2018-05-01T06:30Z,253,234,moderate
2018-05-01T07:00Z,245,240,moderate
2018-05-01T07:30Z,238,236,moderate
2018-05-01T08:00Z,232,228,moderate
2018-05-01T08:30Z,223,213,moderate
2018-05-01T09:00Z,210,205,moderate
2018-05-01T09:30Z,197,199,moderate
2018-05-01T10:00Z,176,192,low
2018-05-01T10:30Z,168,185,low
2018-05-01T11:00Z,169,178,low
2018-05-01T11:30Z,168,174,low
2018-05-01T12:00Z,164,167,low
2018-05-01T12:30Z,164,148,low
2018-05-01T13:00Z,162,145,low
2018-05-01T13:30Z,160,139,low
2018-05-01T14:00Z,164,137,low
2018-05-01T14:30Z,164,131,low
2018-05-01T15:00Z,166,133,low
2018-05-01T15:30Z,171,141,low
2018-05-01T16:00Z,184,148,moderate
2018-05-01T16:30Z,189,153,moderate
2018-05-01T17:00Z,191,158,moderate
2018-05-01T17:30Z,194,161,moderate
2018-05-01T18:00Z,198,165,moderate
2018-05-01T18:30Z,202,165,moderate
2018-05-01T19:00Z,196,166,moderate
2018-05-01T19:30Z,194,168,moderate
2018-05-01T20:00Z,193,175,moderate
2018-05-01T20:30Z,189,179,moderate
2018-05-01T21:00Z,177,176,low
2018-05-01T21:30Z,164,162,low
2018-05-01T22:00Z,143,147,low
2018-05-01T22:30Z,131,135,low
2018-05-01T23:00Z,128,123,low
2018-05-01T23:30Z,116,121,low
2018-05-02T00:00Z,106,123,low
2018-05-02T00:30Z,107,110,low
2018-05-02T01:00Z,110,118,low
2018-05-02T01:30Z,107,124,low
2018-05-02T02:00Z,108,127,low
2018-05-02T02:30Z,115,130,low
2018-05-02T03:00Z,112,132,low
2018-05-02T03:30Z,116,133,low
2018-05-02T04:00Z,127,134,low
2018-05-02T04:30Z,143,138,low
2018-05-02T05:00Z,150,146,low
2018-05-02T05:30Z,161,145,low
