Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2018-03-01T00:00Z,339,232,high
2018-03-01T00:30Z,348,223,high
2018-03-01T01:00Z,354,223,high
2018-03-01T01:30Z,362,234,high
2018-03-01T02:00Z,350,233,high
2018-03-01T02:30Z,350,229,high
2018-03-01T03:00Z,347,226,high
2018-03-01T03:30Z,347,226,high
2018-03-01T04:00Z,339,222,high
2018-03-01T04:30Z,350,219,high
2018-03-01T05:00Z,352,217,high
2018-03-01T05:30Z,354,224,high
2018-03-01T06:00Z,353,229,high
2018-03-01T06:30Z,325,239,high
2018-03-01T07:00Z,333,260,high
2018-03-01T07:30Z,369,276,high
2018-03-01T08:00Z,373,290,high
2018-03-01T08:30Z,362,291,high
2018-03-01T09:00Z,357,291,high
2018-03-01T09:30Z,350,291,high
2018-03-01T10:00Z,352,292,high
2018-03-01T10:30Z,350,292,high
2018-03-01T11:00Z,349,292,high
2018-03-01T11:30Z,351,293,high
2018-03-01T12:00Z,352,293,high
2018-03-01T12:30Z,356,291,high
2018-03-01T13:00Z,358,292,high
2018-03-01T13:30Z,357,297,high
2018-03-01T14:00Z,355,298,high
2018-03-01T14:30Z,357,300,high
2018-03-01T15:00Z,354,304,high
2018-03-01T15:30Z,354,308,high
2018-03-01T16:00Z,356,309,high
2018-03-01T16:30Z,358,307,high
2018-03-01T17:00Z,358,311,high
2018-03-01T17:30Z,359,315,high
2018-03-01T18:00Z,356,316,high
2018-03-01T18:30Z,356,315,high
2018-03-01T19:00Z,356,317,high
2018-03-01T19:30Z,359,320,high
2018-03-01T20:00Z,358,320,high
2018-03-01T20:30Z,354,313,high
2018-03-01T21:00Z,349,305,high
2018-03-01T21:30Z,354,296,high
2018-03-01T22:00Z,347,282,high
2018-03-01T22:30Z,355,270,high
2018-03-01T23:00Z,352,252,high
2018-03-01T23:30Z,328,230,high
2018-03-02T00:00Z,332,219,high
2018-03-02T00:30Z,346,206,high
2018-03-02T01:00Z,345,210,high
2018-03-02T01:30Z,348,230,high
2018-03-02T02:00Z,351,228,high
2018-03-02T02:30Z,350,225,high
2018-03-02T03:00Z,352,223,high
2018-03-02T03:30Z,346,223,high
2018-03-02T04:00Z,341,221,high
2018-03-02T04:30Z,333,225,high
2018-03-02T05:00Z,339,227,high
2018-03-02T05:30Z,348,240,high
2018-03-02T06:00Z,351,244,high
2018-03-02T06:30Z,342,252,high
2018-03-02T07:00Z,324,269,high
2018-03-02T07:30Z,336,287,high
2018-03-02T08:00Z,339,297,high
2018-03-02T08:30Z,344,295,high
2018-03-02T09:00Z,348,293,high
2018-03-02T09:30Z,346,290,high
2018-03-02T10:00Z,345,294,high
2018-03-02T10:30Z,343,291,high
2018-03-02T11:00Z,345,290,high
2018-03-02T11:30Z,346,289,high
2018-03-02T12:00Z,344,288,high
2018-03-02T12:30Z,345,288,high
2018-03-02T13:00Z,344,292,high
2018-03-02T13:30Z,346,309,high
2018-03-02T14:00Z,347,308,high
2018-03-02T14:30Z,349,308,high
2018-03-02T15:00Z,351,306,high
2018-03-02T15:30Z,351,301,high
2018-03-02T16:00Z,354,302,high
2018-03-02T16:30Z,354,305,high
2018-03-02T17:00Z,350,312,high
2018-03-02T17:30Z,346,319,high
2018-03-02T18:00Z,349,323,high
2018-03-02T18:30Z,348,323,high
2018-03-02T19:00Z,347,325,high
2018-03-02T19:30Z,349,327,high
2018-03-02T20:00Z,350,325,high
2018-03-02T20:30Z,349,317,high
2018-03-02T21:00Z,348,308,high
2018-03-02T21:30Z,341,302,high
2018-03-02T22:00Z,341,293,high
2018-03-02T22:30Z,350,288,high
2018-03-02T23:00Z,355,277,high
2018-03-02T23:30Z,334,260,high
2018-03-03T00:00Z,348,261,high
2018-03-03T00:30Z,365,250,high
2018-03-03T01:00Z,378,254,high
2018-03-03T01:30Z,382,285,very high
2018-03-03T02:00Z,389,284,very high
2018-03-03T02:30Z,384,283,very high
2018-03-03T03:00Z,380,282,very high
2018-03-03T03:30Z,382,283,very high
2018-03-03T04:00Z,380,278,very high
2018-03-03T04:30Z,376,278,high
2018-03-03T05:00Z,376,276,high
2018-03-03T05:30Z,382,284,very high
2018-03-03T06:00Z,389,280,very high
2018-03-03T06:30Z,382,263,very high
2018-03-03T07:00Z,367,255,high
2018-03-03T07:30Z,358,257,high
2018-03-03T08:00Z,355,262,high
2018-03-03T08:30Z,359,266,high
2018-03-03T09:00Z,364,283,high
2018-03-03T09:30Z,367,295,high
2018-03-03T10:00Z,367,301,high
2018-03-03T10:30Z,366,305,high
2018-03-03T11:00Z,363,308,high
2018-03-03T11:30Z,368,309,high
2018-03-03T12:00Z,371,308,high
2018-03-03T12:30Z,372,307,high
2018-03-03T13:00Z,372,308,high
2018-03-03T13:30Z,377,311,high
2018-03-03T14:00Z,380,311,very high
2018-03-03T14:30Z,384,311,very high
2018-03-03T15:00Z,385,313,very high
2018-03-03T15:30Z,386,312,very high
2018-03-03T16:00Z,385,318,very high
2018-03-03T16:30Z,383,322,very high
2018-03-03T17:00Z,385,333,very high
2018-03-03T17:30Z,387,345,very high
2018-03-03T18:00Z,383,352,very high
2018-03-03T18:30Z,377,352,high
2018-03-03T19:00Z,377,352,high
2018-03-03T19:30Z,381,356,very high
2018-03-03T20:00Z,386,354,very high
2018-03-03T20:30Z,381,349,very high
2018-03-03T21:00Z,379,341,high
2018-03-03T21:30Z,381,339,very high
2018-03-03T22:00Z,384,331,very high
2018-03-03T22:30Z,374,331,high
2018-03-03T23:00Z,374,321,high
2018-03-03T23:30Z,385,304,very high
2018-03-04T00:00Z,392,307,very high
2018-03-04T00:30Z,397,304,very high
2018-03-04T01:00Z,391,312,very high
2018-03-04T01:30Z,395,331,very high
2018-03-04T02:00Z,396,330,very high
2018-03-04T02:30Z,393,330,very high
2018-03-04T03:00Z,391,329,very high
2018-03-04T03:30Z,393,330,very high
2018-03-04T04:00Z,394,326,very high
2018-03-04T04:30Z,397,327,very high
2018-03-04T05:00Z,395,327,very high
2018-03-04T05:30Z,392,336,very high
2018-03-04T06:00Z,387,337,very high
2018-03-04T06:30Z,377,331,high
2018-03-04T07:00Z,367,323,high
2018-03-04T07:30Z,354,315,high
2018-03-04T08:00Z,347,309,high
2018-03-04T08:30Z,350,303,high
2018-03-04T09:00Z,357,307,high
2018-03-04T09:30Z,353,311,high
2018-03-04T10:00Z,354,316,high
2018-03-04T10:30Z,356,322,high
2018-03-04T11:00Z,357,324,high
2018-03-04T11:30Z,358,327,high
2018-03-04T12:00Z,358,328,high
2018-03-04T12:30Z,368,332,high
2018-03-04T13:00Z,372,337,high
2018-03-04T13:30Z,375,339,high
2018-03-04T14:00Z,374,341,high
2018-03-04T14:30Z,375,341,high
2018-03-04T15:00Z,374,347,high
2018-03-04T15:30Z,381,350,very high
2018-03-04T16:00Z,391,356,very high
2018-03-04T16:30Z,396,366,very high
2018-03-04T17:00Z,399,374,very high
2018-03-04T17:30Z,394,382,very high
2018-03-04T18:00Z,389,388,very high
2018-03-04T18:30Z,396,389,very high
2018-03-04T19:00Z,395,390,very high
2018-03-04T19:30Z,395,394,very high
2018-03-04T20:00Z,398,397,very high
2018-03-04T20:30Z,408,398,very high
2018-03-04T21:00Z,411,395,very high
2018-03-04T21:30Z,415,391,very high
2018-03-04T22:00Z,410,383,very high
2018-03-04T22:30Z,399,370,very high
2018-03-04T23:00Z,392,360,very high
2018-03-04T23:30Z,402,356,very high
2018-03-05T00:00Z,403,360,very high
2018-03-05T00:30Z,419,352,very high
2018-03-05T01:00Z,434,358,very high
2018-03-05T01:30Z,435,375,very high
2018-03-05T02:00Z,435,376,very high
2018-03-05T02:30Z,434,374,very high
2018-03-05T03:00Z,437,376,very high
2018-03-05T03:30Z,428,379,very high
2018-03-05T04:00Z,427,380,very high
2018-03-05T04:30Z,424,383,very high
2018-03-05T05:00Z,415,382,very high
2018-03-05T05:30Z,407,379,very high
2018-03-05T06:00Z,411,375,very high
2018-03-05T06:30Z,411,373,very high
