Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2021-05-01T00:00Z,246,256,high
2021-05-01T00:30Z,245,255,high
2021-05-01T01:00Z,245,253,high
2021-05-01T01:30Z,246,253,high
2021-05-01T02:00Z,245,250,high
2021-05-01T02:30Z,243,250,high
2021-05-01T03:00Z,241,247,high
2021-05-01T03:30Z,239,243,high
2021-05-01T04:00Z,240,242,high
2021-05-01T04:30Z,240,245,high
2021-05-01T05:00Z,239,245,high
2021-05-01T05:30Z,239,244,high
2021-05-01T06:00Z,238,244,high
2021-05-01T06:30Z,236,242,high
2021-05-01T07:00Z,231,240,high
2021-05-01T07:30Z,224,239,high
2021-05-01T08:00Z,221,229,high
2021-05-01T08:30Z,219,223,moderate
2021-05-01T09:00Z,216,218,moderate
2021-05-01T09:30Z,212,221,moderate
2021-05-01T10:00Z,212,217,moderate
2021-05-01T10:30Z,213,215,moderate
2021-05-01T11:00Z,212,212,moderate
2021-05-01T11:30Z,211,213,moderate
2021-05-01T12:00Z,211,209,moderate
2021-05-01T12:30Z,209,210,moderate
2021-05-01T13:00Z,207,211,moderate
2021-05-01T13:30Z,206,213,moderate
2021-05-01T14:00Z,204,206,moderate
2021-05-01T14:30Z,204,209,moderate
2021-05-01T15:00Z,210,205,moderate
2021-05-01T15:30Z,221,213,high
2021-05-01T16:00Z,233,217,high
2021-05-01T16:30Z,244,227,high
2021-05-01T17:00Z,250,237,high
2021-05-01T17:30Z,253,249,high
2021-05-01T18:00Z,258,260,high
2021-05-01T18:30Z,260,257,high
2021-05-01T19:00Z,265,262,high
2021-05-01T19:30Z,267,262,high
2021-05-01T20:00Z,270,266,high
2021-05-01T20:30Z,274,268,high
2021-05-01T21:00Z,273,271,high
2021-05-01T21:30Z,274,270,high
2021-05-01T22:00Z,270,269,high
2021-05-01T22:30Z,261,273,high
2021-05-01T23:00Z,249,256,high
2021-05-01T23:30Z,246,249,high
2021-05-02T00:00Z,243,249,high
2021-05-02T00:30Z,243,249,high
2021-05-02T01:00Z,243,243,high
2021-05-02T01:30Z,241,241,high
2021-05-02T02:00Z,239,239,high
