Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2019-10-01T00:00Z,99,88,low
2019-10-01T00:30Z,108,95,low
2019-10-01T01:00Z,111,106,low
2019-10-01T01:30Z,114,116,low
2019-10-01T02:00Z,114,118,low
2019-10-01T02:30Z,113,122,low
2019-10-01T03:00Z,122,115,low
2019-10-01T03:30Z,140,112,low
2019-10-01T04:00Z,147,132,low
2019-10-01T04:30Z,158,149,low
2019-10-01T05:00Z,181,151,moderate
2019-10-01T05:30Z,206,166,moderate
2019-10-01T06:00Z,240,188,moderate
2019-10-01T06:30Z,253,220,moderate
2019-10-01T07:00Z,250,248,moderate
2019-10-01T07:30Z,251,259,moderate
2019-10-01T08:00Z,244,252,moderate
2019-10-01T08:30Z,236,257,moderate
2019-10-01T09:00Z,233,230,moderate
2019-10-01T09:30Z,232,232,moderate
2019-10-01T10:00Z,225,235,moderate
2019-10-01T10:30Z,217,230,moderate
2019-10-01T11:00Z,216,218,moderate
2019-10-01T11:30Z,215,217,moderate
2019-10-01T12:00Z,215,217,moderate
2019-10-01T12:30Z,214,212,moderate
2019-10-01T13:00Z,215,215,moderate
2019-10-01T13:30Z,215,214,moderate
2019-10-01T14:00Z,210,215,moderate
2019-10-01T14:30Z,210,216,moderate
2019-10-01T15:00Z,227,210,moderate
2019-10-01T15:30Z,242,215,moderate
2019-10-01T16:00Z,248,236,moderate
2019-10-01T16:30Z,248,248,moderate
2019-10-01T17:00Z,246,252,moderate
2019-10-01T17:30Z,245,250,moderate
2019-10-01T18:00Z,233,245,moderate
2019-10-01T18:30Z,215,244,moderate
2019-10-01T19:00Z,214,224,moderate
2019-10-01T19:30Z,216,209,moderate
2019-10-01T20:00Z,220,216,moderate
2019-10-01T20:30Z,217,213,moderate
2019-10-01T21:00Z,198,216,moderate
2019-10-01T21:30Z,173,210,moderate
2019-10-01T22:00Z,144,182,low
2019-10-01T22:30Z,124,162,low
2019-10-01T23:00Z,117,130,low
2019-10-01T23:30Z,115,110,low
2019-10-02T00:00Z,122,106,low
2019-10-02T00:30Z,135,113,low
2019-10-02T01:00Z,136,131,low
2019-10-02T01:30Z,132,142,low
2019-10-02T02:00Z,128,136,low
2019-10-02T02:30Z,124,132,low
2019-10-02T03:00Z,126,119,low
2019-10-02T03:30Z,130,119,low
2019-10-02T04:00Z,140,129,low
2019-10-02T04:30Z,153,132,low
2019-10-02T05:00Z,172,149,moderate
2019-10-02T05:30Z,207,161,moderate
2019-10-02T06:00Z,233,182,moderate
2019-10-02T06:30Z,241,218,moderate
2019-10-02T07:00Z,236,239,moderate
