Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2018-10-01T00:00Z,136,109,low
2018-10-01T00:30Z,148,109,low
2018-10-01T01:00Z,150,116,low
2018-10-01T01:30Z,155,124,low
2018-10-01T02:00Z,161,127,low
2018-10-01T02:30Z,167,133,low
2018-10-01T03:00Z,163,136,low
2018-10-01T03:30Z,157,138,low
2018-10-01T04:00Z,158,142,low
2018-10-01T04:30Z,175,140,low
2018-10-01T05:00Z,200,154,moderate
2018-10-01T05:30Z,206,176,moderate
2018-10-01T06:00Z,220,210,moderate
2018-10-01T06:30Z,240,232,moderate
2018-10-01T07:00Z,248,251,moderate
2018-10-01T07:30Z,254,267,moderate
2018-10-01T08:00Z,255,268,moderate
2018-10-01T08:30Z,247,266,moderate
2018-10-01T09:00Z,240,262,moderate
2018-10-01T09:30Z,236,258,moderate
2018-10-01T10:00Z,232,250,moderate
2018-10-01T10:30Z,230,242,moderate
2018-10-01T11:00Z,226,239,moderate
2018-10-01T11:30Z,226,241,moderate
2018-10-01T12:00Z,228,244,moderate
2018-10-01T12:30Z,230,244,moderate
2018-10-01T13:00Z,232,244,moderate
2018-10-01T13:30Z,238,244,moderate
2018-10-01T14:00Z,236,249,moderate
2018-10-01T14:30Z,233,254,moderate
2018-10-01T15:00Z,243,260,moderate
2018-10-01T15:30Z,251,275,moderate
2018-10-01T16:00Z,252,288,moderate
2018-10-01T16:30Z,252,300,moderate
2018-10-01T17:00Z,252,313,moderate
2018-10-01T17:30Z,255,316,moderate
2018-10-01T18:00Z,261,311,moderate
2018-10-01T18:30Z,261,305,moderate
2018-10-01T19:00Z,258,299,moderate
2018-10-01T19:30Z,255,301,moderate
2018-10-01T20:00Z,242,288,moderate
2018-10-01T20:30Z,231,274,moderate
2018-10-01T21:00Z,219,254,moderate
2018-10-01T21:30Z,208,225,moderate
2018-10-01T22:00Z,186,197,moderate
2018-10-01T22:30Z,175,176,low
2018-10-01T23:00Z,154,151,low
2018-10-01T23:30Z,159,121,low
2018-10-02T00:00Z,147,101,low
2018-10-02T00:30Z,141,98,low
2018-10-02T01:00Z,139,95,low
2018-10-02T01:30Z,150,92,low
2018-10-02T02:00Z,154,88,low
2018-10-02T02:30Z,159,85,low
2018-10-02T03:00Z,160,84,low
2018-10-02T03:30Z,155,80,low
2018-10-02T04:00Z,150,84,low
2018-10-02T04:30Z,134,84,low
2018-10-02T05:00Z,140,92,low
2018-10-02T05:30Z,173,110,low
2018-10-02T06:00Z,199,144,moderate
2018-10-02T06:30Z,208,172,moderate
2018-10-02T07:00Z,222,191,moderate
2018-10-02T07:30Z,220,200,moderate
2018-10-02T08:00Z,213,202,moderate
2018-10-02T08:30Z,210,200,moderate
2018-10-02T09:00Z,205,200,moderate
2018-10-02T09:30Z,207,195,moderate
2018-10-02T10:00Z,204,189,moderate
2018-10-02T10:30Z,204,185,moderate
2018-10-02T11:00Z,202,184,moderate
2018-10-02T11:30Z,205,182,moderate
2018-10-02T12:00Z,207,181,moderate
2018-10-02T12:30Z,202,177,moderate
2018-10-02T13:00Z,205,177,moderate
2018-10-02T13:30Z,207,178,moderate
