Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2018-02-01T00:00Z,137,148,low
2018-02-01T00:30Z,140,141,low
2018-02-01T01:00Z,147,141,low
2018-02-01T01:30Z,149,149,low
2018-02-01T02:00Z,148,144,low
2018-02-01T02:30Z,151,141,low
2018-02-01T03:00Z,152,140,low
2018-02-01T03:30Z,152,140,low
2018-02-01T04:00Z,149,136,low
2018-02-01T04:30Z,146,131,low
2018-02-01T05:00Z,145,127,low
2018-02-01T05:30Z,150,134,low
2018-02-01T06:00Z,156,136,low
2018-02-01T06:30Z,171,147,low
2018-02-01T07:00Z,186,173,moderate
2018-02-01T07:30Z,208,197,moderate
2018-02-01T08:00Z,212,210,moderate
2018-02-01T08:30Z,210,212,moderate
2018-02-01T09:00Z,205,212,moderate
2018-02-01T09:30Z,201,207,moderate
2018-02-01T10:00Z,197,204,moderate
2018-02-01T10:30Z,189,193,moderate
2018-02-01T11:00Z,183,196,moderate
2018-02-01T11:30Z,182,193,moderate
2018-02-01T12:00Z,179,178,low
2018-02-01T12:30Z,182,178,moderate
2018-02-01T13:00Z,184,180,moderate
2018-02-01T13:30Z,191,179,moderate
2018-02-01T14:00Z,192,188,moderate
2018-02-01T14:30Z,195,192,moderate
2018-02-01T15:00Z,203,199,moderate
2018-02-01T15:30Z,208,205,moderate
2018-02-01T16:00Z,219,212,moderate
2018-02-01T16:30Z,225,224,moderate
2018-02-01T17:00Z,236,231,moderate
2018-02-01T17:30Z,239,243,moderate
2018-02-01T18:00Z,240,252,moderate
2018-02-01T18:30Z,242,254,moderate
2018-02-01T19:00Z,240,254,moderate
2018-02-01T19:30Z,233,252,moderate
2018-02-01T20:00Z,226,247,moderate
2018-02-01T20:30Z,216,238,moderate
2018-02-01T21:00Z,196,225,moderate
2018-02-01T21:30Z,184,210,moderate
2018-02-01T22:00Z,171,198,low
2018-02-01T22:30Z,158,185,low
2018-02-01T23:00Z,146,169,low
2018-02-01T23:30Z,146,158,low
2018-02-02T00:00Z,143,148,low
2018-02-02T00:30Z,146,146,low
2018-02-02T01:00Z,148,148,low
2018-02-02T01:30Z,149,156,low
2018-02-02T02:00Z,148,154,low
2018-02-02T02:30Z,148,153,low
2018-02-02T03:00Z,148,153,low
2018-02-02T03:30Z,147,154,low
2018-02-02T04:00Z,149,154,low
2018-02-02T04:30Z,151,153,low
2018-02-02T05:00Z,159,154,low
2018-02-02T05:30Z,165,162,low
2018-02-02T06:00Z,173,170,low
2018-02-02T06:30Z,195,182,moderate
2018-02-02T07:00Z,220,211,moderate
2018-02-02T07:30Z,243,238,moderate
2018-02-02T08:00Z,259,256,moderate
2018-02-02T08:30Z,272,264,moderate
2018-02-02T09:00Z,280,272,high
2018-02-02T09:30Z,276,273,moderate
2018-02-02T10:00Z,276,277,moderate
2018-02-02T10:30Z,274,277,moderate
2018-02-02T11:00Z,270,243,moderate
2018-02-02T11:30Z,274,240,moderate
2018-02-02T12:00Z,278,267,moderate
2018-02-02T12:30Z,289,288,high
2018-02-02T13:00Z,299,294,high
2018-02-02T13:30Z,302,296,high
2018-02-02T14:00Z,310,301,high
2018-02-02T14:30Z,318,309,high
2018-02-02T15:00Z,327,320,high
2018-02-02T15:30Z,340,328,high
2018-02-02T16:00Z,358,337,high
2018-02-02T16:30Z,368,347,high
2018-02-02T17:00Z,376,354,high
2018-02-02T17:30Z,381,364,very high
