Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2018-06-01T00:00Z,263,271,moderate
2018-06-01T00:30Z,263,270,moderate
2018-06-01T01:00Z,262,268,moderate
2018-06-01T01:30Z,260,268,moderate
2018-06-01T02:00Z,259,266,moderate
2018-06-01T02:30Z,260,264,moderate
2018-06-01T03:00Z,259,264,moderate
2018-06-01T03:30Z,259,262,moderate
2018-06-01T04:00Z,256,262,moderate
2018-06-01T04:30Z,252,260,moderate
2018-06-01T05:00Z,255,261,moderate
2018-06-01T05:30Z,250,257,moderate
2018-06-01T06:00Z,252,260,moderate
2018-06-01T06:30Z,279,266,moderate
2018-06-01T07:00Z,291,272,high
2018-06-01T07:30Z,286,275,high
2018-06-01T08:00Z,288,277,high
2018-06-01T08:30Z,290,272,high
2018-06-01T09:00Z,290,269,high
2018-06-01T09:30Z,299,272,high
2018-06-01T10:00Z,296,272,high
2018-06-01T10:30Z,290,268,high
2018-06-01T11:00Z,288,264,high
2018-06-01T11:30Z,287,261,high
2018-06-01T12:00Z,287,258,high
2018-06-01T12:30Z,289,250,high
2018-06-01T13:00Z,286,247,high
2018-06-01T13:30Z,281,243,high
2018-06-01T14:00Z,283,243,high
2018-06-01T14:30Z,277,242,moderate
2018-06-01T15:00Z,277,242,moderate
2018-06-01T15:30Z,276,242,moderate
2018-06-01T16:00Z,273,245,moderate
2018-06-01T16:30Z,276,249,moderate
2018-06-01T17:00Z,276,254,moderate
2018-06-01T17:30Z,277,258,moderate
2018-06-01T18:00Z,275,263,moderate
2018-06-01T18:30Z,274,267,moderate
2018-06-01T19:00Z,271,269,moderate
2018-06-01T19:30Z,271,271,moderate
2018-06-01T20:00Z,270,272,moderate
2018-06-01T20:30Z,266,274,moderate
2018-06-01T21:00Z,263,274,moderate
2018-06-01T21:30Z,264,272,moderate
2018-06-01T22:00Z,256,269,moderate
2018-06-01T22:30Z,265,276,moderate
2018-06-01T23:00Z,268,274,moderate
2018-06-01T23:30Z,263,273,moderate
2018-06-02T00:00Z,255,266,moderate
2018-06-02T00:30Z,249,261,moderate
2018-06-02T01:00Z,248,259,moderate
2018-06-02T01:30Z,244,259,moderate
2018-06-02T02:00Z,242,256,moderate
2018-06-02T02:30Z,244,254,moderate
2018-06-02T03:00Z,243,253,moderate
2018-06-02T03:30Z,248,251,moderate
2018-06-02T04:00Z,248,249,moderate
2018-06-02T04:30Z,244,245,moderate
2018-06-02T05:00Z,246,245,moderate
2018-06-02T05:30Z,247,240,moderate
2018-06-02T06:00Z,248,241,moderate
2018-06-02T06:30Z,238,242,moderate
2018-06-02T07:00Z,240,244,moderate
2018-06-02T07:30Z,246,243,moderate
2018-06-02T08:00Z,252,246,moderate
2018-06-02T08:30Z,257,246,moderate
2018-06-02T09:00Z,257,245,moderate
2018-06-02T09:30Z,256,244,moderate
2018-06-02T10:00Z,255,241,moderate
2018-06-02T10:30Z,256,235,moderate
2018-06-02T11:00Z,254,228,moderate
2018-06-02T11:30Z,255,224,moderate
2018-06-02T12:00Z,255,222,moderate
2018-06-02T12:30Z,254,221,moderate
2018-06-02T13:00Z,253,217,moderate
2018-06-02T13:30Z,254,213,moderate
2018-06-02T14:00Z,250,213,moderate
2018-06-02T14:30Z,251,213,moderate
2018-06-02T15:00Z,248,213,moderate
2018-06-02T15:30Z,248,215,moderate
2018-06-02T16:00Z,250,220,moderate
2018-06-02T16:30Z,251,225,moderate
2018-06-02T17:00Z,251,233,moderate
2018-06-02T17:30Z,249,238,moderate
2018-06-02T18:00Z,246,243,moderate
2018-06-02T18:30Z,246,248,moderate
2018-06-02T19:00Z,248,254,moderate
2018-06-02T19:30Z,252,257,moderate
2018-06-02T20:00Z,256,260,moderate
2018-06-02T20:30Z,258,263,moderate
2018-06-02T21:00Z,257,266,moderate
2018-06-02T21:30Z,257,267,moderate
2018-06-02T22:00Z,253,264,moderate
2018-06-02T22:30Z,254,274,moderate
2018-06-02T23:00Z,252,274,moderate
2018-06-02T23:30Z,251,274,moderate
2018-06-03T00:00Z,247,269,moderate
