Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2021-03-01T00:00Z,247,241,high
2021-03-01T00:30Z,249,248,high
2021-03-01T01:00Z,250,237,high
2021-03-01T01:30Z,248,238,high
2021-03-01T02:00Z,246,241,high
2021-03-01T02:30Z,245,239,high
2021-03-01T03:00Z,246,240,high
2021-03-01T03:30Z,247,239,high
2021-03-01T04:00Z,253,241,high
2021-03-01T04:30Z,260,248,high
2021-03-01T05:00Z,272,254,high
2021-03-01T05:30Z,277,254,high
2021-03-01T06:00Z,280,262,high
2021-03-01T06:30Z,285,287,high
2021-03-01T07:00Z,287,289,high
2021-03-01T07:30Z,290,290,high
2021-03-01T08:00Z,290,288,high
2021-03-01T08:30Z,290,286,high
2021-03-01T09:00Z,294,286,high
2021-03-01T09:30Z,291,282,high
2021-03-01T10:00Z,287,282,high
2021-03-01T10:30Z,285,286,high
2021-03-01T11:00Z,285,282,high
2021-03-01T11:30Z,281,275,high
2021-03-01T12:00Z,278,275,high
2021-03-01T12:30Z,276,270,high
2021-03-01T13:00Z,270,264,high
2021-03-01T13:30Z,271,260,high
2021-03-01T14:00Z,276,263,high
2021-03-01T14:30Z,280,265,high
2021-03-01T15:00Z,286,275,high
2021-03-01T15:30Z,291,283,high
2021-03-01T16:00Z,301,292,high
2021-03-01T16:30Z,308,300,high
2021-03-01T17:00Z,313,301,high
2021-03-01T17:30Z,308,311,high
2021-03-01T18:00Z,299,308,high
2021-03-01T18:30Z,302,308,high
2021-03-01T19:00Z,299,304,high
2021-03-01T19:30Z,290,302,high
2021-03-01T20:00Z,291,306,high
2021-03-01T20:30Z,293,303,high
2021-03-01T21:00Z,283,289,high
2021-03-01T21:30Z,270,279,high
2021-03-01T22:00Z,259,276,high
2021-03-01T22:30Z,250,266,high
2021-03-01T23:00Z,248,256,high
2021-03-01T23:30Z,245,249,high
2021-03-02T00:00Z,244,249,high
2021-03-02T00:30Z,246,255,high
2021-03-02T01:00Z,244,246,high
2021-03-02T01:30Z,242,243,high
2021-03-02T02:00Z,244,244,high
2021-03-02T02:30Z,246,243,high
2021-03-02T03:00Z,247,241,high
2021-03-02T03:30Z,248,241,high
2021-03-02T04:00Z,248,248,high
2021-03-02T04:30Z,249,251,high
2021-03-02T05:00Z,264,257,high
2021-03-02T05:30Z,270,249,high
2021-03-02T06:00Z,276,258,high
2021-03-02T06:30Z,286,282,high
2021-03-02T07:00Z,294,286,high
2021-03-02T07:30Z,300,253,high
2021-03-02T08:00Z,299,292,high
2021-03-02T08:30Z,301,296,high
2021-03-02T09:00Z,300,299,high
2021-03-02T09:30Z,300,294,high
2021-03-02T10:00Z,302,294,high
2021-03-02T10:30Z,297,291,high
2021-03-02T11:00Z,295,291,high
2021-03-02T11:30Z,296,293,high
2021-03-02T12:00Z,292,287,high
2021-03-02T12:30Z,290,286,high
2021-03-02T13:00Z,289,286,high
2021-03-02T13:30Z,292,287,high
2021-03-02T14:00Z,292,284,high
2021-03-02T14:30Z,293,287,high
2021-03-02T15:00Z,300,295,high
2021-03-02T15:30Z,314,298,high
2021-03-02T16:00Z,319,303,high
2021-03-02T16:30Z,326,314,high
2021-03-02T17:00Z,319,328,high
2021-03-02T17:30Z,321,328,high
2021-03-02T18:00Z,321,327,high
2021-03-02T18:30Z,322,323,high
2021-03-02T19:00Z,326,325,high
2021-03-02T19:30Z,329,333,high
2021-03-02T20:00Z,327,333,high
2021-03-02T20:30Z,325,332,high
2021-03-02T21:00Z,321,327,high
2021-03-02T21:30Z,309,317,high
2021-03-02T22:00Z,300,307,high
2021-03-02T22:30Z,296,299,high
2021-03-02T23:00Z,299,292,high
2021-03-02T23:30Z,297,290,high
2021-03-03T00:00Z,302,292,high
2021-03-03T00:30Z,301,293,high
2021-03-03T01:00Z,299,289,high
2021-03-03T01:30Z,300,294,high
2021-03-03T02:00Z,294,293,high
2021-03-03T02:30Z,293,293,high
2021-03-03T03:00Z,293,292,high
2021-03-03T03:30Z,293,286,high
2021-03-03T04:00Z,293,292,high
2021-03-03T04:30Z,293,295,high
2021-03-03T05:00Z,301,298,high
2021-03-03T05:30Z,310,309,high
2021-03-03T06:00Z,334,323,very high
2021-03-03T06:30Z,329,333,high
2021-03-03T07:00Z,320,327,high
2021-03-03T07:30Z,323,342,high
2021-03-03T08:00Z,321,334,high
2021-03-03T08:30Z,319,320,high
2021-03-03T09:00Z,316,330,high
2021-03-03T09:30Z,314,322,high
2021-03-03T10:00Z,312,314,high
2021-03-03T10:30Z,311,311,high
2021-03-03T11:00Z,311,319,high
2021-03-03T11:30Z,308,311,high
2021-03-03T12:00Z,304,309,high
2021-03-03T12:30Z,304,307,high
2021-03-03T13:00Z,307,307,high
2021-03-03T13:30Z,317,305,high
2021-03-03T14:00Z,321,307,high
2021-03-03T14:30Z,323,312,high
2021-03-03T15:00Z,329,319,high
2021-03-03T15:30Z,344,342,very high
2021-03-03T16:00Z,339,320,very high
2021-03-03T16:30Z,332,326,very high
2021-03-03T17:00Z,330,337,very high
2021-03-03T17:30Z,330,331,very high
2021-03-03T18:00Z,328,328,high
2021-03-03T18:30Z,324,326,high
2021-03-03T19:00Z,321,326,high
2021-03-03T19:30Z,326,331,high
2021-03-03T20:00Z,327,329,high
2021-03-03T20:30Z,327,326,high
2021-03-03T21:00Z,315,295,high
2021-03-03T21:30Z,312,304,high
2021-03-03T22:00Z,301,302,high
2021-03-03T22:30Z,285,288,high
2021-03-03T23:00Z,274,288,high
2021-03-03T23:30Z,266,281,high
2021-03-04T00:00Z,264,277,high
2021-03-04T00:30Z,259,266,high
2021-03-04T01:00Z,262,259,high
2021-03-04T01:30Z,260,253,high
