Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2021-12-01T00:00Z,75,92,low
2021-12-01T00:30Z,77,79,low
2021-12-01T01:00Z,76,78,low
2021-12-01T01:30Z,74,72,low
2021-12-01T02:00Z,73,71,low
2021-12-01T02:30Z,67,73,low
2021-12-01T03:00Z,65,75,low
2021-12-01T03:30Z,68,51,low
2021-12-01T04:00Z,69,63,low
2021-12-01T04:30Z,66,71,low
2021-12-01T05:00Z,69,74,low
2021-12-01T05:30Z,69,70,low
2021-12-01T06:00Z,77,72,low
2021-12-01T06:30Z,101,74,low
2021-12-01T07:00Z,123,83,low
2021-12-01T07:30Z,150,115,moderate
2021-12-01T08:00Z,165,131,moderate
2021-12-01T08:30Z,169,155,moderate
2021-12-01T09:00Z,170,164,moderate
2021-12-01T09:30Z,168,165,moderate
2021-12-01T10:00Z,169,167,moderate
2021-12-01T10:30Z,167,164,moderate
2021-12-01T11:00Z,165,164,moderate
2021-12-01T11:30Z,164,161,moderate
2021-12-01T12:00Z,167,164,moderate
2021-12-01T12:30Z,172,159,moderate
2021-12-01T13:00Z,173,167,moderate
2021-12-01T13:30Z,174,173,moderate
2021-12-01T14:00Z,173,173,moderate
2021-12-01T14:30Z,175,172,moderate
2021-12-01T15:00Z,179,175,moderate
2021-12-01T15:30Z,187,179,moderate
2021-12-01T16:00Z,193,191,moderate
2021-12-01T16:30Z,194,200,moderate
2021-12-01T17:00Z,195,191,moderate
2021-12-01T17:30Z,196,188,moderate
2021-12-01T18:00Z,196,194,moderate
2021-12-01T18:30Z,194,194,moderate
2021-12-01T19:00Z,198,195,moderate
2021-12-01T19:30Z,201,189,moderate
2021-12-01T20:00Z,196,185,moderate
2021-12-01T20:30Z,188,190,moderate
2021-12-01T21:00Z,178,183,moderate
2021-12-01T21:30Z,163,168,moderate
2021-12-01T22:00Z,152,147,moderate
2021-12-01T22:30Z,140,143,moderate
2021-12-01T23:00Z,130,140,low
2021-12-01T23:30Z,116,127,low
2021-12-02T00:00Z,109,120,low
2021-12-02T00:30Z,102,117,low
2021-12-02T01:00Z,103,109,low
2021-12-02T01:30Z,101,103,low
2021-12-02T02:00Z,100,103,low
2021-12-02T02:30Z,90,102,low
2021-12-02T03:00Z,87,97,low
2021-12-02T03:30Z,81,89,low
2021-12-02T04:00Z,81,90,low
2021-12-02T04:30Z,81,81,low
2021-12-02T05:00Z,84,84,low
2021-12-02T05:30Z,98,83,low
2021-12-02T06:00Z,110,84,low
2021-12-02T06:30Z,136,110,low
2021-12-02T07:00Z,159,141,moderate
2021-12-02T07:30Z,183,150,moderate
2021-12-02T08:00Z,198,165,moderate
2021-12-02T08:30Z,209,185,moderate
2021-12-02T09:00Z,212,200,moderate
2021-12-02T09:30Z,213,206,moderate
2021-12-02T10:00Z,214,201,moderate
2021-12-02T10:30Z,215,202,moderate
