Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2021-06-01T00:00Z,122,127,low
2021-06-01T00:30Z,121,126,low
2021-06-01T01:00Z,115,121,low
2021-06-01T01:30Z,116,120,low
2021-06-01T02:00Z,112,116,low
2021-06-01T02:30Z,115,119,low
2021-06-01T03:00Z,117,114,low
2021-06-01T03:30Z,116,115,low
2021-06-01T04:00Z,116,118,low
2021-06-01T04:30Z,118,117,low
2021-06-01T05:00Z,129,118,low
2021-06-01T05:30Z,153,122,moderate
2021-06-01T06:00Z,166,140,moderate
2021-06-01T06:30Z,175,160,moderate
2021-06-01T07:00Z,179,166,moderate
2021-06-01T07:30Z,176,171,moderate
2021-06-01T08:00Z,175,173,moderate
2021-06-01T08:30Z,169,169,moderate
2021-06-01T09:00Z,164,161,moderate
2021-06-01T09:30Z,162,160,moderate
2021-06-01T10:00Z,156,156,moderate
2021-06-01T10:30Z,148,155,moderate
2021-06-01T11:00Z,145,149,moderate
2021-06-01T11:30Z,144,144,moderate
2021-06-01T12:00Z,140,142,moderate
2021-06-01T12:30Z,138,141,low
2021-06-01T13:00Z,135,132,low
2021-06-01T13:30Z,134,129,low
2021-06-01T14:00Z,134,128,low
2021-06-01T14:30Z,135,127,low
2021-06-01T15:00Z,139,134,low
2021-06-01T15:30Z,147,139,moderate
2021-06-01T16:00Z,157,142,moderate
2021-06-01T16:30Z,160,146,moderate
2021-06-01T17:00Z,161,145,moderate
2021-06-01T17:30Z,162,149,moderate
2021-06-01T18:00Z,165,149,moderate
2021-06-01T18:30Z,163,148,moderate
2021-06-01T19:00Z,170,146,moderate
2021-06-01T19:30Z,172,143,moderate
2021-06-01T20:00Z,167,141,moderate
2021-06-01T20:30Z,158,136,moderate
2021-06-01T21:00Z,151,134,moderate
2021-06-01T21:30Z,149,123,moderate
2021-06-01T22:00Z,141,112,moderate
2021-06-01T22:30Z,136,107,low
2021-06-01T23:00Z,122,109,low
2021-06-01T23:30Z,111,109,low
2021-06-02T00:00Z,108,110,low
2021-06-02T00:30Z,113,111,low
2021-06-02T01:00Z,112,114,low
2021-06-02T01:30Z,111,114,low
2021-06-02T02:00Z,110,116,low
2021-06-02T02:30Z,110,120,low
2021-06-02T03:00Z,108,123,low
2021-06-02T03:30Z,104,125,low
2021-06-02T04:00Z,104,127,low
2021-06-02T04:30Z,104,130,low
2021-06-02T05:00Z,107,130,low
2021-06-02T05:30Z,123,121,low
2021-06-02T06:00Z,133,128,low
2021-06-02T06:30Z,141,130,moderate
2021-06-02T07:00Z,146,131,moderate
2021-06-02T07:30Z,152,126,moderate
2021-06-02T08:00Z,152,121,moderate
2021-06-02T08:30Z,145,117,moderate
2021-06-02T09:00Z,141,116,moderate
2021-06-02T09:30Z,139,106,low
2021-06-02T10:00Z,134,102,low
2021-06-02T10:30Z,128,95,low
2021-06-02T11:00Z,126,93,low
2021-06-02T11:30Z,127,90,low
