Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2020-03-01T00:00Z,98,99,low
2020-03-01T00:30Z,103,95,low
2020-03-01T01:00Z,109,98,low
2020-03-01T01:30Z,107,107,low
2020-03-01T02:00Z,103,112,low
2020-03-01T02:30Z,99,105,low
2020-03-01T03:00Z,97,97,low
2020-03-01T03:30Z,97,92,low
2020-03-01T04:00Z,101,101,low
2020-03-01T04:30Z,106,100,low
2020-03-01T05:00Z,109,105,low
2020-03-01T05:30Z,108,110,low
2020-03-01T06:00Z,108,111,low
2020-03-01T06:30Z,105,111,low
2020-03-01T07:00Z,102,106,low
2020-03-01T07:30Z,98,105,low
2020-03-01T08:00Z,92,102,low
2020-03-01T08:30Z,88,95,low
2020-03-01T09:00Z,86,88,low
2020-03-01T09:30Z,87,86,low
2020-03-01T10:00Z,89,86,low
2020-03-01T10:30Z,88,86,low
2020-03-01T11:00Z,86,87,low
2020-03-01T11:30Z,85,86,low
2020-03-01T12:00Z,85,84,low
2020-03-01T12:30Z,87,85,low
2020-03-01T13:00Z,85,86,low
2020-03-01T13:30Z,87,88,low
2020-03-01T14:00Z,89,87,low
2020-03-01T14:30Z,94,88,low
2020-03-01T15:00Z,101,91,low
2020-03-01T15:30Z,114,96,low
2020-03-01T16:00Z,132,106,low
2020-03-01T16:30Z,153,123,moderate
2020-03-01T17:00Z,172,143,moderate
2020-03-01T17:30Z,179,168,moderate
2020-03-01T18:00Z,186,182,moderate
2020-03-01T18:30Z,189,186,moderate
2020-03-01T19:00Z,188,199,moderate
2020-03-01T19:30Z,190,204,moderate
2020-03-01T20:00Z,189,189,moderate
2020-03-01T20:30Z,192,186,moderate
2020-03-01T21:00Z,183,192,moderate
2020-03-01T21:30Z,176,193,moderate
2020-03-01T22:00Z,172,181,moderate
2020-03-01T22:30Z,163,172,moderate
2020-03-01T23:00Z,158,165,moderate
2020-03-01T23:30Z,156,158,moderate
2020-03-02T00:00Z,157,155,moderate
2020-03-02T00:30Z,160,154,moderate
2020-03-02T01:00Z,164,158,moderate
2020-03-02T01:30Z,164,164,moderate
2020-03-02T02:00Z,165,168,moderate
2020-03-02T02:30Z,166,170,moderate
2020-03-02T03:00Z,168,171,moderate
2020-03-02T03:30Z,173,167,moderate
2020-03-02T04:00Z,176,169,moderate
2020-03-02T04:30Z,183,185,moderate
2020-03-02T05:00Z,193,180,moderate
2020-03-02T05:30Z,211,190,moderate
2020-03-02T06:00Z,236,201,high
2020-03-02T06:30Z,261,223,high
2020-03-02T07:00Z,275,254,high
2020-03-02T07:30Z,275,283,high
2020-03-02T08:00Z,273,292,high
2020-03-02T08:30Z,267,270,high
2020-03-02T09:00Z,260,267,high
2020-03-02T09:30Z,254,257,high
2020-03-02T10:00Z,240,260,high
2020-03-02T10:30Z,230,245,high
2020-03-02T11:00Z,229,234,moderate
2020-03-02T11:30Z,225,223,moderate
2020-03-02T12:00Z,227,231,moderate
2020-03-02T12:30Z,227,230,moderate
2020-03-02T13:00Z,225,224,moderate
2020-03-02T13:30Z,226,224,moderate
2020-03-02T14:00Z,230,223,high
2020-03-02T14:30Z,235,229,high
2020-03-02T15:00Z,233,240,high
2020-03-02T15:30Z,238,240,high
2020-03-02T16:00Z,247,235,high
2020-03-02T16:30Z,255,246,high
2020-03-02T17:00Z,262,251,high
2020-03-02T17:30Z,268,266,high
2020-03-02T18:00Z,273,282,high
2020-03-02T18:30Z,272,274,high
2020-03-02T19:00Z,268,274,high
2020-03-02T19:30Z,264,268,high
2020-03-02T20:00Z,257,263,high
2020-03-02T20:30Z,245,259,high
2020-03-02T21:00Z,227,249,moderate
2020-03-02T21:30Z,203,103,moderate
2020-03-02T22:00Z,183,221,moderate
2020-03-02T22:30Z,165,194,moderate
2020-03-02T23:00Z,156,173,moderate
2020-03-02T23:30Z,158,155,moderate
2020-03-03T00:00Z,160,149,moderate
2020-03-03T00:30Z,167,151,moderate
2020-03-03T01:00Z,167,150,moderate
2020-03-03T01:30Z,167,167,moderate
2020-03-03T02:00Z,168,165,moderate
2020-03-03T02:30Z,168,168,moderate
2020-03-03T03:00Z,172,166,moderate
2020-03-03T03:30Z,174,167,moderate
2020-03-03T04:00Z,175,171,moderate
2020-03-03T04:30Z,178,175,moderate
2020-03-03T05:00Z,188,178,moderate
2020-03-03T05:30Z,205,183,moderate
2020-03-03T06:00Z,235,195,high
2020-03-03T06:30Z,262,220,high
2020-03-03T07:00Z,272,250,high
2020-03-03T07:30Z,272,273,high
2020-03-03T08:00Z,269,290,high
2020-03-03T08:30Z,265,274,high
2020-03-03T09:00Z,259,271,high
2020-03-03T09:30Z,258,256,high
2020-03-03T10:00Z,253,257,high
2020-03-03T10:30Z,247,254,high
2020-03-03T11:00Z,245,248,high
2020-03-03T11:30Z,246,242,high
2020-03-03T12:00Z,246,245,high
2020-03-03T12:30Z,254,247,high
2020-03-03T13:00Z,261,250,high
2020-03-03T13:30Z,261,255,high
2020-03-03T14:00Z,264,259,high
2020-03-03T14:30Z,262,261,high
2020-03-03T15:00Z,268,263,high
2020-03-03T15:30Z,279,261,high
2020-03-03T16:00Z,288,267,high
2020-03-03T16:30Z,298,282,high
2020-03-03T17:00Z,305,297,high
2020-03-03T17:30Z,306,307,high
2020-03-03T18:00Z,306,311,high
2020-03-03T18:30Z,306,309,high
2020-03-03T19:00Z,306,303,high
2020-03-03T19:30Z,301,305,high
2020-03-03T20:00Z,293,301,high
2020-03-03T20:30Z,287,295,high
2020-03-03T21:00Z,283,289,high
2020-03-03T21:30Z,281,284,high
2020-03-03T22:00Z,274,282,high
2020-03-03T22:30Z,261,274,high
2020-03-03T23:00Z,258,269,high
2020-03-03T23:30Z,261,256,high
2020-03-04T00:00Z,264,257,high
