Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2018-07-01T00:00Z,168,177,low
2018-07-01T00:30Z,177,180,low
2018-07-01T01:00Z,178,180,low
2018-07-01T01:30Z,182,180,moderate
2018-07-01T02:00Z,182,180,moderate
2018-07-01T02:30Z,184,179,moderate
2018-07-01T03:00Z,185,180,moderate
2018-07-01T03:30Z,183,180,moderate
2018-07-01T04:00Z,180,175,moderate
2018-07-01T04:30Z,180,171,moderate
2018-07-01T05:00Z,185,167,moderate
2018-07-01T05:30Z,201,203,moderate
2018-07-01T06:00Z,209,212,moderate
2018-07-01T06:30Z,211,209,moderate
2018-07-01T07:00Z,209,192,moderate
2018-07-01T07:30Z,197,186,moderate
2018-07-01T08:00Z,200,193,moderate
2018-07-01T08:30Z,205,192,moderate
2018-07-01T09:00Z,201,177,moderate
2018-07-01T09:30Z,202,169,moderate
2018-07-01T10:00Z,203,160,moderate
2018-07-01T10:30Z,202,156,moderate
2018-07-01T11:00Z,203,154,moderate
2018-07-01T11:30Z,201,151,moderate
2018-07-01T12:00Z,200,145,moderate
2018-07-01T12:30Z,200,146,moderate
2018-07-01T13:00Z,195,143,moderate
2018-07-01T13:30Z,189,142,moderate
2018-07-01T14:00Z,189,143,moderate
2018-07-01T14:30Z,187,143,moderate
2018-07-01T15:00Z,184,145,moderate
2018-07-01T15:30Z,184,146,moderate
2018-07-01T16:00Z,189,152,moderate
2018-07-01T16:30Z,195,158,moderate
2018-07-01T17:00Z,194,162,moderate
2018-07-01T17:30Z,198,168,moderate
2018-07-01T18:00Z,197,174,moderate
2018-07-01T18:30Z,195,177,moderate
2018-07-01T19:00Z,195,182,moderate
2018-07-01T19:30Z,193,188,moderate
2018-07-01T20:00Z,193,189,moderate
2018-07-01T20:30Z,196,193,moderate
2018-07-01T21:00Z,200,196,moderate
2018-07-01T21:30Z,204,199,moderate
2018-07-01T22:00Z,210,200,moderate
2018-07-01T22:30Z,208,196,moderate
2018-07-01T23:00Z,198,187,moderate
2018-07-01T23:30Z,192,185,moderate
2018-07-02T00:00Z,192,185,moderate
2018-07-02T00:30Z,192,191,moderate
2018-07-02T01:00Z,190,195,moderate
2018-07-02T01:30Z,191,201,moderate
2018-07-02T02:00Z,194,203,moderate
2018-07-02T02:30Z,206,204,moderate
2018-07-02T03:00Z,213,207,moderate
2018-07-02T03:30Z,214,224,moderate
2018-07-02T04:00Z,215,222,moderate
2018-07-02T04:30Z,208,221,moderate
2018-07-02T05:00Z,207,222,moderate
2018-07-02T05:30Z,215,226,moderate
2018-07-02T06:00Z,231,229,moderate
2018-07-02T06:30Z,246,234,moderate
2018-07-02T07:00Z,251,238,moderate
2018-07-02T07:30Z,249,239,moderate
2018-07-02T08:00Z,256,234,moderate
2018-07-02T08:30Z,260,228,moderate
2018-07-02T09:00Z,257,225,moderate
2018-07-02T09:30Z,252,218,moderate
2018-07-02T10:00Z,250,211,moderate
2018-07-02T10:30Z,252,207,moderate
2018-07-02T11:00Z,254,204,moderate
2018-07-02T11:30Z,255,199,moderate
2018-07-02T12:00Z,252,198,moderate
2018-07-02T12:30Z,253,196,moderate
2018-07-02T13:00Z,252,194,moderate
2018-07-02T13:30Z,247,187,moderate
2018-07-02T14:00Z,244,189,moderate
2018-07-02T14:30Z,246,189,moderate
2018-07-02T15:00Z,248,193,moderate
2018-07-02T15:30Z,250,196,moderate
2018-07-02T16:00Z,251,201,moderate
2018-07-02T16:30Z,248,204,moderate
2018-07-02T17:00Z,252,208,moderate
2018-07-02T17:30Z,254,211,moderate
2018-07-02T18:00Z,248,214,moderate
2018-07-02T18:30Z,251,218,moderate
2018-07-02T19:00Z,248,221,moderate
2018-07-02T19:30Z,240,224,moderate
2018-07-02T20:00Z,233,224,moderate
2018-07-02T20:30Z,227,226,moderate
2018-07-02T21:00Z,222,228,moderate
2018-07-02T21:30Z,228,227,moderate
2018-07-02T22:00Z,223,227,moderate
2018-07-02T22:30Z,206,222,moderate
2018-07-02T23:00Z,191,215,moderate
2018-07-02T23:30Z,182,209,moderate
2018-07-03T00:00Z,174,206,low
2018-07-03T00:30Z,178,211,low
2018-07-03T01:00Z,183,213,moderate
2018-07-03T01:30Z,180,213,moderate
2018-07-03T02:00Z,182,214,moderate
2018-07-03T02:30Z,188,215,moderate
2018-07-03T03:00Z,194,217,moderate
2018-07-03T03:30Z,193,218,moderate
2018-07-03T04:00Z,192,217,moderate
2018-07-03T04:30Z,179,217,low
2018-07-03T05:00Z,184,218,moderate
2018-07-03T05:30Z,205,216,moderate
2018-07-03T06:00Z,218,221,moderate
2018-07-03T06:30Z,242,227,moderate
2018-07-03T07:00Z,246,229,moderate
2018-07-03T07:30Z,249,228,moderate
2018-07-03T08:00Z,255,224,moderate
2018-07-03T08:30Z,263,217,moderate
2018-07-03T09:00Z,266,214,moderate
2018-07-03T09:30Z,261,209,moderate
2018-07-03T10:00Z,265,206,moderate
2018-07-03T10:30Z,259,203,moderate
2018-07-03T11:00Z,259,201,moderate
2018-07-03T11:30Z,259,199,moderate
2018-07-03T12:00Z,258,198,moderate
2018-07-03T12:30Z,261,197,moderate
2018-07-03T13:00Z,261,196,moderate
2018-07-03T13:30Z,262,191,moderate
2018-07-03T14:00Z,261,193,moderate
2018-07-03T14:30Z,255,194,moderate
2018-07-03T15:00Z,256,197,moderate
2018-07-03T15:30Z,259,204,moderate
2018-07-03T16:00Z,263,210,moderate
2018-07-03T16:30Z,270,213,moderate
2018-07-03T17:00Z,271,220,moderate
2018-07-03T17:30Z,270,225,moderate
2018-07-03T18:00Z,268,229,moderate
2018-07-03T18:30Z,270,236,moderate
2018-07-03T19:00Z,266,241,moderate
2018-07-03T19:30Z,266,247,moderate
2018-07-03T20:00Z,262,250,moderate
2018-07-03T20:30Z,259,254,moderate
2018-07-03T21:00Z,259,254,moderate
2018-07-03T21:30Z,270,251,moderate
2018-07-03T22:00Z,271,250,moderate
2018-07-03T22:30Z,246,243,moderate
2018-07-03T23:00Z,232,237,moderate
2018-07-03T23:30Z,227,239,moderate
2018-07-04T00:00Z,244,239,moderate
2018-07-04T00:30Z,251,242,moderate
2018-07-04T01:00Z,254,245,moderate
2018-07-04T01:30Z,256,246,moderate
2018-07-04T02:00Z,257,247,moderate
2018-07-04T02:30Z,256,249,moderate
2018-07-04T03:00Z,257,251,moderate
2018-07-04T03:30Z,258,251,moderate
2018-07-04T04:00Z,258,250,moderate
2018-07-04T04:30Z,259,248,moderate
2018-07-04T05:00Z,256,248,moderate
2018-07-04T05:30Z,254,245,moderate
2018-07-04T06:00Z,265,248,moderate
2018-07-04T06:30Z,282,256,high
2018-07-04T07:00Z,290,261,high
2018-07-04T07:30Z,288,264,high
2018-07-04T08:00Z,289,256,high
2018-07-04T08:30Z,287,249,high
2018-07-04T09:00Z,290,240,high
2018-07-04T09:30Z,291,234,high
2018-07-04T10:00Z,294,231,high
2018-07-04T10:30Z,294,224,high
2018-07-04T11:00Z,294,223,high
2018-07-04T11:30Z,295,222,high
2018-07-04T12:00Z,294,220,high
2018-07-04T12:30Z,294,221,high
2018-07-04T13:00Z,295,221,high
2018-07-04T13:30Z,295,228,high
2018-07-04T14:00Z,295,230,high
2018-07-04T14:30Z,295,228,high
2018-07-04T15:00Z,293,235,high
2018-07-04T15:30Z,293,249,high
2018-07-04T16:00Z,277,253,moderate
2018-07-04T16:30Z,288,256,high
2018-07-04T17:00Z,290,258,high
2018-07-04T17:30Z,288,261,high
2018-07-04T18:00Z,289,262,high
2018-07-04T18:30Z,297,266,high
2018-07-04T19:00Z,295,270,high
2018-07-04T19:30Z,296,276,high
2018-07-04T20:00Z,296,285,high
2018-07-04T20:30Z,295,285,high
2018-07-04T21:00Z,295,285,high
2018-07-04T21:30Z,297,283,high
2018-07-04T22:00Z,292,275,high
2018-07-04T22:30Z,279,267,moderate
2018-07-04T23:00Z,271,270,moderate
2018-07-04T23:30Z,267,267,moderate
2018-07-05T00:00Z,262,268,moderate
2018-07-05T00:30Z,261,269,moderate
2018-07-05T01:00Z,258,266,moderate
2018-07-05T01:30Z,250,263,moderate
2018-07-05T02:00Z,246,260,moderate
2018-07-05T02:30Z,243,258,moderate
2018-07-05T03:00Z,241,257,moderate
2018-07-05T03:30Z,240,254,moderate
2018-07-05T04:00Z,239,252,moderate
2018-07-05T04:30Z,237,247,moderate
2018-07-05T05:00Z,244,245,moderate
2018-07-05T05:30Z,244,241,moderate
2018-07-05T06:00Z,256,244,moderate
2018-07-05T06:30Z,268,250,moderate
2018-07-05T07:00Z,270,253,moderate
2018-07-05T07:30Z,276,254,moderate
2018-07-05T08:00Z,280,252,high
2018-07-05T08:30Z,280,246,high
2018-07-05T09:00Z,283,243,high
2018-07-05T09:30Z,280,236,high
2018-07-05T10:00Z,279,231,moderate
2018-07-05T10:30Z,283,226,high
2018-07-05T11:00Z,286,223,high
2018-07-05T11:30Z,283,221,high
2018-07-05T12:00Z,280,218,high
2018-07-05T12:30Z,282,214,high
2018-07-05T13:00Z,279,211,moderate
2018-07-05T13:30Z,278,209,moderate
2018-07-05T14:00Z,275,209,moderate
2018-07-05T14:30Z,274,209,moderate
2018-07-05T15:00Z,272,212,moderate
2018-07-05T15:30Z,275,220,moderate
2018-07-05T16:00Z,272,224,moderate
2018-07-05T16:30Z,273,227,moderate
2018-07-05T17:00Z,275,232,moderate
2018-07-05T17:30Z,277,237,moderate
2018-07-05T18:00Z,278,240,moderate
2018-07-05T18:30Z,278,248,moderate
2018-07-05T19:00Z,278,252,moderate
2018-07-05T19:30Z,282,258,high
2018-07-05T20:00Z,283,264,high
2018-07-05T20:30Z,285,270,high
2018-07-05T21:00Z,286,274,high
2018-07-05T21:30Z,287,277,high
2018-07-05T22:00Z,285,278,high
