Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2017-10-01T00:00Z,209,248,moderate
2017-10-01T00:30Z,198,235,low
2017-10-01T01:00Z,197,232,low
2017-10-01T01:30Z,192,215,low
2017-10-01T02:00Z,191,207,low
2017-10-01T02:30Z,183,197,low
2017-10-01T03:00Z,173,191,low
2017-10-01T03:30Z,167,182,low
2017-10-01T04:00Z,157,171,low
2017-10-01T04:30Z,152,176,low
2017-10-01T05:00Z,152,162,low
2017-10-01T05:30Z,153,144,low
2017-10-01T06:00Z,156,158,low
2017-10-01T06:30Z,151,169,low
2017-10-01T07:00Z,149,184,low
2017-10-01T07:30Z,154,188,low
2017-10-01T08:00Z,145,191,low
2017-10-01T08:30Z,151,198,low
2017-10-01T09:00Z,152,194,low
2017-10-01T09:30Z,150,164,low
2017-10-01T10:00Z,146,161,low
2017-10-01T10:30Z,145,160,low
2017-10-01T11:00Z,142,157,low
2017-10-01T11:30Z,144,156,low
2017-10-01T12:00Z,143,145,low
2017-10-01T12:30Z,140,151,low
2017-10-01T13:00Z,140,151,low
2017-10-01T13:30Z,140,159,low
2017-10-01T14:00Z,143,160,low
2017-10-01T14:30Z,145,156,low
2017-10-01T15:00Z,145,160,low
2017-10-01T15:30Z,152,169,low
2017-10-01T16:00Z,156,178,low
2017-10-01T16:30Z,161,185,low
2017-10-01T17:00Z,165,193,low
2017-10-01T17:30Z,168,197,low
2017-10-01T18:00Z,170,200,low
2017-10-01T18:30Z,168,188,low
2017-10-01T19:00Z,161,187,low
2017-10-01T19:30Z,156,182,low
2017-10-01T20:00Z,147,173,low
2017-10-01T20:30Z,143,174,low
2017-10-01T21:00Z,130,170,low
2017-10-01T21:30Z,132,149,low
2017-10-01T22:00Z,121,150,low
2017-10-01T22:30Z,97,143,very low
2017-10-01T23:00Z,92,123,very low
2017-10-01T23:30Z,81,117,very low
2017-10-02T00:00Z,73,118,very low
2017-10-02T00:30Z,84,128,very low
2017-10-02T01:00Z,89,127,very low
2017-10-02T01:30Z,89,122,very low
2017-10-02T02:00Z,88,112,very low
2017-10-02T02:30Z,93,111,very low
2017-10-02T03:00Z,91,112,very low
2017-10-02T03:30Z,94,103,very low
2017-10-02T04:00Z,96,106,very low
2017-10-02T04:30Z,111,101,low
2017-10-02T05:00Z,125,100,low
2017-10-02T05:30Z,149,97,low
2017-10-02T06:00Z,166,124,low
2017-10-02T06:30Z,193,192,low
2017-10-02T07:00Z,201,211,moderate
2017-10-02T07:30Z,197,220,low
2017-10-02T08:00Z,190,215,low
2017-10-02T08:30Z,190,203,low
2017-10-02T09:00Z,183,198,low
2017-10-02T09:30Z,181,157,low
2017-10-02T10:00Z,178,149,low
2017-10-02T10:30Z,177,139,low
2017-10-02T11:00Z,176,134,low
2017-10-02T11:30Z,181,157,low
2017-10-02T12:00Z,184,155,low
2017-10-02T12:30Z,184,160,low
2017-10-02T13:00Z,188,161,low
2017-10-02T13:30Z,192,168,low
2017-10-02T14:00Z,196,170,low
2017-10-02T14:30Z,196,166,low
2017-10-02T15:00Z,206,170,moderate
2017-10-02T15:30Z,199,179,low
2017-10-02T16:00Z,205,189,moderate
2017-10-02T16:30Z,210,205,moderate
2017-10-02T17:00Z,212,216,moderate
2017-10-02T17:30Z,208,219,moderate
2017-10-02T18:00Z,212,230,moderate
2017-10-02T18:30Z,212,222,moderate
2017-10-02T19:00Z,205,229,moderate
2017-10-02T19:30Z,202,210,moderate
2017-10-02T20:00Z,194,201,low
2017-10-02T20:30Z,188,184,low
2017-10-02T21:00Z,180,174,low
2017-10-02T21:30Z,181,161,low
2017-10-02T22:00Z,160,147,low
2017-10-02T22:30Z,115,141,low
2017-10-02T23:00Z,104,120,low
2017-10-02T23:30Z,96,115,very low
2017-10-03T00:00Z,93,103,very low
2017-10-03T00:30Z,92,88,very low
2017-10-03T01:00Z,95,92,very low
2017-10-03T01:30Z,88,76,very low
2017-10-03T02:00Z,84,73,very low
2017-10-03T02:30Z,94,84,very low
2017-10-03T03:00Z,95,84,very low
2017-10-03T03:30Z,102,100,low
2017-10-03T04:00Z,104,105,low
2017-10-03T04:30Z,108,113,low
2017-10-03T05:00Z,120,125,low
2017-10-03T05:30Z,155,121,low
2017-10-03T06:00Z,177,144,low
2017-10-03T06:30Z,202,166,moderate
2017-10-03T07:00Z,208,185,moderate
2017-10-03T07:30Z,202,205,moderate
2017-10-03T08:00Z,196,199,low
2017-10-03T08:30Z,194,209,low
2017-10-03T09:00Z,187,207,low
2017-10-03T09:30Z,187,186,low
2017-10-03T10:00Z,183,181,low
2017-10-03T10:30Z,186,154,low
2017-10-03T11:00Z,184,154,low
2017-10-03T11:30Z,184,157,low
2017-10-03T12:00Z,190,161,low
2017-10-03T12:30Z,187,172,low
2017-10-03T13:00Z,193,172,low
2017-10-03T13:30Z,192,188,low
2017-10-03T14:00Z,199,193,low
2017-10-03T14:30Z,202,192,moderate
2017-10-03T15:00Z,210,201,moderate
2017-10-03T15:30Z,214,201,moderate
2017-10-03T16:00Z,223,218,moderate
2017-10-03T16:30Z,230,233,moderate
2017-10-03T17:00Z,237,244,moderate
2017-10-03T17:30Z,245,255,moderate
2017-10-03T18:00Z,250,261,moderate
2017-10-03T18:30Z,249,263,moderate
2017-10-03T19:00Z,242,268,moderate
2017-10-03T19:30Z,235,259,moderate
2017-10-03T20:00Z,226,249,moderate
2017-10-03T20:30Z,215,229,moderate
2017-10-03T21:00Z,200,213,moderate
2017-10-03T21:30Z,198,189,low
2017-10-03T22:00Z,180,171,low
2017-10-03T22:30Z,156,150,low
2017-10-03T23:00Z,153,129,low
2017-10-03T23:30Z,154,130,low
2017-10-04T00:00Z,159,118,low
2017-10-04T00:30Z,162,126,low
2017-10-04T01:00Z,170,124,low
2017-10-04T01:30Z,168,134,low
2017-10-04T02:00Z,167,127,low
2017-10-04T02:30Z,166,122,low
2017-10-04T03:00Z,164,119,low
2017-10-04T03:30Z,176,119,low
2017-10-04T04:00Z,178,119,low
2017-10-04T04:30Z,189,130,low
2017-10-04T05:00Z,193,144,low
2017-10-04T05:30Z,213,155,moderate
2017-10-04T06:00Z,218,184,moderate
2017-10-04T06:30Z,235,213,moderate
2017-10-04T07:00Z,238,228,moderate
2017-10-04T07:30Z,230,240,moderate
2017-10-04T08:00Z,226,235,moderate
2017-10-04T08:30Z,226,224,moderate
2017-10-04T09:00Z,221,222,moderate
2017-10-04T09:30Z,219,193,moderate
2017-10-04T10:00Z,213,190,moderate
2017-10-04T10:30Z,213,182,moderate
2017-10-04T11:00Z,220,180,moderate
2017-10-04T11:30Z,205,194,moderate
2017-10-04T12:00Z,203,194,moderate
2017-10-04T12:30Z,207,215,moderate
2017-10-04T13:00Z,209,216,moderate
2017-10-04T13:30Z,209,212,moderate
2017-10-04T14:00Z,211,217,moderate
2017-10-04T14:30Z,217,199,moderate
2017-10-04T15:00Z,226,207,moderate
2017-10-04T15:30Z,226,206,moderate
2017-10-04T16:00Z,237,218,moderate
2017-10-04T16:30Z,245,243,moderate
2017-10-04T17:00Z,250,252,moderate
2017-10-04T17:30Z,244,268,moderate
2017-10-04T18:00Z,248,273,moderate
2017-10-04T18:30Z,246,270,moderate
2017-10-04T19:00Z,247,270,moderate
2017-10-04T19:30Z,251,246,moderate
2017-10-04T20:00Z,241,238,moderate
