Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2017-11-01T00:00Z,176,198,low
2017-11-01T00:30Z,180,185,low
2017-11-01T01:00Z,194,188,low
2017-11-01T01:30Z,191,175,low
2017-11-01T02:00Z,189,173,low
2017-11-01T02:30Z,190,173,low
2017-11-01T03:00Z,186,169,low
2017-11-01T03:30Z,178,189,low
2017-11-01T04:00Z,172,187,low
2017-11-01T04:30Z,179,198,low
2017-11-01T05:00Z,181,200,low
2017-11-01T05:30Z,188,211,low
2017-11-01T06:00Z,198,224,low
2017-11-01T06:30Z,218,231,moderate
2017-11-01T07:00Z,228,250,moderate
2017-11-01T07:30Z,231,267,moderate
2017-11-01T08:00Z,234,277,moderate
2017-11-01T08:30Z,234,280,moderate
2017-11-01T09:00Z,236,282,moderate
2017-11-01T09:30Z,231,266,moderate
2017-11-01T10:00Z,232,266,moderate
2017-11-01T10:30Z,234,247,moderate
2017-11-01T11:00Z,236,245,moderate
2017-11-01T11:30Z,238,246,moderate
2017-11-01T12:00Z,242,251,moderate
2017-11-01T12:30Z,249,269,moderate
2017-11-01T13:00Z,250,273,moderate
2017-11-01T13:30Z,252,289,moderate
2017-11-01T14:00Z,256,293,moderate
2017-11-01T14:30Z,260,289,moderate
2017-11-01T15:00Z,267,298,moderate
2017-11-01T15:30Z,272,287,moderate
2017-11-01T16:00Z,287,294,moderate
2017-11-01T16:30Z,293,294,moderate
2017-11-01T17:00Z,304,305,high
2017-11-01T17:30Z,303,316,high
2017-11-01T18:00Z,300,314,high
2017-11-01T18:30Z,299,306,moderate
2017-11-01T19:00Z,294,303,moderate
2017-11-01T19:30Z,294,323,moderate
2017-11-01T20:00Z,292,327,moderate
2017-11-01T20:30Z,290,338,moderate
2017-11-01T21:00Z,278,334,moderate
2017-11-01T21:30Z,282,320,moderate
2017-11-01T22:00Z,269,308,moderate
2017-11-01T22:30Z,266,274,moderate
2017-11-01T23:00Z,251,255,moderate
2017-11-01T23:30Z,222,209,moderate
2017-11-02T00:00Z,221,196,moderate
2017-11-02T00:30Z,219,213,moderate
2017-11-02T01:00Z,223,215,moderate
2017-11-02T01:30Z,227,240,moderate
2017-11-02T02:00Z,223,242,moderate
2017-11-02T02:30Z,220,244,moderate
2017-11-02T03:00Z,226,241,moderate
2017-11-02T03:30Z,231,226,moderate
2017-11-02T04:00Z,232,228,moderate
2017-11-02T04:30Z,231,222,moderate
2017-11-02T05:00Z,238,228,moderate
2017-11-02T05:30Z,267,261,moderate
2017-11-02T06:00Z,283,275,moderate
2017-11-02T06:30Z,311,313,high
2017-11-02T07:00Z,328,325,high
2017-11-02T07:30Z,355,352,high
2017-11-02T08:00Z,371,356,high
2017-11-02T08:30Z,379,360,high
2017-11-02T09:00Z,381,362,high
2017-11-02T09:30Z,386,357,high
2017-11-02T10:00Z,386,356,high
2017-11-02T10:30Z,385,361,high
2017-11-02T11:00Z,384,358,high
2017-11-02T11:30Z,385,378,high
2017-11-02T12:00Z,386,380,high
2017-11-02T12:30Z,387,374,high
2017-11-02T13:00Z,391,374,high
2017-11-02T13:30Z,393,364,high
2017-11-02T14:00Z,397,367,high
2017-11-02T14:30Z,394,366,high
2017-11-02T15:00Z,401,369,very high
2017-11-02T15:30Z,405,379,very high
