Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2019-03-01T00:00Z,240,249,moderate
2019-03-01T00:30Z,239,241,moderate
2019-03-01T01:00Z,243,235,moderate
2019-03-01T01:30Z,245,246,moderate
2019-03-01T02:00Z,242,252,moderate
2019-03-01T02:30Z,245,247,moderate
2019-03-01T03:00Z,245,243,moderate
2019-03-01T03:30Z,249,246,moderate
2019-03-01T04:00Z,245,250,moderate
2019-03-01T04:30Z,252,250,moderate
2019-03-01T05:00Z,256,251,moderate
2019-03-01T05:30Z,267,254,high
2019-03-01T06:00Z,278,263,high
2019-03-01T06:30Z,292,274,high
2019-03-01T07:00Z,305,281,high
2019-03-01T07:30Z,313,299,high
2019-03-01T08:00Z,317,315,high
2019-03-01T08:30Z,316,315,high
2019-03-01T09:00Z,314,311,high
2019-03-01T09:30Z,309,304,high
2019-03-01T10:00Z,306,298,high
2019-03-01T10:30Z,307,298,high
2019-03-01T11:00Z,306,302,high
2019-03-01T11:30Z,302,304,high
2019-03-01T12:00Z,301,302,high
2019-03-01T12:30Z,300,300,high
2019-03-01T13:00Z,297,301,high
2019-03-01T13:30Z,296,298,high
2019-03-01T14:00Z,301,295,high
2019-03-01T14:30Z,304,301,high
2019-03-01T15:00Z,305,303,high
2019-03-01T15:30Z,306,305,high
2019-03-01T16:00Z,303,304,high
2019-03-01T16:30Z,301,305,high
2019-03-01T17:00Z,301,300,high
2019-03-01T17:30Z,295,301,high
2019-03-01T18:00Z,287,301,high
2019-03-01T18:30Z,284,290,high
2019-03-01T19:00Z,284,282,high
2019-03-01T19:30Z,282,280,high
2019-03-01T20:00Z,279,284,high
2019-03-01T20:30Z,275,278,high
2019-03-01T21:00Z,263,275,high
2019-03-01T21:30Z,250,273,moderate
2019-03-01T22:00Z,245,260,moderate
2019-03-01T22:30Z,237,247,moderate
2019-03-01T23:00Z,225,243,moderate
2019-03-01T23:30Z,212,236,moderate
2019-03-02T00:00Z,211,220,moderate
2019-03-02T00:30Z,203,210,moderate
2019-03-02T01:00Z,202,202,moderate
2019-03-02T01:30Z,198,206,moderate
2019-03-02T02:00Z,199,203,moderate
2019-03-02T02:30Z,207,198,moderate
2019-03-02T03:00Z,206,207,moderate
2019-03-02T03:30Z,204,206,moderate
2019-03-02T04:00Z,200,200,moderate
2019-03-02T04:30Z,206,203,moderate
2019-03-02T05:00Z,209,203,moderate
2019-03-02T05:30Z,210,208,moderate
2019-03-02T06:00Z,216,212,moderate
2019-03-02T06:30Z,224,213,moderate
2019-03-02T07:00Z,223,223,moderate
2019-03-02T07:30Z,224,230,moderate
2019-03-02T08:00Z,219,225,moderate
2019-03-02T08:30Z,214,226,moderate
2019-03-02T09:00Z,207,228,moderate
2019-03-02T09:30Z,194,209,moderate
2019-03-02T10:00Z,181,200,moderate
2019-03-02T10:30Z,177,188,moderate
2019-03-02T11:00Z,167,172,moderate
2019-03-02T11:30Z,153,166,low
2019-03-02T12:00Z,143,158,low
2019-03-02T12:30Z,133,146,low
2019-03-02T13:00Z,129,137,low
2019-03-02T13:30Z,133,132,low
2019-03-02T14:00Z,139,128,low
2019-03-02T14:30Z,141,131,low
2019-03-02T15:00Z,139,137,low
2019-03-02T15:30Z,137,140,low
2019-03-02T16:00Z,143,132,low
2019-03-02T16:30Z,153,135,low
2019-03-02T17:00Z,166,144,moderate
2019-03-02T17:30Z,175,154,moderate
2019-03-02T18:00Z,178,169,moderate
2019-03-02T18:30Z,173,179,moderate
2019-03-02T19:00Z,168,186,moderate
2019-03-02T19:30Z,161,178,moderate
2019-03-02T20:00Z,154,162,low
2019-03-02T20:30Z,144,156,low
2019-03-02T21:00Z,130,149,low
2019-03-02T21:30Z,119,136,low
2019-03-02T22:00Z,109,122,low
2019-03-02T22:30Z,97,112,low
2019-03-02T23:00Z,90,104,low
2019-03-02T23:30Z,85,92,low
2019-03-03T00:00Z,86,89,low
2019-03-03T00:30Z,89,89,low
2019-03-03T01:00Z,90,87,low
2019-03-03T01:30Z,90,93,low
2019-03-03T02:00Z,88,97,low
2019-03-03T02:30Z,86,93,low
2019-03-03T03:00Z,86,96,low
2019-03-03T03:30Z,87,89,low
2019-03-03T04:00Z,88,90,low
2019-03-03T04:30Z,92,89,low
2019-03-03T05:00Z,92,93,low
2019-03-03T05:30Z,92,96,low
2019-03-03T06:00Z,99,95,low
2019-03-03T06:30Z,107,96,low
2019-03-03T07:00Z,109,106,low
2019-03-03T07:30Z,118,112,low
2019-03-03T08:00Z,137,109,low
2019-03-03T08:30Z,149,118,low
2019-03-03T09:00Z,156,143,low
2019-03-03T09:30Z,165,150,moderate
2019-03-03T10:00Z,170,155,moderate
2019-03-03T10:30Z,178,163,moderate
2019-03-03T11:00Z,186,170,moderate
2019-03-03T11:30Z,197,178,moderate
2019-03-03T12:00Z,203,187,moderate
2019-03-03T12:30Z,207,201,moderate
2019-03-03T13:00Z,212,204,moderate
2019-03-03T13:30Z,215,213,moderate
2019-03-03T14:00Z,215,217,moderate
2019-03-03T14:30Z,212,216,moderate
2019-03-03T15:00Z,205,214,moderate
2019-03-03T15:30Z,204,208,moderate
2019-03-03T16:00Z,205,202,moderate
2019-03-03T16:30Z,208,202,moderate
2019-03-03T17:00Z,210,205,moderate
2019-03-03T17:30Z,212,207,moderate
2019-03-03T18:00Z,216,211,moderate
2019-03-03T18:30Z,215,215,moderate
2019-03-03T19:00Z,213,216,moderate
2019-03-03T19:30Z,214,217,moderate
2019-03-03T20:00Z,210,217,moderate
2019-03-03T20:30Z,205,214,moderate
2019-03-03T21:00Z,197,205,moderate
2019-03-03T21:30Z,185,197,moderate
2019-03-03T22:00Z,167,192,moderate
2019-03-03T22:30Z,154,181,low
2019-03-03T23:00Z,137,159,low
2019-03-03T23:30Z,122,141,low
2019-03-04T00:00Z,120,130,low
2019-03-04T00:30Z,114,118,low
2019-03-04T01:00Z,116,109,low
2019-03-04T01:30Z,113,120,low
2019-03-04T02:00Z,110,122,low
2019-03-04T02:30Z,110,117,low
2019-03-04T03:00Z,116,121,low
2019-03-04T03:30Z,119,112,low
2019-03-04T04:00Z,118,121,low
2019-03-04T04:30Z,114,123,low
2019-03-04T05:00Z,124,119,low
2019-03-04T05:30Z,138,116,low
2019-03-04T06:00Z,151,133,low
2019-03-04T06:30Z,165,148,moderate
2019-03-04T07:00Z,175,155,moderate
2019-03-04T07:30Z,181,173,moderate
2019-03-04T08:00Z,176,180,moderate
2019-03-04T08:30Z,174,187,moderate
2019-03-04T09:00Z,171,174,moderate
2019-03-04T09:30Z,170,169,moderate
2019-03-04T10:00Z,168,166,moderate
2019-03-04T10:30Z,166,163,moderate
2019-03-04T11:00Z,163,161,moderate
2019-03-04T11:30Z,160,159,moderate
2019-03-04T12:00Z,162,155,moderate
2019-03-04T12:30Z,160,159,moderate
2019-03-04T13:00Z,160,161,moderate
2019-03-04T13:30Z,162,160,moderate
2019-03-04T14:00Z,161,163,moderate
2019-03-04T14:30Z,164,162,moderate
2019-03-04T15:00Z,167,161,moderate
2019-03-04T15:30Z,174,166,moderate
2019-03-04T16:00Z,184,166,moderate
