Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2023-02-01T00:00Z,68,68,low
2023-02-01T00:30Z,70,60,low
2023-02-01T01:00Z,78,61,low
2023-02-01T01:30Z,78,62,low
2023-02-01T02:00Z,68,61,low
2023-02-01T02:30Z,63,66,low
2023-02-01T03:00Z,60,69,low
2023-02-01T03:30Z,60,78,low
2023-02-01T04:00Z,56,56,low
2023-02-01T04:30Z,59,61,low
2023-02-01T05:00Z,58,68,low
2023-02-01T05:30Z,62,64,low
2023-02-01T06:00Z,70,64,low
2023-02-01T06:30Z,76,67,low
2023-02-01T07:00Z,92,74,low
2023-02-01T07:30Z,106,82,low
2023-02-01T08:00Z,106,88,low
2023-02-01T08:30Z,106,102,low
2023-02-01T09:00Z,106,96,low
2023-02-01T09:30Z,103,88,low
2023-02-01T10:00Z,100,100,low
2023-02-01T10:30Z,95,97,low
2023-02-01T11:00Z,94,97,low
2023-02-01T11:30Z,81,91,low
2023-02-01T12:00Z,83,93,low
2023-02-01T12:30Z,90,93,low
2023-02-01T13:00Z,92,93,low
2023-02-01T13:30Z,85,95,low
2023-02-01T14:00Z,88,92,low
2023-02-01T14:30Z,90,87,low
2023-02-01T15:00Z,90,89,low
2023-02-01T15:30Z,95,89,low
2023-02-01T16:00Z,102,93,low
2023-02-01T16:30Z,110,98,low
2023-02-01T17:00Z,120,109,moderate
2023-02-01T17:30Z,116,122,low
2023-02-01T18:00Z,116,126,low
2023-02-01T18:30Z,114,125,low
2023-02-01T19:00Z,113,116,low
2023-02-01T19:30Z,116,117,low
2023-02-01T20:00Z,110,108,low
2023-02-01T20:30Z,106,116,low
2023-02-01T21:00Z,97,111,low
2023-02-01T21:30Z,84,108,low
2023-02-01T22:00Z,69,96,low
2023-02-01T22:30Z,68,89,low
2023-02-01T23:00Z,66,69,low
2023-02-01T23:30Z,67,71,low
2023-02-02T00:00Z,64,70,low
2023-02-02T00:30Z,64,71,low
2023-02-02T01:00Z,64,73,low
2023-02-02T01:30Z,66,68,low
2023-02-02T02:00Z,65,60,low
2023-02-02T02:30Z,66,63,low
2023-02-02T03:00Z,66,65,low
2023-02-02T03:30Z,68,61,low
2023-02-02T04:00Z,65,61,low
2023-02-02T04:30Z,65,62,low
2023-02-02T05:00Z,64,64,low
2023-02-02T05:30Z,64,68,low
2023-02-02T06:00Z,65,65,low
2023-02-02T06:30Z,78,62,low
2023-02-02T07:00Z,101,65,low
2023-02-02T07:30Z,114,78,low
2023-02-02T08:00Z,119,73,low
2023-02-02T08:30Z,115,108,low
2023-02-02T09:00Z,111,113,low
2023-02-02T09:30Z,111,100,low
2023-02-02T10:00Z,105,100,low
2023-02-02T10:30Z,110,96,low
2023-02-02T11:00Z,112,97,low
2023-02-02T11:30Z,112,95,low
2023-02-02T12:00Z,112,110,low
2023-02-02T12:30Z,112,101,low
2023-02-02T13:00Z,113,82,low
2023-02-02T13:30Z,117,101,low
2023-02-02T14:00Z,117,104,low
2023-02-02T14:30Z,121,94,moderate
2023-02-02T15:00Z,123,92,moderate
2023-02-02T15:30Z,122,94,moderate
2023-02-02T16:00Z,129,97,moderate
2023-02-02T16:30Z,128,102,moderate
2023-02-02T17:00Z,132,111,moderate
2023-02-02T17:30Z,125,113,moderate
2023-02-02T18:00Z,121,111,moderate
2023-02-02T18:30Z,125,107,moderate
2023-02-02T19:00Z,124,98,moderate
2023-02-02T19:30Z,123,94,moderate
2023-02-02T20:00Z,117,87,low
2023-02-02T20:30Z,101,83,low
2023-02-02T21:00Z,92,80,low
2023-02-02T21:30Z,86,73,low
2023-02-02T22:00Z,76,70,low
2023-02-02T22:30Z,71,68,low
2023-02-02T23:00Z,67,65,low
2023-02-02T23:30Z,63,63,low
2023-02-03T00:00Z,64,60,low
2023-02-03T00:30Z,67,62,low
2023-02-03T01:00Z,70,63,low
2023-02-03T01:30Z,65,64,low
2023-02-03T02:00Z,60,65,low
2023-02-03T02:30Z,62,68,low
2023-02-03T03:00Z,62,70,low
2023-02-03T03:30Z,63,72,low
2023-02-03T04:00Z,60,72,low
2023-02-03T04:30Z,58,73,low
2023-02-03T05:00Z,60,74,low
2023-02-03T05:30Z,58,79,low
2023-02-03T06:00Z,61,83,low
2023-02-03T06:30Z,73,89,low
2023-02-03T07:00Z,95,95,low
2023-02-03T07:30Z,107,103,low
2023-02-03T08:00Z,125,111,moderate
2023-02-03T08:30Z,120,120,moderate
2023-02-03T09:00Z,121,122,moderate
2023-02-03T09:30Z,114,121,low
2023-02-03T10:00Z,113,120,low
2023-02-03T10:30Z,114,120,low
2023-02-03T11:00Z,119,117,low
2023-02-03T11:30Z,119,105,low
