Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2020-10-01T00:00Z,160,123,moderate
2020-10-01T00:30Z,164,132,moderate
2020-10-01T01:00Z,163,137,moderate
2020-10-01T01:30Z,165,146,moderate
2020-10-01T02:00Z,167,153,moderate
2020-10-01T02:30Z,169,160,moderate
2020-10-01T03:00Z,166,185,moderate
2020-10-01T03:30Z,174,186,moderate
2020-10-01T04:00Z,188,200,moderate
2020-10-01T04:30Z,217,198,moderate
2020-10-01T05:00Z,239,210,high
2020-10-01T05:30Z,262,239,high
2020-10-01T06:00Z,275,250,high
2020-10-01T06:30Z,289,223,high
2020-10-01T07:00Z,284,275,high
2020-10-01T07:30Z,276,276,high
2020-10-01T08:00Z,272,291,high
2020-10-01T08:30Z,267,284,high
2020-10-01T09:00Z,266,269,high
2020-10-01T09:30Z,260,259,high
2020-10-01T10:00Z,254,252,high
2020-10-01T10:30Z,250,254,high
2020-10-01T11:00Z,247,248,high
2020-10-01T11:30Z,242,249,high
2020-10-01T12:00Z,242,247,high
2020-10-01T12:30Z,239,249,high
2020-10-01T13:00Z,236,249,high
2020-10-01T13:30Z,236,245,high
2020-10-01T14:00Z,250,246,high
2020-10-01T14:30Z,268,247,high
2020-10-01T15:00Z,277,251,high
2020-10-01T15:30Z,291,263,high
2020-10-01T16:00Z,302,280,high
2020-10-01T16:30Z,306,285,high
2020-10-01T17:00Z,305,300,high
2020-10-01T17:30Z,307,309,high
2020-10-01T18:00Z,308,316,high
2020-10-01T18:30Z,308,314,high
2020-10-01T19:00Z,303,310,high
2020-10-01T19:30Z,294,311,high
2020-10-01T20:00Z,283,309,high
2020-10-01T20:30Z,267,300,high
2020-10-01T21:00Z,262,285,high
2020-10-01T21:30Z,229,274,moderate
2020-10-01T22:00Z,209,252,moderate
2020-10-01T22:30Z,199,245,moderate
2020-10-01T23:00Z,189,221,moderate
2020-10-01T23:30Z,175,198,moderate
2020-10-02T00:00Z,163,193,moderate
2020-10-02T00:30Z,160,184,moderate
2020-10-02T01:00Z,160,168,moderate
2020-10-02T01:30Z,150,157,moderate
2020-10-02T02:00Z,147,149,low
2020-10-02T02:30Z,141,145,low
2020-10-02T03:00Z,154,135,moderate
2020-10-02T03:30Z,147,131,low
2020-10-02T04:00Z,154,134,moderate
2020-10-02T04:30Z,160,151,moderate
2020-10-02T05:00Z,166,166,moderate
2020-10-02T05:30Z,182,183,moderate
2020-10-02T06:00Z,191,179,moderate
2020-10-02T06:30Z,193,167,moderate
2020-10-02T07:00Z,186,180,moderate
2020-10-02T07:30Z,180,186,moderate
2020-10-02T08:00Z,178,187,moderate
2020-10-02T08:30Z,181,181,moderate
2020-10-02T09:00Z,178,177,moderate
2020-10-02T09:30Z,177,176,moderate
2020-10-02T10:00Z,176,180,moderate
2020-10-02T10:30Z,166,177,moderate
2020-10-02T11:00Z,169,174,moderate
2020-10-02T11:30Z,171,173,moderate
2020-10-02T12:00Z,172,166,moderate
2020-10-02T12:30Z,170,168,moderate
2020-10-02T13:00Z,171,169,moderate
2020-10-02T13:30Z,170,170,moderate
2020-10-02T14:00Z,162,172,moderate
2020-10-02T14:30Z,165,177,moderate
2020-10-02T15:00Z,168,181,moderate
2020-10-02T15:30Z,176,173,moderate
2020-10-02T16:00Z,181,173,moderate
2020-10-02T16:30Z,183,174,moderate
2020-10-02T17:00Z,177,180,moderate
2020-10-02T17:30Z,176,186,moderate
2020-10-02T18:00Z,175,187,moderate
2020-10-02T18:30Z,172,182,moderate
2020-10-02T19:00Z,171,176,moderate
2020-10-02T19:30Z,162,172,moderate
2020-10-02T20:00Z,152,168,moderate
2020-10-02T20:30Z,146,166,low
2020-10-02T21:00Z,162,156,moderate
2020-10-02T21:30Z,135,153,low
2020-10-02T22:00Z,124,139,low
2020-10-02T22:30Z,110,130,low
2020-10-02T23:00Z,104,119,low
2020-10-02T23:30Z,97,117,low
2020-10-03T00:00Z,102,119,low
2020-10-03T00:30Z,108,112,low
2020-10-03T01:00Z,112,104,low
2020-10-03T01:30Z,111,105,low
2020-10-03T02:00Z,119,111,low
2020-10-03T02:30Z,118,118,low
2020-10-03T03:00Z,127,119,low
2020-10-03T03:30Z,127,123,low
2020-10-03T04:00Z,120,125,low
2020-10-03T04:30Z,116,135,low
2020-10-03T05:00Z,114,143,low
2020-10-03T05:30Z,129,145,low
2020-10-03T06:00Z,147,144,low
2020-10-03T06:30Z,165,147,moderate
2020-10-03T07:00Z,181,158,moderate
2020-10-03T07:30Z,183,167,moderate
2020-10-03T08:00Z,202,179,moderate
2020-10-03T08:30Z,182,189,moderate
2020-10-03T09:00Z,180,192,moderate
2020-10-03T09:30Z,176,192,moderate
2020-10-03T10:00Z,176,192,moderate
2020-10-03T10:30Z,178,190,moderate
2020-10-03T11:00Z,178,186,moderate
2020-10-03T11:30Z,181,185,moderate
2020-10-03T12:00Z,183,184,moderate
2020-10-03T12:30Z,179,183,moderate
2020-10-03T13:00Z,177,184,moderate
2020-10-03T13:30Z,177,183,moderate
