Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2018-01-01T00:00Z,155,154,low
2018-01-01T00:30Z,157,154,low
2018-01-01T01:00Z,164,159,low
2018-01-01T01:30Z,171,169,low
2018-01-01T02:00Z,172,170,low
2018-01-01T02:30Z,172,165,low
2018-01-01T03:00Z,170,159,low
2018-01-01T03:30Z,172,153,low
2018-01-01T04:00Z,166,140,low
2018-01-01T04:30Z,157,130,low
2018-01-01T05:00Z,154,120,low
2018-01-01T05:30Z,159,113,low
2018-01-01T06:00Z,161,109,low
2018-01-01T06:30Z,176,105,low
2018-01-01T07:00Z,181,106,moderate
2018-01-01T07:30Z,178,106,low
2018-01-01T08:00Z,178,107,low
2018-01-01T08:30Z,182,107,moderate
2018-01-01T09:00Z,192,122,moderate
2018-01-01T09:30Z,197,131,moderate
2018-01-01T10:00Z,208,139,moderate
2018-01-01T10:30Z,210,148,moderate
2018-01-01T11:00Z,220,160,moderate
2018-01-01T11:30Z,229,171,moderate
2018-01-01T12:00Z,232,186,moderate
2018-01-01T12:30Z,234,202,moderate
2018-01-01T13:00Z,238,214,moderate
2018-01-01T13:30Z,242,229,moderate
2018-01-01T14:00Z,248,233,moderate
2018-01-01T14:30Z,252,236,moderate
2018-01-01T15:00Z,261,240,moderate
2018-01-01T15:30Z,259,241,moderate
2018-01-01T16:00Z,259,238,moderate
2018-01-01T16:30Z,257,253,moderate
2018-01-01T17:00Z,259,255,moderate
2018-01-01T17:30Z,252,255,moderate
2018-01-01T18:00Z,252,257,moderate
2018-01-01T18:30Z,249,253,moderate
2018-01-01T19:00Z,248,245,moderate
2018-01-01T19:30Z,243,233,moderate
2018-01-01T20:00Z,227,225,moderate
2018-01-01T20:30Z,215,214,moderate
2018-01-01T21:00Z,208,208,moderate
2018-01-01T21:30Z,204,207,moderate
2018-01-01T22:00Z,196,201,moderate
2018-01-01T22:30Z,188,194,moderate
2018-01-01T23:00Z,174,184,low
2018-01-01T23:30Z,171,174,low
2018-01-02T00:00Z,175,162,low
2018-01-02T00:30Z,175,143,low
2018-01-02T01:00Z,184,151,moderate
2018-01-02T01:30Z,191,163,moderate
2018-01-02T02:00Z,198,173,moderate
2018-01-02T02:30Z,205,182,moderate
2018-01-02T03:00Z,214,191,moderate
2018-01-02T03:30Z,227,203,moderate
2018-01-02T04:00Z,230,210,moderate
2018-01-02T04:30Z,240,217,moderate
2018-01-02T05:00Z,244,225,moderate
2018-01-02T05:30Z,246,244,moderate
2018-01-02T06:00Z,243,258,moderate
2018-01-02T06:30Z,246,285,moderate
2018-01-02T07:00Z,253,306,moderate
2018-01-02T07:30Z,262,318,moderate
2018-01-02T08:00Z,269,332,moderate
