Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2017-12-01T00:00Z,307,269,high
2017-12-01T00:30Z,312,274,high
2017-12-01T01:00Z,329,282,high
2017-12-01T01:30Z,333,304,high
2017-12-01T02:00Z,327,302,high
2017-12-01T02:30Z,325,312,high
2017-12-01T03:00Z,330,309,high
2017-12-01T03:30Z,334,310,high
2017-12-01T04:00Z,341,306,high
2017-12-01T04:30Z,343,300,high
2017-12-01T05:00Z,348,302,high
2017-12-01T05:30Z,352,315,high
2017-12-01T06:00Z,357,324,high
2017-12-01T06:30Z,370,359,high
2017-12-01T07:00Z,380,375,high
2017-12-01T07:30Z,398,393,high
2017-12-01T08:00Z,412,411,very high
2017-12-01T08:30Z,416,394,very high
2017-12-01T09:00Z,418,394,very high
2017-12-01T09:30Z,412,385,very high
2017-12-01T10:00Z,412,383,very high
2017-12-01T10:30Z,411,390,very high
2017-12-01T11:00Z,413,388,very high
2017-12-01T11:30Z,418,396,very high
2017-12-01T12:00Z,421,392,very high
2017-12-01T12:30Z,422,393,very high
2017-12-01T13:00Z,422,394,very high
2017-12-01T13:30Z,421,402,very high
2017-12-01T14:00Z,423,408,very high
2017-12-01T14:30Z,428,416,very high
2017-12-01T15:00Z,444,420,very high
2017-12-01T15:30Z,454,422,very high
2017-12-01T16:00Z,458,429,very high
2017-12-01T16:30Z,443,417,very high
2017-12-01T17:00Z,438,415,very high
2017-12-01T17:30Z,429,412,very high
2017-12-01T18:00Z,432,410,very high
2017-12-01T18:30Z,443,430,very high
2017-12-01T19:00Z,440,436,very high
2017-12-01T19:30Z,448,430,very high
2017-12-01T20:00Z,451,427,very high
2017-12-01T20:30Z,444,419,very high
2017-12-01T21:00Z,436,417,very high
2017-12-01T21:30Z,417,417,very high
2017-12-01T22:00Z,406,405,very high
2017-12-01T22:30Z,394,398,high
2017-12-01T23:00Z,381,381,high
2017-12-01T23:30Z,385,368,high
2017-12-02T00:00Z,384,369,high
2017-12-02T00:30Z,372,367,high
2017-12-02T01:00Z,381,370,high
2017-12-02T01:30Z,386,384,high
2017-12-02T02:00Z,383,384,high
2017-12-02T02:30Z,377,383,high
2017-12-02T03:00Z,370,380,high
2017-12-02T03:30Z,366,372,high
2017-12-02T04:00Z,364,362,high
2017-12-02T04:30Z,374,362,high
2017-12-02T05:00Z,379,372,high
2017-12-02T05:30Z,393,389,high
2017-12-02T06:00Z,398,396,high
2017-12-02T06:30Z,395,397,high
2017-12-02T07:00Z,388,385,high
2017-12-02T07:30Z,391,384,high
2017-12-02T08:00Z,397,391,high
2017-12-02T08:30Z,396,396,high
2017-12-02T09:00Z,405,411,very high
2017-12-02T09:30Z,402,423,very high
2017-12-02T10:00Z,399,431,high
2017-12-02T10:30Z,394,430,high
2017-12-02T11:00Z,392,427,high
2017-12-02T11:30Z,396,412,high
2017-12-02T12:00Z,398,410,high
2017-12-02T12:30Z,398,390,high
2017-12-02T13:00Z,399,387,high
2017-12-02T13:30Z,398,387,high
2017-12-02T14:00Z,401,385,very high
2017-12-02T14:30Z,404,402,very high
2017-12-02T15:00Z,406,403,very high
2017-12-02T15:30Z,411,419,very high
2017-12-02T16:00Z,418,416,very high
2017-12-02T16:30Z,411,401,very high
2017-12-02T17:00Z,408,400,very high
2017-12-02T17:30Z,397,392,high
2017-12-02T18:00Z,398,394,high
2017-12-02T18:30Z,410,407,very high
2017-12-02T19:00Z,408,409,very high
2017-12-02T19:30Z,416,412,very high
2017-12-02T20:00Z,411,408,very high
2017-12-02T20:30Z,404,403,very high
2017-12-02T21:00Z,393,399,high
2017-12-02T21:30Z,382,392,high
2017-12-02T22:00Z,373,380,high
2017-12-02T22:30Z,365,367,high
2017-12-02T23:00Z,362,352,high
2017-12-02T23:30Z,349,331,high
2017-12-03T00:00Z,345,322,high
2017-12-03T00:30Z,351,318,high
2017-12-03T01:00Z,352,322,high
2017-12-03T01:30Z,342,342,high
2017-12-03T02:00Z,344,335,high
2017-12-03T02:30Z,328,340,high
2017-12-03T03:00Z,324,335,high
2017-12-03T03:30Z,319,327,high
2017-12-03T04:00Z,311,321,high
2017-12-03T04:30Z,311,306,high
2017-12-03T05:00Z,311,305,high
