Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2019-01-01T00:00Z,112,116,low
2019-01-01T00:30Z,111,113,low
2019-01-01T01:00Z,114,106,low
2019-01-01T01:30Z,107,115,low
2019-01-01T02:00Z,107,116,low
2019-01-01T02:30Z,114,107,low
2019-01-01T03:00Z,112,111,low
2019-01-01T03:30Z,108,117,low
2019-01-01T04:00Z,109,117,low
2019-01-01T04:30Z,112,110,low
2019-01-01T05:00Z,116,114,low
2019-01-01T05:30Z,123,118,low
2019-01-01T06:00Z,131,123,low
2019-01-01T06:30Z,138,132,low
2019-01-01T07:00Z,133,139,low
2019-01-01T07:30Z,127,143,low
2019-01-01T08:00Z,136,129,low
2019-01-01T08:30Z,150,129,low
2019-01-01T09:00Z,169,139,moderate
2019-01-01T09:30Z,183,157,moderate
2019-01-01T10:00Z,188,181,moderate
2019-01-01T10:30Z,194,193,moderate
2019-01-01T11:00Z,205,195,moderate
2019-01-01T11:30Z,208,200,moderate
2019-01-01T12:00Z,211,208,moderate
2019-01-01T12:30Z,216,209,moderate
2019-01-01T13:00Z,226,208,moderate
2019-01-01T13:30Z,231,218,moderate
2019-01-01T14:00Z,233,228,moderate
2019-01-01T14:30Z,241,232,moderate
2019-01-01T15:00Z,248,236,moderate
2019-01-01T15:30Z,258,247,moderate
2019-01-01T16:00Z,279,251,high
2019-01-01T16:30Z,295,263,high
2019-01-01T17:00Z,294,292,high
2019-01-01T17:30Z,295,304,high
2019-01-01T18:00Z,296,298,high
2019-01-01T18:30Z,299,302,high
2019-01-01T19:00Z,292,299,high
2019-01-01T19:30Z,278,294,high
2019-01-01T20:00Z,275,282,high
2019-01-01T20:30Z,268,272,high
2019-01-01T21:00Z,262,270,high
2019-01-01T21:30Z,254,263,moderate
2019-01-01T22:00Z,256,258,moderate
2019-01-01T22:30Z,259,250,moderate
2019-01-01T23:00Z,249,258,moderate
2019-01-01T23:30Z,238,256,moderate
2019-01-02T00:00Z,238,243,moderate
2019-01-02T00:30Z,242,239,moderate
2019-01-02T01:00Z,249,235,moderate
2019-01-02T01:30Z,251,248,moderate
2019-01-02T02:00Z,257,257,moderate
2019-01-02T02:30Z,260,256,high
2019-01-02T03:00Z,261,258,high
2019-01-02T03:30Z,263,261,high
2019-01-02T04:00Z,258,264,moderate
2019-01-02T04:30Z,264,266,high
2019-01-02T05:00Z,264,260,high
2019-01-02T05:30Z,272,264,high
2019-01-02T06:00Z,282,270,high
2019-01-02T06:30Z,296,279,high
2019-01-02T07:00Z,319,283,high
2019-01-02T07:30Z,334,309,high
2019-01-02T08:00Z,330,344,high
2019-01-02T08:30Z,327,344,high
2019-01-02T09:00Z,331,324,high
2019-01-02T09:30Z,338,320,high
2019-01-02T10:00Z,342,326,high
2019-01-02T10:30Z,342,338,high
2019-01-02T11:00Z,341,341,high
2019-01-02T11:30Z,342,338,high
2019-01-02T12:00Z,343,336,high
2019-01-02T12:30Z,346,340,high
2019-01-02T13:00Z,352,342,high
2019-01-02T13:30Z,355,347,high
2019-01-02T14:00Z,360,351,very high
2019-01-02T14:30Z,371,354,very high
2019-01-02T15:00Z,378,363,very high
2019-01-02T15:30Z,380,377,very high
2019-01-02T16:00Z,384,380,very high
2019-01-02T16:30Z,388,385,very high
2019-01-02T17:00Z,385,390,very high
2019-01-02T17:30Z,379,392,very high
2019-01-02T18:00Z,377,388,very high
2019-01-02T18:30Z,378,374,very high
2019-01-02T19:00Z,383,369,very high
2019-01-02T19:30Z,390,374,very high
2019-01-02T20:00Z,394,385,very high
2019-01-02T20:30Z,392,395,very high
2019-01-02T21:00Z,379,398,very high
2019-01-02T21:30Z,359,392,high
2019-01-02T22:00Z,343,375,high
2019-01-02T22:30Z,329,351,high
2019-01-02T23:00Z,320,340,high
2019-01-02T23:30Z,315,330,high
2019-01-03T00:00Z,316,321,high
2019-01-03T00:30Z,317,317,high
2019-01-03T01:00Z,315,307,high
2019-01-03T01:30Z,314,324,high
2019-01-03T02:00Z,321,321,high
2019-01-03T02:30Z,328,322,high
2019-01-03T03:00Z,329,329,high
2019-01-03T03:30Z,329,328,high
2019-01-03T04:00Z,328,334,high
2019-01-03T04:30Z,327,333,high
2019-01-03T05:00Z,332,330,high
2019-01-03T05:30Z,339,327,high
2019-01-03T06:00Z,340,337,high
2019-01-03T06:30Z,347,342,high
2019-01-03T07:00Z,355,343,high
2019-01-03T07:30Z,371,354,very high
2019-01-03T08:00Z,379,362,very high
2019-01-03T08:30Z,392,378,very high
2019-01-03T09:00Z,402,376,very high
2019-01-03T09:30Z,409,384,very high
2019-01-03T10:00Z,409,402,very high
2019-01-03T10:30Z,407,403,very high
2019-01-03T11:00Z,407,406,very high
2019-01-03T11:30Z,407,404,very high
2019-01-03T12:00Z,404,404,very high
2019-01-03T12:30Z,397,404,very high
