Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2017-09-11T23:30Z,140,134,low
2017-09-12T00:00Z,144,143,low
2017-09-12T00:30Z,142,137,low
2017-09-12T01:00Z,140,134,low
2017-09-12T01:30Z,139,133,low
2017-09-12T02:00Z,137,122,low
2017-09-12T02:30Z,132,121,low
2017-09-12T03:00Z,131,119,low
2017-09-12T03:30Z,133,121,low
2017-09-12T04:00Z,132,122,low
2017-09-12T04:30Z,136,122,low
2017-09-12T05:00Z,144,130,low
2017-09-12T05:30Z,152,133,low
2017-09-12T06:00Z,172,148,low
2017-09-12T06:30Z,188,171,low
2017-09-12T07:00Z,212,192,moderate
2017-09-12T07:30Z,217,208,moderate
2017-09-12T08:00Z,218,216,moderate
2017-09-12T08:30Z,209,215,moderate
2017-09-12T09:00Z,206,210,moderate
2017-09-12T09:30Z,207,206,moderate
2017-09-12T10:00Z,207,190,moderate
2017-09-12T10:30Z,202,186,moderate
2017-09-12T11:00Z,203,181,moderate
2017-09-12T11:30Z,206,184,moderate
2017-09-12T12:00Z,209,196,moderate
2017-09-12T12:30Z,205,197,moderate
2017-09-12T13:00Z,207,211,moderate
2017-09-12T13:30Z,211,212,moderate
2017-09-12T14:00Z,215,206,moderate
2017-09-12T14:30Z,218,209,moderate
2017-09-12T15:00Z,224,200,moderate
2017-09-12T15:30Z,240,207,moderate
2017-09-12T16:00Z,254,217,moderate
2017-09-12T16:30Z,262,227,moderate
2017-09-12T17:00Z,269,254,moderate
2017-09-12T17:30Z,272,260,moderate
2017-09-12T18:00Z,278,279,moderate
2017-09-12T18:30Z,280,282,moderate
2017-09-12T19:00Z,282,277,moderate
2017-09-12T19:30Z,281,274,moderate
2017-09-12T20:00Z,276,253,moderate
2017-09-12T20:30Z,274,250,moderate
2017-09-12T21:00Z,267,242,moderate
2017-09-12T21:30Z,263,235,moderate
2017-09-12T22:00Z,250,234,moderate
2017-09-12T22:30Z,226,216,moderate
2017-09-12T23:00Z,205,212,moderate
2017-09-12T23:30Z,190,195,low
2017-09-13T00:00Z,170,182,low
2017-09-13T00:30Z,157,181,low
2017-09-13T01:00Z,150,172,low
2017-09-13T01:30Z,151,168,low
