Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2023-03-01T00:00Z,223,222,high
2023-03-01T00:30Z,218,233,high
2023-03-01T01:00Z,220,231,high
2023-03-01T01:30Z,222,230,high
2023-03-01T02:00Z,224,227,high
2023-03-01T02:30Z,224,208,high
2023-03-01T03:00Z,220,220,high
2023-03-01T03:30Z,218,212,high
2023-03-01T04:00Z,219,213,high
2023-03-01T04:30Z,221,213,high
2023-03-01T05:00Z,219,219,high
2023-03-01T05:30Z,216,220,high
2023-03-01T06:00Z,217,228,high
2023-03-01T06:30Z,221,226,high
2023-03-01T07:00Z,233,258,high
2023-03-01T07:30Z,235,256,high
2023-03-01T08:00Z,235,238,high
2023-03-01T08:30Z,230,247,high
2023-03-01T09:00Z,229,235,high
2023-03-01T09:30Z,228,235,high
2023-03-01T10:00Z,222,227,high
2023-03-01T10:30Z,223,228,high
2023-03-01T11:00Z,226,219,high
2023-03-01T11:30Z,227,222,high
2023-03-01T12:00Z,225,218,high
2023-03-01T12:30Z,225,216,high
2023-03-01T13:00Z,226,213,high
2023-03-01T13:30Z,221,229,high
2023-03-01T14:00Z,225,228,high
2023-03-01T14:30Z,226,228,high
2023-03-01T15:00Z,227,229,high
2023-03-01T15:30Z,234,231,high
2023-03-01T16:00Z,238,238,high
2023-03-01T16:30Z,244,241,high
2023-03-01T17:00Z,239,242,high
2023-03-01T17:30Z,239,253,high
2023-03-01T18:00Z,238,244,high
2023-03-01T18:30Z,234,253,high
2023-03-01T19:00Z,238,247,high
2023-03-01T19:30Z,245,237,high
2023-03-01T20:00Z,246,239,high
2023-03-01T20:30Z,248,245,high
2023-03-01T21:00Z,244,245,high
2023-03-01T21:30Z,246,248,high
2023-03-01T22:00Z,242,242,high
2023-03-01T22:30Z,243,222,high
2023-03-01T23:00Z,237,229,high
2023-03-01T23:30Z,230,228,high
2023-03-02T00:00Z,230,235,high
2023-03-02T00:30Z,232,231,high
2023-03-02T01:00Z,237,235,high
2023-03-02T01:30Z,237,241,high
2023-03-02T02:00Z,238,238,high
2023-03-02T02:30Z,239,234,high
2023-03-02T03:00Z,236,228,high
2023-03-02T03:30Z,234,241,high
2023-03-02T04:00Z,233,241,high
2023-03-02T04:30Z,239,235,high
2023-03-02T05:00Z,240,238,high
2023-03-02T05:30Z,240,240,high
2023-03-02T06:00Z,243,239,high
2023-03-02T06:30Z,250,257,high
2023-03-02T07:00Z,254,249,high
2023-03-02T07:30Z,256,247,high
2023-03-02T08:00Z,255,254,high
2023-03-02T08:30Z,254,254,high
2023-03-02T09:00Z,252,254,high
2023-03-02T09:30Z,256,253,high
2023-03-02T10:00Z,251,250,high
2023-03-02T10:30Z,247,253,high
2023-03-02T11:00Z,242,252,high
2023-03-02T11:30Z,235,246,high
2023-03-02T12:00Z,235,244,high
2023-03-02T12:30Z,232,239,high
2023-03-02T13:00Z,230,235,high
2023-03-02T13:30Z,233,230,high
2023-03-02T14:00Z,234,235,high
2023-03-02T14:30Z,234,238,high
2023-03-02T15:00Z,236,241,high
2023-03-02T15:30Z,237,239,high
2023-03-02T16:00Z,245,241,high
2023-03-02T16:30Z,257,244,high
2023-03-02T17:00Z,261,252,high
2023-03-02T17:30Z,256,263,high
2023-03-02T18:00Z,257,264,high
2023-03-02T18:30Z,258,253,high
2023-03-02T19:00Z,254,254,high
2023-03-02T19:30Z,252,260,high
2023-03-02T20:00Z,260,257,high
2023-03-02T20:30Z,267,254,high
2023-03-02T21:00Z,269,260,high
2023-03-02T21:30Z,270,266,high
2023-03-02T22:00Z,265,262,high
2023-03-02T22:30Z,262,268,high
2023-03-02T23:00Z,259,262,high
2023-03-02T23:30Z,256,260,high
2023-03-03T00:00Z,255,250,high
2023-03-03T00:30Z,253,255,high
2023-03-03T01:00Z,255,256,high
2023-03-03T01:30Z,254,259,high
2023-03-03T02:00Z,255,251,high
2023-03-03T02:30Z,256,252,high
2023-03-03T03:00Z,256,251,high
2023-03-03T03:30Z,257,254,high
2023-03-03T04:00Z,254,257,high
2023-03-03T04:30Z,256,253,high
2023-03-03T05:00Z,255,257,high
2023-03-03T05:30Z,256,261,high
2023-03-03T06:00Z,258,260,high
2023-03-03T06:30Z,256,263,high
2023-03-03T07:00Z,260,266,high
2023-03-03T07:30Z,260,254,high
2023-03-03T08:00Z,258,257,high
2023-03-03T08:30Z,255,258,high
2023-03-03T09:00Z,257,254,high
2023-03-03T09:30Z,248,248,high
2023-03-03T10:00Z,244,257,high
2023-03-03T10:30Z,242,249,high
2023-03-03T11:00Z,244,245,high
2023-03-03T11:30Z,242,242,high
2023-03-03T12:00Z,243,244,high
2023-03-03T12:30Z,241,244,high
2023-03-03T13:00Z,243,246,high
2023-03-03T13:30Z,241,244,high
2023-03-03T14:00Z,239,244,high
2023-03-03T14:30Z,239,243,high
2023-03-03T15:00Z,240,240,high
2023-03-03T15:30Z,248,242,high
2023-03-03T16:00Z,250,243,high
2023-03-03T16:30Z,252,251,high
2023-03-03T17:00Z,250,253,high
2023-03-03T17:30Z,245,254,high
2023-03-03T18:00Z,246,252,high
2023-03-03T18:30Z,242,251,high
2023-03-03T19:00Z,240,247,high
2023-03-03T19:30Z,243,249,high
2023-03-03T20:00Z,247,249,high
2023-03-03T20:30Z,258,253,high
2023-03-03T21:00Z,260,249,high
2023-03-03T21:30Z,262,257,high
2023-03-03T22:00Z,252,258,high
