from,intensity.forecast,intensity.actual
2023-03-13T04:30Z,59,58.0
2023-03-13T05:00Z,62,62.0
2023-03-13T05:30Z,59,68.0
2023-03-13T06:00Z,64,69.0
2023-03-13T06:30Z,68,78.0
2023-03-13T07:00Z,64,57.0
2023-03-13T07:30Z,76,57.0
2023-03-13T08:00Z,57,54.0
2023-03-13T08:30Z,53,61.0
2023-03-13T09:00Z,52,55.0
2023-03-13T09:30Z,56,46.0
2023-03-13T10:00Z,50,45.0
2023-03-13T10:30Z,44,46.0
2023-03-13T11:00Z,44,47.0
2023-03-13T11:30Z,47,51.0
2023-03-13T12:00Z,47,54.0
2023-03-13T12:30Z,51,55.0
2023-03-13T13:00Z,51,55.0
2023-03-13T13:30Z,55,56.0
2023-03-13T14:00Z,55,55.0
2023-03-13T14:30Z,55,52.0
2023-03-13T15:00Z,55,50.0
2023-03-13T15:30Z,57,54.0
2023-03-13T16:00Z,54,63.0
2023-03-13T16:30Z,55,69.0
2023-03-13T17:00Z,64,72.0
2023-03-13T17:30Z,72,77.0
2023-03-13T18:00Z,72,80.0
2023-03-13T18:30Z,76,81.0
2023-03-13T19:00Z,77,78.0
2023-03-13T19:30Z,74,72.0
2023-03-13T20:00Z,75,69.0
2023-03-13T20:30Z,70,68.0
2023-03-13T21:00Z,67,64.0
2023-03-13T21:30Z,69,58.0
2023-03-13T22:00Z,64,65.0
2023-03-13T22:30Z,57,67.0
2023-03-13T23:00Z,69,72.0
2023-03-13T23:30Z,75,79.0
2023-03-14T00:00Z,76,81.0
2023-03-14T00:30Z,81,84.0
2023-03-14T01:00Z,82,81.0
2023-03-14T01:30Z,82,72.0
2023-03-14T02:00Z,80,68.0
2023-03-14T02:30Z,70,72.0
2023-03-14T03:00Z,68,
2023-03-14T03:30Z,72,
2023-03-14T04:00Z,79,
