from,intensity.forecast,intensity.actual
2023-03-15T22:00Z,140,94
2023-03-15T22:30Z,115,79
2023-03-15T23:00Z,100,68
2023-03-15T23:30Z,79,61
2023-03-16T00:00Z,71,61
2023-03-16T00:30Z,66,63
2023-03-16T01:00Z,63,61
2023-03-16T01:30Z,62,61
2023-03-16T02:00Z,64,61
2023-03-16T02:30Z,59,62
2023-03-16T03:00Z,68,59
2023-03-16T03:30Z,67,59
2023-03-16T04:00Z,72,63
2023-03-16T04:30Z,75,64
2023-03-16T05:00Z,67,68
2023-03-16T05:30Z,71,74
2023-03-16T06:00Z,73,87
2023-03-16T06:30Z,76,102
2023-03-16T07:00Z,88,108
2023-03-16T07:30Z,99,116
2023-03-16T08:00Z,116,110
2023-03-16T08:30Z,116,113
2023-03-16T09:00Z,116,107
2023-03-16T09:30Z,114,106
2023-03-16T10:00Z,109,101
2023-03-16T10:30Z,107,97
2023-03-16T11:00Z,98,95
2023-03-16T11:30Z,99,94
2023-03-16T12:00Z,95,95
2023-03-16T12:30Z,94,95
2023-03-16T13:00Z,100,98
2023-03-16T13:30Z,99,100
2023-03-16T14:00Z,103,104
2023-03-16T14:30Z,104,109
2023-03-16T15:00Z,107,113
2023-03-16T15:30Z,117,115
2023-03-16T16:00Z,120,126
2023-03-16T16:30Z,119,136
2023-03-16T17:00Z,131,139
2023-03-16T17:30Z,138,139
2023-03-16T18:00Z,140,145
2023-03-16T18:30Z,142,147
2023-03-16T19:00Z,140,145
2023-03-16T19:30Z,144,144
2023-03-16T20:00Z,144,139
2023-03-16T20:30Z,140,136
2023-03-16T21:00Z,137,123
2023-03-16T21:30Z,135,106
