from,intensity.forecast,intensity.actual
2023-03-15T01:00Z,178,184
2023-03-15T01:30Z,188,183
2023-03-15T02:00Z,197,185
2023-03-15T02:30Z,189,184
2023-03-15T03:00Z,191,183
2023-03-15T03:30Z,200,185
2023-03-15T04:00Z,218,199
2023-03-15T04:30Z,195,203
2023-03-15T05:00Z,210,231
2023-03-15T05:30Z,217,242
2023-03-15T06:00Z,250,244
2023-03-15T06:30Z,246,251
2023-03-15T07:00Z,248,240
2023-03-15T07:30Z,253,241
2023-03-15T08:00Z,244,246
2023-03-15T08:30Z,241,246
2023-03-15T09:00Z,241,241
2023-03-15T09:30Z,246,233
2023-03-15T10:00Z,241,230
2023-03-15T10:30Z,236,225
2023-03-15T11:00Z,228,213
2023-03-15T11:30Z,228,211
2023-03-15T12:00Z,217,207
2023-03-15T12:30Z,215,207
2023-03-15T13:00Z,211,209
2023-03-15T13:30Z,211,209
2023-03-15T14:00Z,209,209
2023-03-15T14:30Z,207,207
2023-03-15T15:00Z,207,210
2023-03-15T15:30Z,210,207
2023-03-15T16:00Z,206,205
2023-03-15T16:30Z,211,206
2023-03-15T17:00Z,211,205
2023-03-15T17:30Z,211,204
2023-03-15T18:00Z,203,204
2023-03-15T18:30Z,202,200
2023-03-15T19:00Z,196,200
2023-03-15T19:30Z,180,195
2023-03-15T20:00Z,177,193
2023-03-15T20:30Z,178,175
2023-03-15T21:00Z,174,152
2023-03-15T21:30Z,158,126
2023-03-15T22:00Z,140,103
2023-03-15T22:30Z,115,84
2023-03-15T23:00Z,100,73
2023-03-15T23:30Z,79,66
2023-03-16T00:00Z,71,65
2023-03-16T00:30Z,66,67
