from,intensity.forecast,intensity.actual
2023-03-14T02:00Z,80,69.0
2023-03-14T02:30Z,70,73.0
2023-03-14T03:00Z,68,76.0
2023-03-14T03:30Z,72,78.0
2023-03-14T04:00Z,79,82.0
2023-03-14T04:30Z,74,83.0
2023-03-14T05:00Z,78,83.0
2023-03-14T05:30Z,88,86.0
2023-03-14T06:00Z,92,91.0
2023-03-14T06:30Z,89,99.0
2023-03-14T07:00Z,95,103.0
2023-03-14T07:30Z,95,115.0
2023-03-14T08:00Z,105,117.0
2023-03-14T08:30Z,114,111.0
2023-03-14T09:00Z,112,108.0
2023-03-14T09:30Z,101,101.0
2023-03-14T10:00Z,98,101.0
2023-03-14T10:30Z,95,99.0
2023-03-14T11:00Z,89,100.0
2023-03-14T11:30Z,93,102.0
2023-03-14T12:00Z,99,98.0
2023-03-14T12:30Z,100,92.0
2023-03-14T13:00Z,95,87.0
2023-03-14T13:30Z,94,90.0
2023-03-14T14:00Z,88,100.0
2023-03-14T14:30Z,91,107.0
2023-03-14T15:00Z,105,122.0
2023-03-14T15:30Z,116,132.0
2023-03-14T16:00Z,144,140.0
2023-03-14T16:30Z,156,148.0
2023-03-14T17:00Z,152,166.0
2023-03-14T17:30Z,164,182.0
2023-03-14T18:00Z,170,196.0
2023-03-14T18:30Z,188,202.0
2023-03-14T19:00Z,190,202.0
2023-03-14T19:30Z,207,205.0
2023-03-14T20:00Z,200,207.0
2023-03-14T20:30Z,208,212.0
2023-03-14T21:00Z,199,210.0
2023-03-14T21:30Z,216,208.0
2023-03-14T22:00Z,206,207.0
2023-03-14T22:30Z,211,200.0
2023-03-14T23:00Z,207,185.0
2023-03-14T23:30Z,197,179.0
2023-03-15T00:00Z,185,178.0
2023-03-15T00:30Z,178,182.0
2023-03-15T01:00Z,178,179.0
2023-03-15T01:30Z,188,
