from,intensity.forecast,intensity.actual
2023-03-26T17:30Z,153,152.0
2023-03-26T18:00Z,150,160.0
2023-03-26T18:30Z,160,161.0
2023-03-26T19:00Z,164,156.0
2023-03-26T19:30Z,161,154.0
2023-03-26T20:00Z,163,157.0
2023-03-26T20:30Z,148,152.0
2023-03-26T21:00Z,161,148.0
2023-03-26T21:30Z,144,141.0
2023-03-26T22:00Z,150,153.0
2023-03-26T22:30Z,141,147.0
2023-03-26T23:00Z,151,136.0
2023-03-26T23:30Z,153,134.0
2023-03-27T00:00Z,141,130.0
2023-03-27T00:30Z,140,129.0
2023-03-27T01:00Z,132,130.0
2023-03-27T01:30Z,132,126.0
2023-03-27T02:00Z,142,125.0
2023-03-27T02:30Z,124,126.0
2023-03-27T03:00Z,137,127.0
2023-03-27T03:30Z,135,132.0
2023-03-27T04:00Z,140,155.0
2023-03-27T04:30Z,147,168.0
2023-03-27T05:00Z,176,199.0
2023-03-27T05:30Z,192,211.0
2023-03-27T06:00Z,209,212.0
2023-03-27T06:30Z,227,216.0
2023-03-27T07:00Z,219,208.0
2023-03-27T07:30Z,222,208.0
2023-03-27T08:00Z,215,202.0
2023-03-27T08:30Z,212,196.0
2023-03-27T09:00Z,208,201.0
2023-03-27T09:30Z,201,194.0
2023-03-27T10:00Z,205,182.0
2023-03-27T10:30Z,202,187.0
2023-03-27T11:00Z,204,186.0
2023-03-27T11:30Z,190,181.0
2023-03-27T12:00Z,193,180.0
2023-03-27T12:30Z,183,180.0
2023-03-27T13:00Z,187,186.0
2023-03-27T13:30Z,189,184.0
2023-03-27T14:00Z,193,186.0
2023-03-27T14:30Z,190,191.0
2023-03-27T15:00Z,192,199.0
2023-03-27T15:30Z,203,210.0
2023-03-27T16:00Z,207,216.0
2023-03-27T16:30Z,219,225.0
2023-03-27T17:00Z,223,
