from,intensity.forecast,intensity.actual
2023-03-20T21:00Z,182,190
2023-03-20T21:30Z,176,172
2023-03-20T22:00Z,177,153
2023-03-20T22:30Z,166,136
2023-03-20T23:00Z,146,103
2023-03-20T23:30Z,123,90
2023-03-21T00:00Z,96,84
2023-03-21T00:30Z,87,87
2023-03-21T01:00Z,85,88
2023-03-21T01:30Z,87,89
2023-03-21T02:00Z,83,83
2023-03-21T02:30Z,81,79
2023-03-21T03:00Z,84,88
2023-03-21T03:30Z,76,89
2023-03-21T04:00Z,86,86
2023-03-21T04:30Z,87,83
2023-03-21T05:00Z,84,88
2023-03-21T05:30Z,86,95
2023-03-21T06:00Z,90,110
2023-03-21T06:30Z,93,126
2023-03-21T07:00Z,104,127
2023-03-21T07:30Z,105,129
2023-03-21T08:00Z,124,120
2023-03-21T08:30Z,114,118
2023-03-21T09:00Z,114,110
2023-03-21T09:30Z,107,105
2023-03-21T10:00Z,102,105
2023-03-21T10:30Z,101,102
2023-03-21T11:00Z,103,93
2023-03-21T11:30Z,99,94
2023-03-21T12:00Z,98,89
2023-03-21T12:30Z,93,89
2023-03-21T13:00Z,87,87
2023-03-21T13:30Z,86,88
2023-03-21T14:00Z,82,91
2023-03-21T14:30Z,77,91
2023-03-21T15:00Z,88,88
2023-03-21T15:30Z,86,95
2023-03-21T16:00Z,90,111
2023-03-21T16:30Z,94,117
2023-03-21T17:00Z,112,121
2023-03-21T17:30Z,120,124
2023-03-21T18:00Z,111,128
2023-03-21T18:30Z,116,131
2023-03-21T19:00Z,115,132
2023-03-21T19:30Z,118,129
2023-03-21T20:00Z,119,124
2023-03-21T20:30Z,121,117
