from,regions.regionid,regions.intensity.forecast,biomass,coal,gas,hydro,imports,nuclear,other,solar,wind
2023-06-23T14:30Z,1,0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,97.6
2023-06-23T14:30Z,2,9,2.0,0.0,1.6,0.6,0.0,15.5,0.0,3.7,76.6
2023-06-23T14:30Z,3,44,0.5,0.0,11.1,0.1,3.7,39.4,0.0,2.7,42.5
2023-06-23T14:30Z,4,3,0.4,0.0,0.4,0.1,28.2,45.6,0.0,4.7,20.5
2023-06-23T14:30Z,5,163,24.5,0.0,33.9,0.0,6.5,14.6,0.0,7.0,13.5
2023-06-23T14:30Z,6,57,0.7,0.0,14.4,0.2,1.1,16.2,0.0,10.2,57.2
2023-06-23T14:30Z,7,274,0.0,0.0,69.6,0.0,0.0,0.0,0.0,14.2,16.2
2023-06-23T14:30Z,8,120,1.1,0.0,30.1,0.1,1.9,20.0,0.0,12.2,34.5
2023-06-23T14:30Z,9,266,7.9,0.0,65.0,0.0,2.1,5.0,0.0,13.6,6.3
2023-06-23T14:30Z,10,152,1.8,0.0,31.3,0.0,6.0,21.6,0.0,21.9,17.4
2023-06-23T14:30Z,11,100,0.0,0.0,25.3,0.0,0.0,0.6,0.0,68.4,5.7
2023-06-23T14:30Z,12,175,2.5,0.0,43.6,0.0,1.0,6.4,0.0,36.4,9.9
2023-06-23T14:30Z,13,145,1.3,0.0,28.3,0.1,20.6,11.4,0.0,24.7,13.7
2023-06-23T14:30Z,14,123,0.2,0.0,17.9,0.2,45.5,1.8,0.0,23.1,11.4
2023-06-23T14:30Z,15,127,4.0,0.0,28.0,0.1,10.4,15.8,0.0,21.6,20.2
2023-06-23T14:30Z,16,8,1.7,0.0,1.6,0.8,0.0,12.4,0.0,3.1,80.3
2023-06-23T14:30Z,17,202,0.2,0.0,51.2,0.1,0.0,1.5,0.0,11.3,35.6
2023-06-23T14:30Z,18,122,3.5,0.0,26.5,0.2,8.6,14.5,0.0,18.9,27.9
2023-06-23T15:00Z,1,0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,97.3
2023-06-23T15:00Z,2,9,2.1,0.0,1.7,0.7,0.0,16.2,0.0,4.0,75.3
2023-06-23T15:00Z,3,45,0.5,0.0,11.2,0.1,5.4,39.7,0.0,2.1,41.0
2023-06-23T15:00Z,4,3,0.3,0.0,0.3,0.1,35.8,44.1,0.0,3.9,15.5
2023-06-23T15:00Z,5,161,23.3,0.0,33.7,0.0,9.5,14.6,0.0,5.6,13.3
2023-06-23T15:00Z,6,60,0.7,0.0,14.9,0.2,1.7,16.9,0.0,9.0,56.6
2023-06-23T15:00Z,7,280,0.0,0.0,71.0,0.0,0.0,0.0,0.0,13.3,15.6
2023-06-23T15:00Z,8,119,0.9,0.0,29.8,0.1,2.8,20.4,0.0,11.0,35.0
2023-06-23T15:00Z,9,268,8.1,0.0,65.6,0.0,3.3,5.0,0.0,11.5,6.5
2023-06-23T15:00Z,10,156,2.0,0.0,30.5,0.0,7.9,21.2,0.0,20.2,18.2
2023-06-23T15:00Z,11,88,0.3,0.0,22.3,0.0,0.2,0.4,0.0,70.5,6.3
2023-06-23T15:00Z,12,180,2.6,0.0,44.9,0.0,1.6,6.6,0.0,33.2,11.0
2023-06-23T15:00Z,13,149,1.4,0.0,29.2,0.1,19.1,11.8,0.0,23.6,14.9
2023-06-23T15:00Z,14,124,0.2,0.0,19.7,0.2,40.7,2.4,0.0,23.6,13.1
2023-06-23T15:00Z,15,135,3.9,0.0,30.0,0.1,11.1,15.6,0.0,19.8,19.5
2023-06-23T15:00Z,16,9,1.8,0.0,1.7,0.9,0.0,13.0,0.0,3.4,79.2
2023-06-23T15:00Z,17,215,0.2,0.0,54.6,0.1,0.0,1.2,0.0,10.8,33.1
2023-06-23T15:00Z,18,127,3.5,0.0,28.4,0.2,9.2,14.4,0.0,17.4,27.0
2023-06-23T15:30Z,1,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,97.0
2023-06-23T15:30Z,2,10,2.2,0.0,1.9,0.7,0.0,17.2,0.0,4.2,73.9
2023-06-23T15:30Z,3,46,0.4,0.0,11.5,0.1,7.1,39.8,0.0,1.7,39.3
2023-06-23T15:30Z,4,2,0.2,0.0,0.2,0.1,43.1,42.3,0.0,3.2,10.9
2023-06-23T15:30Z,5,157,23.7,0.0,32.5,0.0,12.2,14.8,0.0,4.5,12.3
2023-06-23T15:30Z,6,66,0.7,0.0,16.6,0.2,2.3,17.3,0.0,8.0,54.9
2023-06-23T15:30Z,7,291,0.0,0.0,73.8,0.0,0.0,0.0,0.0,11.1,15.1
2023-06-23T15:30Z,8,128,0.9,0.0,32.1,0.1,3.6,20.7,0.0,9.2,33.3
2023-06-23T15:30Z,9,280,7.8,0.0,68.7,0.0,4.0,5.0,0.0,8.7,5.8
2023-06-23T15:30Z,10,176,1.8,0.0,34.5,0.0,9.1,20.6,0.0,16.6,17.5
2023-06-23T15:30Z,11,105,0.2,0.0,26.5,0.0,0.1,0.3,0.0,67.1,5.7
2023-06-23T15:30Z,12,192,2.6,0.0,47.8,0.0,2.1,6.8,0.0,29.9,10.7
2023-06-23T15:30Z,13,168,1.5,0.0,34.5,0.1,15.4,12.4,0.0,20.9,15.3
2023-06-23T15:30Z,14,145,0.3,0.0,27.4,0.2,31.2,3.2,0.0,22.7,14.9
2023-06-23T15:30Z,15,143,3.8,0.0,32.0,0.1,12.0,15.8,0.0,17.5,18.8
2023-06-23T15:30Z,16,9,1.9,0.0,1.8,1.0,0.0,13.8,0.0,3.5,78.0
2023-06-23T15:30Z,17,240,0.1,0.0,61.0,0.0,0.0,0.9,0.0,9.2,28.8
2023-06-23T15:30Z,18,136,3.4,0.0,30.4,0.2,9.9,14.6,0.0,15.4,26.0
