from,regions.regionid,regions.intensity.forecast,biomass,coal,gas,hydro,imports,nuclear,other,solar,wind
2023-03-23T15:30Z,1,0,0.0,0.0,0.0,18.8,0.0,0.1,0.0,0.0,81.1
2023-03-23T15:30Z,2,12,0.7,0.0,2.8,0.8,0.0,28.0,0.0,1.9,65.9
2023-03-23T15:30Z,3,48,0.1,0.0,12.2,0.1,4.7,37.0,0.0,1.4,44.5
2023-03-23T15:30Z,4,3,0.1,0.0,0.3,0.1,37.6,44.5,0.0,2.4,15.0
2023-03-23T15:30Z,5,91,25.8,0.0,15.2,0.0,5.6,7.6,0.0,2.3,43.6
2023-03-23T15:30Z,6,18,0.2,0.0,4.4,12.4,1.5,16.6,0.0,6.1,58.9
2023-03-23T15:30Z,7,186,1.2,0.0,46.9,1.4,1.3,6.7,0.0,5.5,37.1
2023-03-23T15:30Z,8,39,2.9,0.0,8.9,4.2,3.3,22.9,0.0,6.0,51.8
2023-03-23T15:30Z,9,57,15.4,0.0,9.7,0.0,3.3,4.4,0.0,8.9,58.2
2023-03-23T15:30Z,10,83,0.0,0.0,8.1,0.0,17.8,0.0,0.0,7.6,66.5
2023-03-23T15:30Z,11,160,1.5,0.0,39.1,0.1,14.1,0.5,0.0,20.7,24.0
2023-03-23T15:30Z,12,152,3.2,0.0,35.6,0.2,29.8,1.1,0.0,8.6,21.6
2023-03-23T15:30Z,13,89,0.0,0.0,14.9,0.3,30.7,0.0,0.0,5.9,48.2
2023-03-23T15:30Z,14,95,0.0,0.0,21.6,0.5,42.9,0.0,0.0,4.3,30.7
2023-03-23T15:30Z,15,82,5.7,0.0,16.1,0.6,14.8,11.4,0.0,6.5,45.0
2023-03-23T15:30Z,16,9,0.7,0.0,2.1,4.7,0.0,23.0,0.0,1.5,68.1
2023-03-23T15:30Z,17,85,0.2,0.0,21.6,14.6,0.0,5.2,0.0,4.4,54.1
2023-03-23T15:30Z,18,73,4.7,0.0,14.9,2.1,12.0,12.3,0.0,5.8,48.3
2023-03-23T16:00Z,1,0,0.0,0.0,0.0,23.0,0.0,0.2,0.0,0.0,76.7
2023-03-23T16:00Z,2,13,0.8,0.0,3.1,0.3,0.0,29.0,0.0,1.5,65.3
2023-03-23T16:00Z,3,45,0.1,0.0,11.4,0.0,5.2,36.2,0.0,1.2,45.9
2023-03-23T16:00Z,4,3,0.1,0.0,0.2,0.0,40.3,45.5,0.0,2.3,11.6
