from,regions.regionid,regions.intensity.forecast,biomass,coal,gas,hydro,imports,nuclear,other,solar,wind
2023-04-04T16:30Z,1,52,0.0,0.0,13.3,4.0,0.0,0.0,0.0,0.0,82.7
2023-04-04T16:30Z,2,38,0.5,0.0,6.8,1.4,5.8,19.6,0.0,0.7,65.2
2023-04-04T16:30Z,3,62,0.2,0.0,14.4,0.6,8.1,45.7,0.0,1.4,29.5
2023-04-04T16:30Z,4,16,0.2,0.0,2.6,0.6,37.0,30.4,0.0,1.6,27.5
2023-04-04T16:30Z,5,168,39.0,0.0,30.5,0.1,6.6,7.3,0.0,2.0,14.5
2023-04-04T16:30Z,6,75,0.2,0.0,11.7,10.6,17.4,19.0,0.0,6.5,34.5
2023-04-04T16:30Z,7,362,0.0,0.0,92.0,0.0,0.0,0.0,0.0,5.4,2.5
2023-04-04T16:30Z,8,161,1.6,0.4,37.0,3.2,7.7,23.2,0.0,5.8,21.1
2023-04-04T16:30Z,9,306,13.8,4.2,63.3,0.0,2.3,2.7,0.0,5.1,8.6
2023-04-04T16:30Z,10,276,5.6,1.7,64.3,0.0,0.9,1.1,0.0,10.7,15.6
2023-04-04T16:30Z,11,306,0.0,0.0,77.7,0.0,0.0,0.0,0.0,20.1,2.2
2023-04-04T16:30Z,12,283,3.7,1.2,67.3,0.7,2.0,5.7,0.0,13.0,6.3
2023-04-04T16:30Z,13,274,3.7,1.2,64.3,0.3,7.4,2.5,0.0,10.9,9.7
2023-04-04T16:30Z,14,260,1.4,0.5,61.2,0.4,20.6,1.3,0.0,8.8,5.8
2023-04-04T16:30Z,15,210,7.1,0.0,49.9,0.9,7.5,11.4,0.0,8.0,15.1
2023-04-04T16:30Z,16,24,0.4,0.0,3.6,1.9,5.2,17.2,0.0,0.7,71.0
2023-04-04T16:30Z,17,262,0.1,0.0,62.1,6.9,9.5,2.9,0.0,4.4,14.2
2023-04-04T16:30Z,18,196,6.1,0.0,45.8,1.3,7.4,11.6,0.0,7.0,20.8
2023-04-04T17:00Z,1,63,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0,79.9
2023-04-04T17:00Z,2,43,0.6,0.0,8.1,1.4,5.5,20.1,0.0,0.5,63.9
2023-04-04T17:00Z,3,61,0.3,0.0,14.2,0.6,8.0,45.4,0.0,0.8,30.6
2023-04-04T17:00Z,4,20,0.3,0.0,3.4,0.6,35.4,30.7,0.0,1.0,28.7
2023-04-04T17:00Z,5,162,39.2,0.0,28.8,0.1,7.1,7.3,0.0,1.2,16.3
2023-04-04T17:00Z,6,81,0.3,0.0,13.5,10.1,16.6,19.2,0.0,4.0,36.2
2023-04-04T17:00Z,7,370,0.0,0.0,93.9,0.0,0.0,0.0,0.0,3.5,2.6
2023-04-04T17:00Z,8,163,1.6,0.6,37.0,3.3,7.9,23.2,0.0,3.5,23.0
2023-04-04T17:00Z,9,320,12.9,4.8,65.6,0.0,2.4,2.5,0.0,2.8,8.9
2023-04-04T17:00Z,10,295,5.7,2.2,67.9,0.0,1.0,1.1,0.0,6.2,15.8
2023-04-04T17:00Z,11,331,0.0,0.0,84.1,0.0,0.0,0.0,0.0,13.8,2.1
2023-04-04T17:00Z,12,292,4.2,1.7,68.4,0.8,2.5,6.1,0.0,8.4,8.1
2023-04-04T17:00Z,13,287,4.0,1.6,66.6,0.4,7.4,2.7,0.0,6.6,10.7
2023-04-04T17:00Z,14,270,1.6,0.7,62.9,0.4,21.0,1.5,0.0,5.5,6.4
2023-04-04T17:00Z,15,218,7.2,0.1,51.8,0.9,7.6,11.6,0.0,4.9,15.9
2023-04-04T17:00Z,16,28,0.5,0.0,4.7,1.9,5.0,17.2,0.0,0.4,70.2
2023-04-04T17:00Z,17,264,0.1,0.0,62.7,6.7,9.2,3.0,0.0,2.7,15.5
2023-04-04T17:00Z,18,205,6.1,0.1,47.6,1.3,7.4,11.7,0.0,4.4,21.5
2023-04-04T17:30Z,1,10,0.0,0.0,2.6,4.7,0.0,0.0,0.0,0.0,92.7
2023-04-04T17:30Z,2,24,0.8,0.0,3.3,1.5,5.6,21.0,0.0,0.2,67.5
2023-04-04T17:30Z,3,59,0.3,0.0,13.7,0.6,8.0,45.9,0.0,0.4,31.0
2023-04-04T17:30Z,4,12,0.4,0.0,1.3,0.6,36.0,31.7,0.0,0.5,29.5
2023-04-04T17:30Z,5,170,37.9,0.0,31.2,0.1,6.9,6.9,0.0,0.5,16.5
2023-04-04T17:30Z,6,76,0.4,0.0,11.1,11.6,18.6,19.9,0.0,1.9,36.5
2023-04-04T17:30Z,7,377,0.0,0.0,95.7,0.0,0.0,0.0,0.0,1.7,2.6
2023-04-04T17:30Z,8,161,1.8,0.7,35.7,3.7,8.9,23.3,0.0,1.6,24.3
2023-04-04T17:30Z,9,328,13.1,5.5,65.9,0.0,2.4,2.4,0.0,1.2,9.5
2023-04-04T17:30Z,10,308,6.0,2.6,70.3,0.0,1.1,1.1,0.0,2.6,16.4
2023-04-04T17:30Z,11,361,0.0,0.0,91.6,0.0,0.0,0.0,0.0,6.6,1.9
2023-04-04T17:30Z,12,306,4.5,1.9,71.2,0.9,2.8,6.0,0.0,3.8,8.9
2023-04-04T17:30Z,13,308,4.5,1.9,71.1,0.4,4.7,2.7,0.0,3.0,11.7
2023-04-04T17:30Z,14,307,2.1,0.9,72.4,0.5,12.7,1.4,0.0,2.6,7.3
2023-04-04T17:30Z,15,228,7.3,0.3,53.8,1.0,6.8,11.7,0.0,2.2,16.9
2023-04-04T17:30Z,16,21,0.6,0.0,2.8,2.0,5.0,17.2,0.0,0.2,72.1
2023-04-04T17:30Z,17,264,0.1,0.0,62.2,7.7,10.4,3.0,0.0,1.3,15.3
2023-04-04T17:30Z,18,212,6.2,0.3,48.9,1.5,6.8,11.8,0.0,2.0,22.5
2023-04-04T18:00Z,1,2,0.0,0.0,0.4,5.3,0.0,0.0,0.0,0.0,94.3
2023-04-04T18:00Z,2,22,0.9,0.0,2.6,1.8,5.9,21.4,0.0,0.1,67.4
2023-04-04T18:00Z,3,53,0.4,0.0,12.0,0.7,8.5,47.2,0.0,0.1,31.2
2023-04-04T18:00Z,4,11,0.4,0.0,1.0,0.7,37.4,32.0,0.0,0.1,28.3
2023-04-04T18:00Z,5,175,38.7,0.0,32.3,0.1,6.5,6.7,0.0,0.1,15.4
2023-04-04T18:00Z,6,77,0.4,0.0,11.0,13.7,19.8,20.4,0.0,0.5,34.2
2023-04-04T18:00Z,7,380,0.0,0.0,96.4,0.0,0.0,0.0,0.0,0.4,3.2
2023-04-04T18:00Z,8,162,2.0,0.8,35.4,4.5,9.5,23.6,0.0,0.4,23.8
2023-04-04T18:00Z,9,331,13.3,5.6,66.6,0.0,2.2,2.3,0.0,0.3,9.6
2023-04-04T18:00Z,10,319,6.4,2.7,72.4,0.0,1.1,1.1,0.0,0.6,15.7
2023-04-04T18:00Z,11,380,0.0,0.0,96.4,0.0,0.0,0.0,0.0,1.9,1.7
2023-04-04T18:00Z,12,317,4.7,2.0,73.6,1.0,2.9,6.2,0.0,0.9,8.7
